name,coverage,nFlId
Tyvis Powell,"[4.305168842890731, 12.087751269332633, 4.923869029455926, 18.546436242129097, 3.5931146463503034, 5.990699997775926, 7.08823021269094, 15.962461156561758, 4.507871615942642, 13.275584994698256, 5.8027719330364445, 9.987695786406915, 5.0194028345839525, 13.534366173238531, 11.733778740387377, 4.372378836974399, 7.692173173373962, 17.46044873918975]",2556655.0
Richard Sherman,"[2.5264547910726503, 6.867175329871513, 6.57212987017017, 12.483009129555532, 3.157721218912891, 4.802453073070403, 9.319784722908075, 4.8102374255411195, 3.150061582334019, 9.745884990773538, 2.1325813672556198, 6.575056357163758, 2.483041318299545, 5.787700263686117, 2.3215312356806836, 11.415143578925782, 2.401340089917915]",2495507.0
Malcolm Smith,"[3.5360272249677345, 7.60914660425792, 5.758221879481244, 18.034016875514443, 6.938768848597524, 4.5717141189827535, 6.865369187323854, 7.393931627659885, 8.733604381331183, 7.434037929013964]",2499278.0
Jimmie Ward,"[16.467536608693546, 12.452888256284238, 14.671143906916505, 17.545194724888248, 17.375178281129823, 9.471176225124916, 18.047292142541217, 17.905306992485105, 20.187361923852507, 11.822223310724016, 15.755169804158419, 8.95156454856942, 14.169745785564626, 12.660265351645114, 15.564097977222735, 15.383136384353502, 12.962410073575436]",2543741.0
K'Waun Williams,"[2.4717640969911816, 6.223788100930368, 5.638244577734742, 13.859730325087318, 2.5574780182486996, 3.903157206912848, 2.038603531816004, 7.936922078533863, 11.493416412881105, 6.348103764217852, 3.6893420937599672, 6.329094187201386, 5.364444609112975, 5.4208760007518295, 4.665859219695267, 4.510199333965496]",2550654.0
Ahkello Witherspoon,"[1.7951526493891352, 9.739048635219618, 1.7164378643265268, 16.614622426743715, 5.961247138808643, 6.387205172705356, 6.658939084087577, 4.736029339531766, 6.854757120138891, 1.6084270080260508, 5.65389058929257, 11.432400762764674, 4.5964052047863575, 9.061838925179218, 6.581386015638798, 8.389172900205203, 1.4578449757669567, 3.0421094603931462]",2558157.0
Fred Warner,"[6.195579505871975, 8.27188753050017, 8.487427701216207, 13.518760553370553, 5.3681764273400585, 9.836898326502828, 7.625035095222083, 8.195070811642388, 4.8533781525001, 4.287563562691422, 3.799903246796121, 9.071203561707726, 11.259322986672391, 5.736676998512387, 4.589860890778925, 7.367772766649254, 6.373633966048569]",2560917.0
Dekoda Watson,"[1.783201665000166, 3.5774192387578507, 4.048842282996056, 4.696993967886824, 6.08900638595573, 5.02758777203407]",496961.0
Tahir Whitehead,"[4.074445745068304, 5.422840390902425, 4.979928711478383, 6.6352972485274275, 6.94434223482787, 7.180360778910713, 7.606810532654122, 8.871860585715204, 7.359509385766362, 10.460673950734401, 9.283756516458348, 7.373347521035133, 3.1991792354980646, 9.344303796667726, 7.262625499803485, 4.040840678214568, 6.130439241193075, 6.52595765498388, 3.4524462043605357, 3.1064980818038452]",2532986.0
Marcus Gilchrist,"[16.20521408476857, 5.159377946338739, 8.20593552114863, 11.371174633536196, 15.669442191741197, 11.159583181497865, 11.561249523133055, 6.365068535186218, 8.671563157569349, 3.886610171487151, 6.190435556848184, 10.451443782053662, 11.851781382271174, 4.996953287346453, 5.224089692854873, 8.454352157046841, 8.31479121173831]",2495153.0
Reggie Nelson,"[10.827239972272308, 15.212373087034734, 6.711593484722343, 12.83382004765407, 12.126117438936449, 19.749688635147496, 11.080893097928687, 3.4995855587841542, 0.905120193980625]",2507167.0
Emmanuel Lamur,"[2.766617024759145, 6.281530730908694, 7.106387024595484, 2.6853415089058785, 5.190632808485806, 4.4217934103098635, 7.88619472918286]",2536032.0
Daryl Worley,"[7.894058088894294, 1.7305041029575527, 6.755073566322983, 8.090722774169148, 7.897493855570317, 1.9865318382413018, 1.8134444448145155, 6.665128607423044, 2.8243922093212817, 3.840850043485247, 14.599870500768494, 3.5521998628185236, 2.0332759815727917, 8.192021569100584, 6.462637856186908, 7.360131486371774, 5.095349587325371, 8.489312106023188]",2555394.0
Marquel Lee,"[6.33691700369241, 3.1723021912501452, 5.435594401415932, 7.420478503462615, 4.3031989526382315, 4.949950650142198, 6.059822089056598, 8.67393306929714, 7.547292143072729, 4.181982804298601, 7.987612977552658, 4.3621829897149045, 7.564302920382567]",2557972.0
Gareon Conley,"[1.999937372019449, 1.475732079064106, 1.9369167002760435, 7.378641157799932, 5.011685561723446, 2.46481108957827, 2.0248069127391584, 1.7900702935347057, 1.8622633857250739, 3.7164069247872984, 1.3898032154102322, 5.006895619532713, 1.5934947301822127, 6.701239980040808, 5.951725943327642, 6.281642216241504, 3.2242095426378024, 1.8253619586430734, 4.927090466185796, 7.388906284489508]",2558062.0
Leon Hall,"[3.8679244668383674, 4.207887706482173, 3.8446113068677294, 7.94178108038486, 1.5963884675614077, 4.384018201679255, 6.424692086331531, 2.131284150055541, 5.374939959573605, 6.250419612689425, 3.5280214725251744, 1.1319207437289116, 6.437518448825479]",2495617.0
Erik Harris,"[12.79488842126466, 4.035021282192782, 16.69555353650612, 12.017356085136798, 16.92418083699642, 5.561801138220082, 6.396231039068118, 14.654973613260845, 4.355179499957004, 9.342677056087412, 10.24068122750159]",2555568.0
Elijah Lee,"[5.2971252541237295, 8.342906890008537, 10.276247488662943, 8.660487857930836, 6.405667647466343, 9.041274505963726, 8.57724730305427, 3.716733853300074, 5.339951270119847]",2558121.0
Karl Joseph,"[4.900007448384405, 14.171744845991503, 11.908620799947961]",2555342.0
Jason Cabinda,"[7.577935231936146, 4.890589942335227]",2560986.0
Nicholas Morrow,"[10.05709992951977, 7.4736285315390765, 5.886824549010224, 4.693701491697584, 5.5473416803851165]",2559054.0
Mark Nzeocha,"[6.7027032069494705, 11.923528203932085]",2552684.0
Nick Nelson,"[1.6031798990522752, 6.121385882748944]",2560819.0
D.J. Reed,[4.800353167977999],2560850.0
Marcell Harris,[10.76985372205705],2561006.0
Tarvarius Moore,[7.2491035647825415],2561117.0
Joe Haden,"[3.08778077161385, 2.611921948586959, 1.684406906853336, 1.4077545328793122, 3.257161583854914, 9.351941885780711, 5.262972279344378, 1.619815201981263, 4.555785742889684, 4.293138839990469, 4.806867376730094, 5.805659857162572, 1.7222599365676339, 5.165303296369519, 3.8499187253040454, 2.241367512216725, 4.232573349511004, 5.171767697809989, 2.721921378328555, 6.345351592416844, 1.4681111614456912, 9.200749094661669, 8.073033296961983, 1.1469212401722944, 2.2986094887180384, 0.9895787258343676, 2.831092162268341, 6.3334057090989, 4.031783805692297, 8.567664425439988, 2.363058455418399, 5.407552434645235, 15.109827450788991, 16.074649598870955]",496733.0
