name,coverage,nFlId
Benardrick McKinney,"[7.180442494044191, 5.769960555046611, 9.179356360346846, 8.404273566439787, 6.219605369778495, 9.30865252636356, 4.5045643262043, 8.529505065031051, 6.49599769892468, 6.453289721879694, 3.5387386225598614, 7.9049061204308115, 9.793574364690441, 5.657591358093297, 10.67342626634172, 10.449775993503621, 4.432422631370967, 7.813700620294312, 8.382055002473718, 6.472627509411792, 13.799795606666521, 12.847676949268223, 10.926250803768866]",2552490.0
Kareem Jackson,"[6.804139682112255, 6.497193514591003, 6.551981670133723, 5.601816580832472, 9.033066312743768, 6.040338225791841, 6.705177968808528, 9.303307246287883, 3.492240200213693, 4.837683003442307, 8.712999413357968, 4.034166293850387, 5.743694261329508, 7.678555138216371, 6.135779524006252, 4.968618247374669, 6.2862794413959975, 5.78806606874192, 5.795977333885954, 21.37380107426326, 4.108083343174446, 5.702584472878665, 3.9660575713587156, 7.874037156311716, 8.957607284185155]",496735.0
Johnathan Joseph,"[6.3733316184971835, 7.2956779968072185, 7.2056942048696415, 7.976157764220512, 7.3527923179927175]",2495872.0
Tyrann Mathieu,"[5.688476568445309, 6.067318553391973, 5.416294342443567, 4.957007894479108, 6.979604361138264, 4.398212801699899, 14.315137656869744, 4.666065660698071, 4.245258937895704, 5.39370534380838, 5.739848121809418, 4.44755156147341, 4.281639071512598, 3.3840380636546916, 5.44220575629612, 6.750392994662445, 2.7146379950433155, 8.339605459125352, 10.22258445522801, 5.2443889908209504, 3.0955601981572722, 3.6446011945759897, 7.020650798235382, 12.442962847829397, 11.859562722308656]",2540180.0
Zach Cunningham,"[4.309405710163241, 7.174905679124638, 7.918346439906634, 5.773784832879845, 7.7509445669004275, 8.127332802767748, 7.441405361730551]",2558094.0
Mike Tyson,"[11.671350384508026, 3.9436938417870557, 19.277475575378258, 5.511305429200124, 5.9699677307558545, 10.370627247160249, 11.386521202669018, 15.613118655786929, 10.361713278385297, 13.677962542513693, 17.17655898991268, 8.341461302981786, 12.730263142844406, 13.248171114328645, 15.960762375802911, 7.266347206251344, 14.751712916639592, 12.1422771503696, 15.417636683919568, 13.205508842038748, 17.98643531116881, 24.351781270938403]",2558853.0
Justin Reid,"[12.061788055004135, 21.827768405233385, 15.52190253606575, 14.572622850766702, 20.270451458706866, 9.170586556956534, 11.705021100082593, 13.57783028450637, 19.15604452293383, 7.1702226744768485, 18.73186755561905, 20.3038733977857, 20.687148197897496, 11.430385397813717, 15.437129475082363, 15.544041824371998, 17.1265832738439, 11.159725256657243, 20.77328018163759, 4.4028967096803795, 14.176503191379863, 16.48063996344718, 18.28441262627627, 21.828147705124106, 32.29579917986114]",2560851.0
Whitney Mercilus,"[4.723497560479617, 1.5781523043262609, 5.779028885571388, 3.8939943930985574, 3.513513803620389, 5.386174542781371, 4.464584843334014, 4.7620585891621445, 4.423976893873171, 5.935220878369892, 6.571403206612494, 4.990483044271082, 14.651763763430479, 2.062405169122955, 5.214164882355901, 1.7060056099420666, 3.7551234671023805]",2533049.0
Duke Ejiofor,"[6.194535765220857, 5.224208115423272, 4.840261244041967, 5.393783162506199, 5.139829865273588, 5.210926648657659, 3.2799705819799523, 4.069652047184628, 7.0796098663996885]",2560714.0
Minkah Fitzpatrick,"[10.644016183796639, 3.622740854873932, 5.281366718192308, 5.953365826844961, 5.156148508521798, 4.818521799112404, 14.21556417680531, 4.631066004099257, 2.215169641791515, 3.601381351412082]",2560725.0
Reshad Jones,"[15.85997060663211, 18.671406050814007, 16.075838646080953, 7.126195422557357, 7.288360640931429, 18.554031507623854, 10.574155457668004, 8.343383715803133, 10.002975463060894, 7.353009334679601, 10.780232980607105, 17.41207792932827, 14.28749149948481, 11.642720444826105, 6.896837325447001, 8.86763614181541, 17.98446392130035]",496739.0
T.J. McDonald,"[13.971888445720237, 4.663927940133194, 3.412508411115075, 10.166708308760215, 14.894310737349564, 10.86324262615135, 17.01711295101142, 8.737631551618515, 10.945252876481513, 2.8030118055794726, 19.209381378929766, 14.499373381720876, 10.623303843879407, 12.855456518208124, 14.199739398168445, 8.64813897847425, 5.165297666864675]",2539309.0
Kiko Alonso,"[9.633837379301802, 5.6026393809099835, 4.755739548184367, 4.97317495248477, 6.1264903943996725, 7.338573021179551, 4.456895814728579, 5.772384089607876, 11.123515739222391, 4.609109713170591, 3.3258724618771076, 7.827429044849187, 3.134782798922451, 9.016169899660131, 5.48575122061048, 6.347988089469852, 4.863881377801048]",2539935.0
Bobby McCain,"[1.2227816036124415, 5.785707680367049, 8.0477990335059, 4.550160864402056, 11.488636672295572, 6.455891621838406, 4.925008503029116, 5.555515360280074, 2.628920359538103, 13.68257902372455, 1.772251383112318, 4.629970987275074, 2.0750749447257597, 2.5587119202323207, 4.272780851752768, 2.5768117675721522, 7.133178093368774]",2552434.0
Xavien Howard,"[5.3007881267595165, 6.179848730208207, 2.551359274391052, 9.179825357209621, 2.369141490931786, 0.9626993477450907, 5.801791926487424, 2.811984239588084, 1.872218495673922, 1.7658274939538945, 1.6147872201925473, 1.4423884039990633, 1.6441965565381627, 20.637061200346288, 2.118577571505187, 1.3981785054378102, 6.039566898046163]",2555539.0
Jerome Baker,"[8.210286551986474, 4.552220369720017, 5.426868147115568, 5.995292611604688, 3.8180426663024134, 9.717839000804053, 7.2617417294746875, 10.059216498420108, 6.156620345829828, 6.613240434515014]",2560966.0
