name,coverage,nFlId
Barkevious Mingo,"[7.342014558121458, 2.661711764403049, 3.898907053579235, 2.9317872645418968, 2.4694397388112406]",2540140.0
Bobby Wagner,"[5.468789611424453, 5.160783820318231, 5.000162402879672, 4.431741758566962, 3.7151071121764367, 5.69401499657928, 6.5661003365335615, 13.050029646981976, 5.892382839083066, 5.177591880966185, 4.897213776115133, 6.437699036668037, 7.655347043018963, 7.6975599647190585, 6.013900312008112, 6.929674073437698, 6.2648022958062155, 11.129494969045528, 9.704453653776635, 5.018373862093429, 6.107201344272498]",2532966.0
Bradley McDougald,"[3.7135548920106562, 7.297238698846217, 10.7143860533374, 4.684238942061901, 13.484028075175646, 1.9459445158869926, 10.811714958027398, 12.987812268701445, 1.5299280651061362, 2.364191029621804, 1.9336186769524013, 12.382012684599143, 6.674469386502721, 5.883743945631894, 6.790789871545234, 3.963930190954304, 10.000688513027377, 7.863578469869273, 4.291817442129064, 6.799910834875051, 12.571297673833056]",2539243.0
Justin Coleman,"[1.1885157581735502, 2.8637964189462664, 5.321809260400395, 3.7239459348026727, 2.0469935753881825, 7.241095064488334, 3.001550542711788, 5.585140093787524, 4.083899088969108, 4.759681085924917, 3.9124608524307374, 3.777814317698174, 9.387880918287747, 3.687085166993433, 15.039030832311637, 5.728818719334613]",2553637.0
Tedric Thompson,"[17.5926646665056, 14.71943182046856, 14.95852261150701, 14.924957795892238, 9.910937084409841, 12.54935028870629, 15.433912373165231, 12.062553472210128, 15.865662920842448, 21.103203396597564, 19.535281973861984, 16.527160086372895, 15.18049390114712, 17.339324019189082, 13.647891838725458, 19.96654579138817, 18.57916331733595, 15.233121405442558, 12.810497884542274, 13.14078592082097, 13.622905427531345]",2557881.0
Shaquill Griffin,"[4.035125205631873, 6.068293600377294, 7.039097501071398, 2.517596730704038, 7.261162403959107, 1.502705988947299, 2.8488711210358004, 2.4481056155559946, 1.698325689910268, 1.2799318326639102, 1.1399442127109087, 1.6706062933744188, 1.8335224695811658, 8.373602999197026, 5.562249047786272, 2.9658948773715594, 1.7180688889414741, 4.1446325441941925, 1.3847122927024, 1.2833189946009296, 1.5516253763442966]",2558259.0
Tre Flowers,"[1.7431879731662874, 2.101472000949291, 12.947074965543196, 3.3297107907645924, 3.4040764982374156, 4.503565523842533, 2.559573099383119, 1.841123722577667, 1.7376162648919362, 1.8425108016268412, 1.8148721668896377, 9.499030333943363, 5.036839902412082, 3.119656440557347, 2.4904570520767786, 3.4906577637388554, 13.9432420149709, 4.119523727891551, 5.9868561609181, 2.223127380751841, 6.516200427304514]",2560728.0
Austin Calitro,"[7.250524069102612, 4.014569140848463, 7.437887292211584, 7.890067275350355, 7.892882374235052, 6.818549816862888, 11.844526286823248, 6.822651872089338, 3.2864564549196205, 5.6174304261290295, 11.056849301826377, 9.177377025610475, 12.551875210902143, 12.945991145532508, 5.03186013423019, 6.201585195904636, 5.969432080061181, 7.361398791028367, 10.992225547197757]",2558925.0
Akeem King,[6.294974409844268],2553456.0
Bashaud Breeland,"[5.573948541265501, 3.5149312896911544, 6.22682306288083, 4.767523235569796, 5.979993399638976, 5.521709100578228, 3.6483400631469443, 5.874158792109612]",2543571.0
