name,coverage,nFlId
Genard Avery,"[4.160652016787459, 5.262939019040011, 3.2239161497888054, 6.237726352070217, 5.985956377942396, 4.7894066443244, 4.035670709291015, 2.259933500996802]",2560964.0
Jamie Collins,"[9.500810606716612, 6.222701133542808, 9.919379922414713, 5.408593535966844, 4.035259624662567, 8.868032608813524, 3.5513301736730454, 5.577876592895233, 3.8426492462162334, 7.116319156541134, 6.641334123185728, 5.946577470587295, 1.2725584534519427, 4.064890517426148, 3.826847272248109, 3.3363777435858215, 8.570651228176349, 5.2757940203299505]",2539311.0
Terrance Mitchell,"[6.954689322581573, 4.676833593061414, 8.076599661454608, 9.553323698711745, 7.7375003705533345, 7.910819529418209, 9.434838955691847, 9.892073551129915, 6.184569268831006, 4.732438414477158, 2.6506281130305247, 4.86412956118216, 7.30465869467313, 10.711221229078228, 10.630253274099815, 9.227323761097955, 8.648311987318849]",2543637.0
T.J. Carrie,"[7.727052443525472, 4.173966982123905, 6.646459675162952, 7.528049709990827, 1.6156838307051915, 8.072430954223764, 6.808190882375302, 7.384734033654835, 4.222183528563626, 9.94155119214027, 3.7696816295804423, 7.781421656450595, 6.786214246358977, 8.439469770024548, 1.6620893547762534, 9.414530207203104, 2.683953694954761, 5.605311822243038]",2550164.0
Damarious Randall,"[7.60800743226272, 13.522477044600915, 13.857399692300293, 16.99292813262038, 17.633772397710384, 20.40757960964355, 16.915922319873307, 15.705028142117596, 13.549838364493716, 9.342116978139044, 19.11881989157572, 14.973689734705095, 17.591425450215883, 11.609763715189008, 18.33715235483114, 8.35595575405638]",2552389.0
Joe Schobert,"[4.436086885831645, 8.852797430450355, 13.233174705161009, 7.387562209849711, 4.377219002473043, 9.248586288487916, 7.13764430231007, 8.783325853914329, 9.81178868161049, 6.676640320102086, 4.595815012385118, 10.153574604996779, 4.110153634551162, 7.443354147508292, 6.108467422274693, 3.195493032078058, 7.000203105319616, 3.5927726486600386]",2555166.0
Briean Boddy-Calhoun,"[5.618919922666049, 4.808538956249398, 5.822009680337523, 3.657705222597432, 3.651125735502232, 10.634574065989222, 4.784371583415387, 7.762687907005016, 4.831028098737083, 8.211851664151776]",2556475.0
Jabrill Peppers,"[2.993137811098065, 3.878780546853634, 16.513807976943628, 8.746008949045699, 1.0462167067045742, 5.792867759085278, 3.011638467895449, 20.458290259868726, 4.876574506990833, 8.211205404465337, 12.321941377406837, 1.4613391591754903, 4.141219865648185, 8.588571591102166]",2557980.0
Derrick Kindred,"[15.936437642155251, 14.550993017397685, 6.742879997395828, 3.7589208431865098, 3.9730056912568763, 12.942938482407428, 5.980184816906604]",2555540.0
Marlon Humphrey,"[3.628943610199617, 4.339206763950072, 2.259741049219298, 15.645319141273788, 1.580872109002261, 2.7630463736942654, 1.0272067763085646, 6.502220788525721, 1.54433920119357, 7.232086160011545, 7.964724294846979, 2.7239840668050275, 6.253469834864613, 1.705831858566431, 7.978567850309205, 9.496167390859947, 8.111315886012925, 2.1146325125121463, 1.861187028474247, 1.2423115742215218, 1.3629950271398614, 2.006253698693395, 1.5954099009340188, 2.2565831208630427]",2558067.0
Eric Weddle,"[1.5551195844369414, 15.082328929686811, 6.343751283523019, 20.222498307146253, 2.7441391624927562, 6.636504066115751, 19.78395105211312, 14.268613948359791, 20.336320316656487, 12.040561195240779, 12.722730242038699, 15.078524729342169, 13.310150014966673, 16.22428747487658, 14.753757625680905, 15.255557583363814, 15.692878684852836, 6.722065302214967, 20.33578711534148, 10.958730667722502, 8.983564909223638, 2.9641150658182793, 4.504423580302829, 3.0670383317261476, 17.869949192676113, 10.151608493532477, 18.505679995048343, 6.726208362656752, 3.738316870872847, 5.39627965594821]",2495775.0
Terrell Suggs,"[1.5454536357795945, 6.470370497023765, 2.3739895597621357, 4.094163392562526, 7.14273722784453, 3.9941993946156096, 2.2471225667244847, 7.744815349491842, 2.720145370387258, 2.051438216300616, 1.8235658973099138, 4.180365846049319, 7.269569358565777, 5.880271881090422, 7.346496070928187, 5.782704262549216, 4.420018001439458, 7.0416464249213, 5.020979379553172, 6.011798982990312, 2.812872188061167, 4.821563645204317, 3.2738942644737623]",2505660.0
Anthony Levine,"[8.328976199883963, 6.312597581720504, 7.730417454921862, 8.880811492105735, 4.793490586080168, 12.844557258419684, 3.569436988847076, 3.9268946242140266, 5.880810905733098, 5.12959990644399, 1.3765053376407683, 5.678407336251224, 1.8187357328917393]",2508004.0
Jimmy Smith,"[1.4758080289593714, 5.962630398784483, 1.7454904079670253, 2.9801396596393093, 5.741450683698359, 3.3839220144563846, 7.791140044683232, 2.628411894181, 1.5915053734377331, 1.3810806064461327, 2.7971561117663972, 6.662590331570786, 2.483491412773886, 8.905994212217188, 2.5266726675131093, 3.8558167415836753, 1.64842986522391, 4.583314392612042, 1.2518424392634742, 2.3167386772149925, 10.113027640634488, 1.118181445210689, 6.935803662736389, 7.428794919269662, 6.522785991099398]",2508107.0
Tony Jefferson,"[7.855465708669635, 10.963217001493263, 5.648172370397018, 5.84834984699016, 8.362415962624706, 15.114307841309044, 1.517945680706098, 11.503071073773947, 9.04876754048783, 12.524115417967895, 10.140757851247223, 10.080141345049661, 6.489247987768528, 1.5627963894525168, 4.897889126191038, 6.021688434038333, 11.151030110163457, 14.342616214114706, 8.871224681942358, 16.100987258007677, 11.055809874664629, 5.7231240702930695, 5.452562817151612, 14.189873025664316, 16.266784289498965, 6.4333180948461095, 4.616329209214532, 3.8752998206573146, 5.441887270229352]",2540164.0
C.J. Mosley,"[6.853490072803833, 4.837960324205199, 4.670173451109809, 11.713237104938491, 5.289795657716086, 8.365476733131024, 4.8952486890370706, 9.472705184498619, 10.216342171529217, 4.740408679319954, 6.848455375283857, 4.340797631734643, 3.903956779291378, 8.706042462739724, 5.563278195685336, 7.060863672868179, 7.795027263659039, 6.037439462261545, 2.452018183184997, 4.620539396629786, 9.856570410858692, 9.858832416654689, 9.050214142337397, 7.1475399134545965, 6.8934383917481465, 7.628619297622996, 6.367622158364977, 4.780835397528504, 5.690057810016275, 4.987999816438433]",2543464.0
Za'Darius Smith,"[4.287403886498404, 5.933035979841592, 4.520247320498207, 6.8998616973829785, 5.397447471665307, 1.5540351528953469, 4.999935673496885, 4.770592165827476, 4.802292672901339, 5.68211808017446, 3.6964311261069307, 6.6575243669900255, 6.478789687188972, 5.520079010847491, 5.211262225721324, 5.547637025547722, 3.268971621836998, 4.623757442367765, 4.76040837723415, 5.997172842678437, 4.727961984157523, 5.804179571835734, 5.553347275442599, 5.487996554605322, 3.6568764001244305, 5.05892708319617]",2552279.0
Tavon Young,"[1.457839974628005, 2.9310018468146573, 1.9942311688583043, 2.5470954945366966, 4.623810994393017, 1.9001954948666258, 4.434835822504554, 2.280086889746124, 5.880137610719823, 2.7607438850102333, 2.735360812714226, 4.324623109909075, 4.178774889708472, 2.607998143923208, 3.8273684651063284, 1.1707939084732373]",2555378.0
Matt Judon,"[10.931169768598384, 6.795216687726939, 5.018387717646328, 1.9123596381580459, 2.9276049742868637, 7.218647764575886, 7.125560621753782, 6.67329648575764, 6.999261095737375, 1.838236524807444, 4.600020383256825, 3.381148855170226, 3.4309455746843156, 1.5456361010530042, 2.5326229018548077, 4.645794318589261, 5.015778195012565, 5.635101810346515, 2.101186186359301, 4.7441784002313705]",2555505.0
Patrick Onwuasor,"[5.539622476956941, 7.464623621278125, 7.617647775712813, 9.213473596321178, 7.305860404944279, 9.890225411640106, 9.698763480979173, 4.380587977517658, 4.655022898800328, 6.889571877891047, 7.280187047196065, 2.9419561297074]",2556642.0
Ray-Ray Armstrong,"[7.640689436612288, 7.285741178988471, 3.7903735625066326, 4.718550027297517, 4.209427469701821]",2541792.0
Brandon Carr,"[1.3851057612455164, 6.804134194920846, 10.651924955673532, 4.905620503403048, 10.161333077444297, 6.157396371987582, 4.943887419493668, 2.893749941389079, 3.2416983255275715, 6.071423765987455, 1.732933839460558, 1.3524597357319186, 4.4751815614216595, 2.193980693014975, 8.53957751495871, 3.977985063236016, 2.708858739891993, 7.546097054776179, 2.5485112151606124, 1.0671132751110488, 1.9052125279029308, 4.3941087421841925, 4.5208524993253985, 1.3597123383417478, 2.3501243151629003, 3.861015965680491, 2.0802766869226104]",4365.0
Tyus Bowser,"[4.32513919737539, 5.446816729050344, 8.250565619434209, 4.288334155358073, 5.272318458479808, 5.142004116530496]",2558166.0
Kenny Young,"[7.082988526384016, 6.63329205162692, 4.5989946341895065]",2560947.0
Jermaine Whitehead,"[19.106325140444, 7.405790114790323, 8.822673209633393]",2552697.0
Torry McTyer,"[7.6981954882183885, 5.861298221096652, 3.8631587429963723]",2559053.0
Reshad Jones,"[14.983539221647726, 15.45104056885441, 13.151865311691148, 7.4011821697354625, 18.41865797705385, 19.46944815079237, 20.47987539150711, 14.418447960955595, 14.632519691275505]",496739.0
Kiko Alonso,"[7.390995831592847, 4.354329187773907, 8.09555356626518, 6.45216559008319, 7.430599114910488, 7.3146010791173905, 9.261022144919254, 5.5787421897318445, 10.175308109470988, 6.1451638669917745, 7.035206922443799, 7.98478971947218, 2.6444827916367672]",2539935.0
Bobby McCain,"[9.506537877773999, 5.076953458797047, 1.584704263523335, 4.221688165941409, 9.786842219576984, 7.282764066933069, 3.234826476313162, 8.069929447723812, 8.448244730517054, 8.760926232275526, 7.006060957828129, 6.956434856595838, 4.424651110739965]",2552434.0
Raekwon McMillan,"[6.66464719390563, 6.378047626253444, 4.082278901601952, 5.427730593924157, 7.477476850918952, 7.903225598043495, 6.72744364428289, 6.625730534358813, 4.319109955767388, 6.305537127095057, 6.656537627481516, 6.369562024871135, 4.751017759278324]",2558070.0
Minkah Fitzpatrick,"[8.036574405944327, 10.918798158753129, 1.9409140113315453, 14.456770109025607, 4.137965051055442, 4.373496520388383, 7.139600045355145, 2.617191843100309, 3.7787192666693166, 10.903494332016356, 8.262381380017953, 11.069810681481716, 6.021076419446051, 2.005187799805855, 13.465886156279282, 4.278053240640301, 7.550940181970849, 6.870067711739558, 7.330656230978595]",2560725.0
Jerome Baker,"[5.558579340471787, 6.636673779851661, 2.0861180221596034, 4.041106495460758, 2.8408345330535867, 5.092883681612966, 9.375685005356242, 5.241311447126141, 5.074689909686447, 8.827495439020659, 6.466084301825477, 1.8085766697189671, 6.204955892113758, 3.238965579891952, 5.04247344237795, 11.031144277001049]",2560966.0
Jalen Davis,"[1.7557626362381336, 1.54818328683892, 2.4287471224728416, 6.566778188009276, 6.77366511748797, 7.123996105647137, 5.277613877061034, 4.966970524191722, 7.156587685215018, 1.5863611442406294, 1.7210872053336514, 6.576885872341549, 7.028545575277418]",2561316.0
Cornell Armstrong,"[2.720353480377595, 2.182035538149532, 6.273961993207941, 7.61055199230814, 5.802785459876814, 10.061114435389019, 6.256670647826948, 3.3363072395301607, 7.747316626895169, 2.2142815051983122, 7.374803228375286, 1.9254755278712068, 3.6097573356103636, 2.636080533623934, 5.521262194347514]",2561147.0
Tre'Davious White,"[9.142966419461734, 2.0969052599265874, 7.47631377425568, 6.194478216552853, 9.149637460704898, 4.253362525287977, 6.867577267223771, 8.326640298581609, 7.373312763806701]",2557867.0
