name,coverage,nFlId
A.J. Bouye,"[5.763295476430925, 7.707920387477524, 5.346551384488042, 7.130598651802659, 6.534644273801399, 9.5214897026991, 1.9978980840214187, 5.403448229112131, 8.456844305540201, 2.0907029976520923, 7.651437998802063, 5.496426735426339, 6.267082176485233, 4.306876161995852, 7.53977884314672, 7.19974229442556, 4.016858253744863, 6.427907793579865, 4.340922253222312, 1.852176795339717, 5.6860957415426086]",2541162.0
Tashaun Gipson,"[11.849479276962978, 4.516948748225282, 10.471323856518715, 16.671547321683462, 1.8884564080288562, 1.4539019775244149, 14.596815261146347, 13.646596411662191, 2.5862511695555797, 1.1929470882545765, 13.250596537239375, 11.443431837183045, 13.331818011124136, 6.913813279804837, 17.258624842497923, 6.31400584715497, 5.343115048081071, 11.25753092422966, 13.671025129023624, 7.292544681595895, 6.065022510815634]",2532848.0
D.J. Hayden,"[2.740259655023711, 4.769651859707847, 4.112405626582801, 4.274639256789094, 5.619891082687746, 5.21611569346187, 2.424543357875266, 4.799283782300684, 7.9075480545876955, 4.119984560907892, 1.8801810062749198, 3.58630366358632, 4.5900231357358106, 2.224691331170535, 1.4676758791965245]",2539237.0
Telvin Smith,"[4.187170654198601, 12.7833714232272, 11.427698467472094, 9.51688324629753, 6.220923107476586, 3.6844814468566094, 9.024033871645196, 4.741036990555007, 7.095425063919055, 2.829005851282416, 6.575411337553446, 3.8269318264699583, 10.392969517874313, 10.0164835774322, 4.831114845949916, 8.735307120131061, 8.303164184200787, 4.923077786140479, 5.788608511999701, 5.793859293334608, 4.882641498637675]",2543711.0
Jalen Ramsey,"[3.1726593522834676, 5.630308871333892, 1.5399458033903985, 5.619122843702624, 6.849880405630694, 5.471614933034244, 4.802974747341392, 6.358508488261731, 8.112737072884046, 5.786843994828753, 8.122444205447744, 9.32334354285259, 9.920174920296452, 1.624247671972525, 1.7004273608119174, 9.008667210874291, 6.173860259896212, 14.168634014332104, 7.79509497273391, 2.9785313655264747, 11.552644874842938]",2555280.0
Myles Jack,"[6.90736341799341, 6.518407099776304, 6.436738303175914, 8.18023818991392, 5.728635828393979, 6.992346341466005, 6.534832346097033, 5.645590412594398, 9.590397989317141, 5.759329864029314, 4.465800800580579, 7.73070943008369, 8.515556096249602, 5.989081913566105, 4.319657313541726, 8.280518474691503, 6.82853970433607, 5.711119178872325, 6.631445682344965, 4.6360902898672105, 7.886014930374157]",2555329.0
Ronnie Harrison,"[9.87665183029889, 20.706994029124395, 16.844227672057098, 4.280955803964367, 16.932684088174312, 18.352314124090494, 5.875241328989342, 12.316498687635377, 19.633482554221334, 20.362394716432725, 14.718366765784166, 10.292679261833461, 13.744897201501155, 24.75590711944212, 1.6804158637795377, 20.830257035529915, 19.163732049041315, 5.358353025516874, 14.689142962224068, 8.09864550116397, 5.483905134665214]",2561008.0
Leon Jacobs,"[2.8122545772528666, 2.139811990528263, 6.428738506846352]",2560758.0
Adoree' Jackson,"[1.711380010771034, 6.785170446531433, 6.393607012934235, 7.485188663243891, 3.722491861759296, 8.30839910523782, 4.398813709128829, 2.666839285621107, 7.388068834722978, 6.35431841722043, 3.1450947706961814, 8.960703522164074, 2.282380398898422, 1.890837515458794, 5.865996546505244, 1.7933484978098249, 5.181360947020099, 7.471818650276355, 10.137971407999828, 5.10873989655823, 6.538708637398011, 7.896289120344611, 14.44441891366193, 4.71198414902389, 14.565992400572856, 5.503736310602679, 9.254750300800296, 4.8451971011580435, 9.067213886440337, 5.83431103865613, 5.806956036734192]",2558065.0
Wesley Woodyard,"[5.946661646363293, 4.524302440353251, 7.423500809163297, 5.710795677141742, 4.223822371599669, 2.553473494476195, 6.375584566373915, 6.6185712223566915, 9.80085071927309, 9.736721870004024, 8.11756084947393, 6.990169716921451, 6.413491457076176, 8.220337052539884, 3.682055819821819, 5.4514312433994325, 4.204330559268666, 9.414758472733292, 5.151978029628107, 2.0766973494710417]",2354.0
