name,coverage,nFlId
Leonard Floyd,"[4.8404877538672615, 5.736250054966016, 10.0139262478306, 5.642721768839076, 3.6775314086710504, 6.222976433687891, 6.262000669203518, 5.6086463246771965, 4.398885344528305, 5.931032058299547, 5.501677047354918, 5.768691655862707, 4.331009642435445, 4.861574353998324, 3.463605887027964, 5.485876544278439, 3.624006915155286, 4.227904191139933, 1.6047319450887618, 6.205815160894405, 6.026749440969646, 6.681377517511974, 4.2112909347888, 7.764488267305405, 4.763962587975356, 4.972212710055416, 2.379265781572553, 5.488904419666081, 3.0997317941137252, 3.7683722512566633]",2555285.0
Prince Amukamara,"[1.299931907929968, 1.2550492210638855, 1.20908353155802, 1.2408071138335026, 1.1966115068319507, 4.731318306774593, 1.6370752785503375, 1.4010759793284153, 1.7190294080240875, 1.9903427353003824, 11.091103448564775, 1.0731918865022962, 9.270452525519458, 4.940054706936578, 1.0392894126538783, 1.1419964061592351, 1.321244302745508, 1.5394694088111867, 4.5398730187404635, 1.410564572619591, 2.442771318906106, 5.777707482131423, 1.180451083261865, 1.6492180148897932, 1.1085384335931798, 1.1670821932562043, 3.0398518137339545, 11.440573328263046, 5.092021871071608, 1.263306126335368]",2495108.0
Danny Trevathan,"[1.9317045682334448, 5.549396165958408, 10.594367636935228, 5.811734683307093, 8.115809542842586, 3.9793045725741902, 4.893214650862501, 3.217910878522132, 7.270150760119939, 6.28592256626055, 3.887639038827971, 6.50075939699951, 10.134277390744582, 6.318662496855191, 12.303076664675052, 7.107887428633606, 11.631275623364182, 3.5525535383274174, 7.3053778744896025, 8.403970057220405, 5.258461648669396, 8.14187961030057, 7.826586723445587, 5.804212303509337, 10.3246837462756, 6.4681547593160555, 6.154065673310287, 3.552861478082287, 4.698380757019102, 7.703511914538237]",2532961.0
Kyle Fuller,"[5.595823344807259, 3.912338047815423, 6.712376401480041, 6.783660167650098, 4.398841662662515, 8.623001057993564, 9.489799405990478, 6.804272526998155, 6.420965558446983, 7.274297296375077, 3.9506291217574176, 1.3590957392468699, 5.180471594359191, 5.174412167414301, 6.109515563140028, 6.978026331325705, 2.922394254811741, 6.841027991096028, 1.2202300983196532, 16.48889584155474, 4.4840112067970885, 1.5457975345871524, 8.670912830130215, 5.76271053125516, 2.7668216029222648, 1.6634715015706867, 7.3536242750104535, 6.511152458641075, 5.8353080872893885, 2.0911848784515454, 1.5523861765137614]",2543681.0
Adrian Amos,"[11.803686886889384, 13.208644737930314, 18.127713882613527, 19.277656820442328, 11.044241210116732, 19.102448065440328, 13.290532519404294, 13.276144255870419, 13.892972398734427, 15.03295072149975, 7.949791865586083, 18.228301319858115, 17.40315099540069, 5.780277292412908, 19.648739323869492, 8.929027613712158, 14.396757054918362, 5.34215975920328, 16.643750808067097, 15.152513515605207, 9.432972142962994, 8.417615366815266, 18.424335647166217, 9.104839139169568, 17.325855158996646, 9.133005767243697, 7.263284456683692, 13.861424836285725, 18.013299585461507, 10.908853818312515, 13.205045136339775, 11.99175811844557]",2552385.0
Bryce Callahan,"[1.9440892265182252, 4.131947349354711, 4.378999006568443, 3.0459016537905876, 5.109434144792845, 3.5096926367709007, 3.3176991005878715, 2.4809031285782273, 3.8368156185085818, 1.8905164275424273, 7.145911040662313, 4.09120171860264, 2.5287606679771577, 3.2679801159448187, 5.334508118128376, 4.483695096986519, 4.529515653284141, 3.5844582388566693, 2.3593786401680297, 3.5679161399603583, 3.8613468389666092, 3.209003790107257, 3.472024573527421, 3.074112227981051, 1.764115728659108, 5.120359139638028, 2.874280341601398, 4.25759809980678, 4.691796957553894, 5.863100805817007]",2553500.0
Eddie Jackson,"[13.162606760801417, 14.944191012553276, 14.900727928313223, 12.807129990111285, 17.147672502169716, 10.615308434684996, 13.24385148632768, 15.762316911787433, 12.080652551405137, 11.985674135878456, 6.430659836184561, 13.276620257026083, 10.692849196270375, 19.369674438640835, 12.049029911093566, 19.307904238214004, 16.71960902364971, 17.20739633506924, 9.288373175643894, 8.32335507855936, 8.868707076570589, 16.512025259140373, 8.795779810677267, 8.121303383781976, 10.238583619432296, 4.603200046634359, 4.5618724389212675, 19.68911217210083, 10.852676959194314, 9.473221680456433, 15.536009348264024, 11.337267696341687]",2558176.0
Roquan Smith,"[5.6469604761933025, 3.200547966497438, 4.95729943319987, 5.146967022685227, 6.779706632411737, 6.9070801847028465, 9.447445877462297, 5.896972700086333, 2.235925494285054, 6.3161186203678215, 3.8420469614161394, 5.945933109473449, 4.023802987312242, 10.414588905202397, 5.8993804001261205, 9.31271419928799, 8.159318277399555, 9.36094661476357, 5.017268870637414, 3.6871140310584205, 4.705190515522984, 2.6925845303532947, 5.014222802737212, 4.513934990676223, 4.542838885278377, 5.3366363035374285, 4.922870857556331, 3.1565233768923147]",2560877.0
Romeo Okwara,"[6.125504532341867, 3.989538422546441, 6.002473657170136, 3.611857286992574, 7.032582934946056, 6.5757348864299034, 5.782456877572038, 4.9463109751357335, 5.9712398652457495, 5.630745337724648, 6.054539385634005, 6.64299601447226, 5.726089410487625, 7.541194903433496, 5.094073334588664, 3.2896881015324415]",2556641.0
Glover Quin,"[12.192424736073603, 17.084304360412947, 5.462724562318446, 13.389058471407916, 19.65257323723037, 17.153345321616065, 10.480667544892732, 12.00408775437246, 15.98618692328981, 16.174606160285855, 5.874452988012572, 15.50969713790898, 8.058463673407399, 17.542287527588353, 18.378199982706846, 19.822312029381116, 10.389071883697351, 6.213769480504766, 7.217061843913673, 12.516451977039125, 10.215019190711082, 4.297146162468738, 15.93214817873338, 7.353227690674645, 9.454814188590316, 7.24843690431637, 8.188505619037926, 11.861887730221616, 10.23307829523131, 11.780316768289218, 18.54624168505571]",71441.0
Darius Slay,"[6.93927854008764, 4.410918143687922, 2.045764347795406, 4.74362307260956, 11.780750254023385, 2.6671827402916426, 8.267782963442306, 1.0262346298300131, 2.476352885741984, 1.0014500827752124, 4.579782014336224, 1.8932321104162346, 1.3702928671116799, 8.120002749819989, 2.1879976573603197, 3.176336789466852, 5.486954368414318, 6.401287755018601, 7.214812040011651, 8.59534379454079, 3.253948059928293, 4.881229263771705, 1.6060801362202628, 4.464636640887244, 9.16187796592371, 7.393489924546305, 7.726054555016808, 2.497704407794795, 2.1511716706722734, 8.644143617271196, 2.1059819335335113]",2540288.0
Devon Kennard,"[3.9821201918769176, 2.753844680087482, 4.0438268054853665, 5.810193415939612, 6.5036224262424245, 5.1934957465911005, 5.333742602019682, 4.186077658921173, 5.467498710671199, 4.116093226485607, 5.991797992291578, 4.5929383999263385, 4.866723885987301, 3.7597853346988006, 5.9060802974366835, 5.814906838581657, 5.383740514435215, 2.947025112009192, 1.275252611522336, 3.287255008008784, 4.886167973825568, 8.39270643818225, 3.14382971221045, 5.964951101875762, 5.810857988749409, 1.5402083456870057, 4.109745701386677, 4.458948045538648, 6.126255635759282, 5.822973048078665, 7.49553829784005]",2543869.0
Nevin Lawson,"[5.44292690637933, 2.197799326569139, 10.815192278127675, 7.824565919286681, 9.25127854878773, 2.2364988173056024, 3.332850151290617, 4.198303147752908, 2.665098977820184, 6.799026625154903, 3.4464490554321756, 1.7042792614386895, 4.174079266790374, 2.4861183305660415, 1.311930654686613, 1.8145596987335808, 1.2356463550344117, 1.881079498652984, 2.645200962697169, 5.562929034038384, 1.0092835054224638, 5.020015049879492, 10.408199027098327, 3.5073383924018633, 6.6279666092693175, 2.904003733981046, 5.392796080166352, 5.187774259807983, 5.238796628909048, 3.9897278539328753, 9.007889066949955]",2543872.0
Christian Jones,"[7.066125596652951, 5.4572166758489224, 7.028582169701422, 4.733557101656272, 2.3429643292977653, 4.388793364544176, 2.4031306920514925, 7.853714051990384, 1.9872366048628622, 3.5722189955359163, 3.7491229246297775, 9.413533931751378, 2.20796370442182, 7.686258157833118, 5.864094284498782, 7.608006843180278, 3.667693577338369, 5.299860326792072, 7.594713974794568, 5.276660080089571, 6.761569934712632, 3.469824937145411]",2550572.0
Quandre Diggs,"[11.845002639948055, 6.6458979420232565, 15.189074515620915, 10.078013943281166, 15.335800634386157, 9.456301067049882, 13.820143865690802, 11.55898424940204, 13.237490171613779, 15.375294880278135, 17.38999891226003, 5.945775855047916, 5.902257853501162, 6.2805638156480805, 8.613377145466018, 5.70527950960013, 4.0297655831745045, 9.833286161457222, 16.627815922121485, 13.01656058523524, 17.86090339224738, 16.13506224327312, 1.8696239253003042, 15.747491463326973, 17.68540421992148, 16.452558774449486, 11.963149951636506, 1.9550584941813607, 6.9361690867041705, 9.931696432421298, 8.264436610058706]",2552262.0
Jarrad Davis,"[9.621803154665946, 6.390972931202024, 9.070026940435664, 8.279904720994315, 17.854158505960736, 5.245589572449448, 3.80228643543422, 5.128671170472203, 10.875468984518932, 6.012117575536472, 6.15830633969617, 6.072559262557501, 5.964064997401882, 8.177030768220193, 5.692752056050731, 4.6065226750359765, 6.865826505248436, 6.891527135078591, 8.241300697477516, 7.324190516580437, 5.395385755720008, 5.5595207638171855, 7.316861512603758, 7.169333190100486, 4.670072265762786, 3.868779446459399, 7.386176014762119, 7.882353612648736, 5.275497178207644, 4.66246715244669, 7.700017889847758]",2557855.0
Mike Ford,"[8.019355709192054, 4.704918579641745, 1.914084324312109, 5.354337525480022, 13.02336739274009, 7.3222902392325455, 7.7484955714252814, 3.940502673386083, 2.5992631538080246, 3.680944213353127, 8.464121038835447, 6.6240274574014855, 7.688831743937227, 1.342479255464417, 1.8342710342768893, 5.549581782156112, 3.891691297426831, 3.4854121091337418, 1.7192099673175285, 1.4775511210179628, 5.020275885754545, 1.159138541948084, 7.797329093235626, 4.181907510381892, 3.7685132046763465, 7.674162812877768, 5.552438151403277, 1.528740007799567, 1.329064110474443, 1.7725215132518426]",2561527.0
Isaiah Irving,"[1.7256448596218115, 6.534419661413964]",2559287.0
DeShawn Shead,"[9.071916726750276, 6.43713692694469, 0.9296597710478969, 4.287490754890812, 1.7256025098366652, 3.0817393515369154, 1.5977043766974348, 7.161902019435842, 6.908901011930323]",2535609.0
Tracy Walker,"[22.73228117723176, 10.38270933919104, 7.292522659546037]",2560913.0
Tavon Wilson,[7.696025391151795],2534830.0
Kevin Toliver,"[4.1874624574316295, 9.931469087210774, 6.232848441253345]",2560901.0
Nick Kwiatkoski,"[4.682585254977403, 8.785220421868695]",2555288.0
Kylie Fitts,[5.423637748211011],2560724.0
Ryan Kerrigan,"[5.944101918270559, 5.226317026142312, 3.537072844718959, 4.349623106350179, 4.854182320170775, 5.783825041046929, 4.219345594649843, 5.394194554567739, 4.2427871372014625, 5.708165770971776, 5.05193920135501, 6.031565125421522, 2.419515908733137, 3.997562887992323, 6.172401343527991, 6.063544662046599, 1.7130313952658471, 4.045041903605332, 1.1447580294960058, 4.709922303935464, 6.925457214696383, 2.9841678585259257]",2495190.0
Mason Foster,"[5.021474418109514, 3.1576634358438582, 7.1074884274671275, 4.413834467571426, 4.507400059873428, 5.856401375853001, 5.298201825984171, 9.285427345411904, 2.5568752480951327, 6.3897064988675405, 8.840574441233167, 6.82715604677724, 4.14270676683294, 7.107492547097444, 7.288653583721648, 10.011982979756649, 3.4760089264486598, 6.797322117628393, 4.537515486548048, 2.7540944715380147, 6.9313663960785314, 12.912366056798737, 4.032144776056124, 7.338980167631667]",2495281.0
Zach Brown,"[8.371895271209276, 10.509444373271801, 4.086479595377937, 7.211032705772204, 8.728672811092947, 4.397461766204272, 5.6557692798308965, 5.008691706577189, 5.306589803992958, 4.87790390651645, 7.709544090946304, 4.951666178712321, 4.401231343389778, 8.475422409934891]",2532804.0
Josh Norman,"[1.8430343702170338, 2.053212213508689, 7.603790053451742, 6.404103287733127, 14.417766556681292, 2.201183646581162, 1.3856908850899137, 5.169162256114219, 5.147386651538134, 1.515783399677049, 1.2604904143874003, 3.4127200125276156, 7.079955425560366, 1.9496368715659578, 5.046889822005411, 4.53687623533348, 12.012637776641112, 5.08698617716018, 1.9857100360475852, 4.617177385283882, 2.132938077867897, 7.8090622090922315, 1.8059692157764256, 2.5435542768453345]",2532920.0
D.J. Swearinger,"[17.05570845406402, 4.866423174343304, 18.38696638798296, 13.580025205111543, 5.575385871703641, 17.31746581165843, 8.076571062978134, 8.834445925403797, 5.136363038835425, 16.823948048250834, 23.22183190176512, 13.98986060082854, 8.131048003018266, 16.80136625539216, 2.9450028798286354, 9.700962562812053, 18.711591427613634, 5.509044432237206, 4.807756632727131, 3.6700966758657056, 3.0393420974936425, 7.901626153866196, 13.758006199222544, 15.647161858227003]",2539943.0
Ha Ha Clinton-Dix,"[6.058116828332747, 11.796954323295532, 3.2734703244151224, 14.282652649110275, 12.90188918087507, 11.64327692884202, 10.601309025369117, 14.002211730977304, 16.039071410589106, 6.094599927467702, 4.901814610366686, 12.447277939779548, 12.977474560017335, 8.660416755315264, 4.644292998177002, 11.524820960592136, 6.426349460057422, 16.796407034949222, 15.860800592698471, 19.32602093252617, 22.118408303302644, 14.819753288666313, 1.421343572037284, 0.9534892902180743]",2543470.0
Preston Smith,"[1.9207009266795207, 5.54258312873793, 4.596764823328159, 6.435946829937245, 4.110283840185167, 4.848040761654326, 4.9420229955786095, 7.525130424801231, 5.12370119358119, 3.123199824440378, 3.6013280360848476, 3.6507399330531682, 6.243478922636563, 5.744756001825915, 5.550484548763429, 4.367280807820687, 7.451897368524803, 3.8751686714942477, 5.175107130599441, 6.342941520614938, 5.099004876109724]",2552276.0
Quinton Dunbar,"[5.684106635271506, 1.3196036130355353, 5.50543029180921, 4.208530796642304, 1.560953857149563, 7.398341655933262, 1.265238605784665, 6.447919672086356, 6.347541310850001, 4.073159932131422, 2.5580204909943625, 1.8263407648140682, 5.123313240567167, 1.2835347826078636, 2.6392850587561383, 9.819624078551149, 0.9967517498145048, 7.933664125760166, 1.5245040776728775, 4.299196046004864, 1.4734151860820353, 1.1986938442013169]",2553796.0
