name,coverage,nFlId
Sidney Jones,"[11.970151975784145, 1.419476110549423, 13.251153707399432, 5.527287767524679]",2557958.0
Malcolm Jenkins,"[13.110006887577573, 8.9637308742755, 10.136214149769769, 20.786509251424334, 7.70348840219485, 12.052722430820014, 12.729822586900973, 12.109318225116045, 6.806114730253, 5.829823312354521, 12.086713175065404, 5.046381964494629, 4.739710929647768, 2.549083749267084, 6.513726018695105, 8.693111429662283, 14.662330340942471, 7.33592140756112, 7.467363370240832, 8.121151505069301, 17.380143193238276, 5.619931889626753, 12.069798558439542, 18.719567851356683, 8.559529758863377, 9.56082918354455, 15.34967571992918, 4.552509340546393, 6.782180966728504, 2.4826823930110873, 8.707210059582408, 19.211386878405055]",79848.0
Nigel Bradham,"[7.772646964628337, 7.080604611756854, 5.769477282090254, 16.873783784910998, 8.983910000082608, 6.0191399399212235, 10.74414212654314, 11.254223316586003, 3.4570379251743937, 10.314581133862156, 8.298162661365557, 8.990822810711233, 7.436395142628221, 7.914591763816948, 4.399873513977798, 9.610305128605955, 6.241450276738515, 5.080648570863, 2.730541364677098, 8.462106625185491, 8.684644185391907, 8.407090217525882, 6.657654271425797, 4.2142837390631085, 7.600575991391892, 11.389065690537011, 7.2985275718101805, 4.403449960016783, 4.095856651850516, 9.537970020193951, 4.800399797194222]",2532800.0
Jordan Hicks,"[4.67914503261502, 9.897029915485247, 2.8052172831465625, 15.084962521357141, 10.128791024392996, 6.1249730787599095, 4.228491635717824, 17.29384482750444, 10.024659688882581, 7.301422309911771, 9.173611413948972, 7.28671992998874, 4.195658912626883, 5.963657189292861, 7.146354850983326, 9.745576403808155, 17.21957663740985, 7.728749383119945, 7.676218880957448, 5.016902972604841, 11.702848906344258, 6.713299691912187, 10.739027348987834, 6.376510743991168, 7.638674970752091, 4.294466374189054, 14.557095045076752, 9.055051781051878, 7.5434294153457735, 7.7320420457953976, 7.860489625445375, 13.47373481388629]",2552315.0
Ronald Darby,"[4.882657409171366, 11.999610314981664, 1.273612843139053, 17.020417755450627, 1.8366475318452007, 7.565365969653356, 6.0255188986039645, 11.757607691012078, 3.739830247116809, 1.616673844610239, 8.294924273956179, 8.034638667957358, 2.1065626044515953, 3.496792099503486, 1.8326742080334415, 1.4559285984528525, 20.175402918537383, 7.404598614798256, 2.4293943841357946, 6.548829122493062, 1.8079054892978028, 2.073204654564814, 1.9742352536414585, 3.1647870797477817, 2.284578108883987, 2.1905426901942864, 7.849022016538679, 6.996711397165827, 8.754944383031702, 4.045630462867935, 8.779614528554859, 6.845675841512025]",2552689.0
Jalen Mills,"[8.595157045789438, 1.720752932084969, 6.094075604880021, 15.024376678659316, 6.695234144722197, 7.574214956920961, 11.833892017898236, 12.420583752404797, 2.1034767680460957, 8.43847461499843, 3.9751893691233193, 2.5466473447701325, 2.602043454814332, 1.9439790691029633, 6.147715286430627, 6.797217774833355, 18.445240408971312, 1.7273537984892997, 7.977397495971057, 5.085341118876943, 2.193651941563481, 10.10916047759446, 14.342132332249156, 3.467163219108011, 7.982066235134029, 9.648489136473673, 10.546020128917482, 4.328201958699953, 11.842658902581785, 6.105969214759784]",2555383.0
Avonte Maddox,"[9.766884484806896, 18.632676072909824, 10.213226742994713, 15.41154629835641, 21.66641914043712, 5.45072726427563, 10.003743233304487, 8.506280176687039, 8.258398530972245, 2.9069402923254826, 14.815461103529433, 1.9783093039326474, 2.1693900326525024, 2.4232928070711997, 1.9616423123977298, 3.2151619697921046, 15.749240930324563, 2.0266989907563597, 4.243916296636024, 4.698394303933941, 5.548357269063316, 8.632734328413768, 19.700595071396375, 19.583069338927565, 2.397214328707853, 3.3357061764699565, 8.830710856066181, 4.54441120946506, 4.87576608319544, 3.4025327088393937, 9.253330394566627, 8.50563323216907]",2560795.0
B.J. Goodson,"[4.964910082026817, 8.412862811130916, 3.223505879534412, 5.925127540121017, 7.351682726561814, 5.324011122054913, 7.414680856700607, 4.8397051713899355, 4.904048987951061, 4.1954375182277, 7.053731047204522, 4.515235077824178, 9.250747834730802, 6.4353996791499934]",2555522.0
Janoris Jenkins,"[5.442578278528564, 9.956263770409567, 4.419306560101281, 6.027413054701836, 5.198552561405744, 6.873942775645928, 2.028253022938188, 5.656006592994991, 1.5636328189156166, 1.845228289763568, 4.203150359217029, 7.161219184156009, 5.272222577590743, 4.67394937460072, 12.125436657105247, 11.575865211777534, 11.023242937117546, 1.725773813872032, 2.709351384886407, 4.715295733324474, 2.740300574332734, 4.224319696080774, 4.448272080899243, 5.953832481218651, 3.117722969856384, 6.56543102148878, 4.692485880259187, 4.174879089713099, 4.87412681030371, 6.292061325524153, 4.9784643742138766]",2532875.0
Olivier Vernon,"[6.310257739577157, 4.1342046014856155, 5.203649238734474, 5.425697402126513, 2.7526817020427936, 5.431314127322398, 5.511944992097107, 4.769622926136743, 5.331255786409053, 4.07879373827951, 5.703754120252843, 6.949620896739634, 5.353606906476582, 1.2208300664347007, 5.045116668456279, 5.971582105471133, 5.263746739907841, 5.887571290998674, 1.6712441793825636, 5.861412791670895, 6.408571385348175, 2.1567903101111514, 5.042274262013026, 7.221998832349172, 4.776007528863564]",2533534.0
B.W. Webb,"[5.404618035483071, 8.710429212915123, 4.943539079663804, 1.4488964986377977, 6.813562807203791, 3.3995952137969145, 1.776065574775656, 5.386497804395799, 1.7333409899686791, 3.0717336112154716, 5.1557734576853695, 3.531203136079631, 1.1371294576615143, 5.621254789122634, 5.807065068883259, 3.0074175267833527, 5.519063698152554, 2.4500620601817484, 1.4681125779658892, 3.12970422864058, 1.6865984695607779, 1.5384725749890724, 1.4362945592886074, 6.628003249752852, 3.5232650332446713, 4.832435710295704, 6.996327366899072, 1.4922553024479215, 7.862778434791248, 2.0401641012935787, 2.0293221567114257]",2539338.0
Alec Ogletree,"[3.1173981358454785, 4.7174949108070265, 2.601932438701598, 3.928413889522617, 6.81232781816966, 9.760095854046048, 4.866138637394174, 5.670337901071913, 10.288454519716653, 5.0131592300399905, 7.618137599483863, 7.127766188086057, 7.1337528035806015, 4.3406012736726645, 8.756364747717216, 6.5919426181627845, 5.382630399157277, 4.259770583814094, 4.266908446680485, 4.811883991542575, 6.984986946336318, 8.11810196712044, 3.631561711578056, 6.554309184813057, 8.447784935009889, 8.257211271868208, 8.093004893540696, 8.029973459752707, 5.141872920653124, 5.412141216473671, 7.862258422123787, 5.232244952141396]",2540143.0
Landon Collins,"[11.160924916471025, 4.546554504778583, 10.359601214731988, 3.127300189093947, 7.500616558996253, 9.854869242615896, 4.491752054411191, 2.8117341252283645, 11.641491764013074, 7.4531754907300956, 4.10956616963364, 12.832891217268626, 12.500352580095031, 8.205606103757992, 8.952627999421635, 4.3600255756898605, 4.716877176912646, 7.487829646227062, 4.609239161243379, 1.5008760992579127, 5.278524751843222, 3.1875479636350375, 2.725350951806611, 15.863571840732202, 4.079869711278966, 3.8468426698076352, 11.555142824432851, 15.49786714356848, 10.168789672494666, 6.887490398632869, 5.00695589638532, 4.245554623372095]",2552454.0
Curtis Riley,"[10.023671090944143, 7.816313628378033, 12.244660366098547, 4.761210271343365, 16.177507657412857, 18.270920321735346, 17.913845237739345, 14.995979702361904, 20.652459467981203, 16.362807163366888, 13.591470372007866, 13.969136027586812, 13.325890229140846, 13.925390150348205, 10.179577667991094, 18.372605636794464, 10.52635842616954, 14.867724451965218, 17.20692705078889, 14.471331385735375, 9.44729409985665, 5.3777694366642965, 10.50925244388727, 14.037135670939438, 13.79992878162147, 15.265387368599352, 12.232535421401117, 10.151920330512342, 6.328715092814496, 17.413471817587126, 13.844620860930434]",2553822.0
Eli Apple,"[5.57928873739874, 3.2577926145843925, 6.791722270551711, 5.0842163622579895, 7.9188336307003375, 5.062498830309255, 2.292317830768872, 3.122004341312883, 5.874129158158221, 1.9310315664373083, 6.4761549564428655, 2.3626560863647748, 3.211045025835384, 1.400084295031944, 3.5256984444303843, 4.627963455430791, 6.287838230367002, 9.300840582689586, 1.5304066015766085, 2.9427623374402105, 6.28588694456902, 1.4919895943849872, 4.147521529357293, 1.4273648182243313, 10.774775627231024, 2.8132027980107317, 6.531510959450352, 4.364296828539151, 4.426486507419064, 5.4774442073439324, 2.496841668224476, 1.477184559276832]",2555277.0
Kamu Grugier-Hill,"[10.95734680869463, 4.911405251078156, 10.207302586049067, 10.627635180837691]",2556363.0
Michael Thomas,"[13.278963215688194, 6.624297597933749, 2.7395406655205448, 7.118906009121438, 4.996678739105584, 9.53742689871735, 5.985846658652722, 3.7781306867742774, 13.446362823160666, 2.4880346902151387, 18.187417597751566]",2535687.0
Kareem Martin,"[4.454857240554152, 6.0574541930691295, 2.6012286014984287, 5.260943130039775, 2.459098238825333, 5.075082493841685, 6.054577311151924, 7.085791010189659, 5.175259637748963, 5.551257798036192, 4.283349824272568, 6.628321805601544, 4.974004684433709]",2543738.0
Lorenzo Carter,"[5.700896973653585, 4.706177389698062, 2.840719274769379, 5.1419985074092995, 1.3508510712885393, 6.392068227416801, 5.854994507073234, 3.9755848215458, 3.8331463744228094, 6.217048178165197, 5.04925039966372, 6.009289182235726, 4.008799216705265]",2561015.0
Connor Barwin,"[5.764787189240163, 6.6502124980177655, 5.31589127320637, 5.7567520034111785, 4.03790425179696, 5.116126306540251, 5.944720457718444]",71197.0
Nate Stupar,"[5.6804106792459415, 5.479064851510453, 3.9239959807740443, 8.377615821906605, 8.7549360487243, 4.925149477835605, 3.763657236697565]",2533459.0
Rasul Douglas,"[13.48449903201826, 13.051641761222465, 19.82023602345078, 13.64808226316478, 12.0601815871422, 12.788235641269695, 8.203822984316442, 10.04443247453873, 16.424653340221163, 13.88256282321983, 57.09879755587604, 16.91252470249948, 12.987790671543573, 13.517552302915854, 15.986570825131446, 11.884610101765718, 16.112717664731452, 16.39000757481301, 17.777440354770118, 4.79860254745918, 7.605569430215375, 9.57334565667662, 17.433780100560856, 20.27027442663289]",2558168.0
Ray-Ray Armstrong,"[6.767495173669887, 6.721239373494436]",2541792.0
Deiondre' Hall,[58.19250129443589],2555366.0
Tre Sullivan,"[57.735382337515006, 10.241231929607197, 15.437623357998818]",2559260.0
