,name,reaction_rate,time_to_react
1037374.0,Sam Shields,"[0.5161290322580645, 0.1782142857142856, 0.22548387096774183, 0.5569318181818183, 0.8591025641025644, 0.5714285714285716, 0.4807692307692308, 0.3265306122448979, 0.3335897435897436, 0.646764705882353, 0.5760606060606062, 0.3030303030303029, -0.00037037037037032926, -0.5000000000000014, 0.4186046511627907, 0.3820588235294118, 0.543142857142857]","[0.0, 0.0, 0.0, 0.1, 0.0, 1.1, 0.0, 0.0, 0.0, 0.0, 0.30000000000000004, 0.0, 0.1, 0.0, 0.0, 0.5, 0.0]"
2543492.0,Lamarcus Joyner,"[0.5585294117647059, 0.5161290322580645, 0.1782142857142856, 0.22548387096774183, 0.6705681818181817, 0.6026923076923075, 0.641641791044776, 0.11457142857142856, 0.40028571428571424, 0.5963461538461539, 0.3265306122448979, 0.3846153846153845, 0.361111111111111, 0.23500000000000004, 0.3639393939393939, 0.3030303030303029, -0.00037037037037032926, 0.68, -0.5000000000000014, 0.4186046511627907, 0.08794117647058827, 0.543142857142857]","[0.5, 0.0, 0.0, 0.0, 0.1, 1.4000000000000001, 0.0, 0.1, 0.0, 0.2, 0.0, 0.2, 0.0, 0.0, 0.0, 0.0, 0.1, 0.5, 0.0, 0.0, 0.0, 0.0]"
2552488.0,Marcus Peters,"[0.26086956521739124, 0.5004166666666664, 0.027027027027026983, 0.5161290322580645, 0.5480645161290322, 0.8182954545454543, 0.7051282051282052, 0.641641791044776, 0.22857142857142856, 0.40028571428571424, 0.5001923076923076, 0.2663333333333334, 0.7140816326530611, 0.23076923076923078, 0.361111111111111, 0.23500000000000004, 0.3639393939393939, 0.3030303030303029, 0.2959259259259259, 0.2800000000000001, -0.5000000000000014, 0.4186046511627907, 0.08794117647058827, 0.543142857142857]","[0.0, 1.1, 0.1, 0.0, 0.5, 0.9, 1.4000000000000001, 0.0, 0.30000000000000004, 0.0, 0.1, 0.8, 0.5, 0.1, 0.0, 0.0, 0.0, 0.0, 0.5, 0.30000000000000004, 0.0, 0.0, 0.0, 0.0]"
2556277.0,Marqui Christian,"[0.1782142857142856, 0.40028571428571424, 0.5963461538461539, 0.6875, 0.42857142857142844, 0.5833333333333334, 0.2647058823529412, 0.3639393939393939, 0.295925925925926, 0.7439534883720929, 0.4117647058823529]","[0.0, 0.0, 0.0, 0.30000000000000004, 0.0, 0.5, 0.1, 0.0, 0.6000000000000001, 0.30000000000000004, 0.7000000000000001]"
2556593.0,Cory Littleton,"[0.13590909090909098, 0.40954545454545416, 0.24999999999999994, 0.5161290322580645, 0.1782142857142856, 0.22548387096774183, 0.717948717948718, 0.641641791044776, 0.40028571428571424, 0.40028571428571424, 0.4807692307692308, 0.5996666666666666, 0.3265306122448979, 0.30769230769230765, 0.361111111111111, 0.32352941176470584, 0.3030303030303029, 0.1481481481481481, 0.11960000000000004, -0.5000000000000014, 0.6044186046511627, 0.20588235294117643, 0.543142857142857]","[0.2, 0.6000000000000001, 0.0, 0.0, 0.0, 0.0, 1.4000000000000001, 0.0, 0.8, 0.0, 0.0, 0.9, 0.0, 0.0, 0.0, 0.2, 0.0, 0.4, 0.0, 0.0, 0.0, 0.30000000000000004, 0.0]"
2558183.0,John Johnson,"[0.28195652173913066, 0.31803030303030283, 0.5161290322580645, 0.28571428571428564, 0.3214285714285715, 0.22548387096774183, 0.8295454545454546, 0.8461538461538461, 0.7162686567164178, 0.1428571428571429, 0.40028571428571424, 0.4807692307692308, 0.22580645161290339, 0.42857142857142844, 0.5641025641025641, 0.5552777777777776, 0.23500000000000004, 0.7878787878787878, 0.4239393939393939, 0.37000000000000005, 0.2396000000000001, -0.5000000000000014, 0.6276744186046512, 0.08794117647058827, 0.543142857142857]","[0.5, 0.1, 0.0, 0.2, 0.6000000000000001, 0.0, 0.30000000000000004, 1.9000000000000001, 0.30000000000000004, 0.2, 0.0, 0.0, 0.1, 0.0, 0.5, 0.30000000000000004, 0.0, 0.6000000000000001, 0.2, 0.7000000000000001, 0.1, 0.0, 0.5, 0.0, 0.0]"
2558830.0,Samson Ebukam,"[0.40954545454545416, 0.0454545454545459, 0.6782142857142858, 0.5161290322580645, 0.1782142857142856, 0.22548387096774183, 0.7051282051282052, 0.641641791044776, 0.2574285714285714, 0.40028571428571424, 0.7692307692307693, 0.4079591836734693, 0.2823076923076922, 0.361111111111111, 0.3639393939393939, 0.3030303030303029, 0.11960000000000004, -0.5000000000000014]","[0.6000000000000001, 0.1, 0.0, 0.0, 0.0, 0.0, 0.2, 0.0, 0.4, 0.0, 0.0, 0.30000000000000004, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0]"
2552320.0,Ramik Wilson,"[0.2959090909090905, 0.2688461538461539, 0.8210714285714287, 0.22548387096774183, 0.7614772727272728, 0.641641791044776, 0.4396000000000001, -0.5000000000000014]","[0.6000000000000001, 0.6000000000000001, 1.1, 0.0, 2.0, 0.0, 0.0, 0.0]"
2553722.0,Matt Longacre,"[0.7159090909090909, 0.6794871794871795, 0.641641791044776, 0.28571428571428575, 0.11960000000000004, 0.4881395348837209]","[2.1, 0.8, 0.0, 0.4, 0.0, 0.2]"
2540197.0,Nickell Robey-Coleman,"[0.7142857142857142, 0.5161290322580645, 0.1782142857142856, 0.6363636363636362, 0.40028571428571424, 0.4617948717948717, 0.361111111111111, 0.23500000000000004, 0.5154545454545454, 0.4545454545454544, 0.4186046511627907, 0.543142857142857]","[0.2, 0.0, 0.0, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
