,name,reaction_rate,time_to_react
2532966.0,Bobby Wagner,"[0.422692307692308, 0.5742592592592592, 0.33333333333333337, 0.25925925925925924, 0.24039999999999995, 0.5811627906976745]","[0.2, 0.2, 0.4, 0.0, 0.0, 0.0]"
2539243.0,Bradley McDougald,"[0.391521739130435, 0.5187037037037037, 0.1003333333333333, 0.3412195121951218, 0.25925925925925924, 0.6511627906976745, 0.14214285714285751]","[0.6000000000000001, 0.2, 0.0, 0.6000000000000001, 0.0, 0.2, 0.2]"
2553637.0,Justin Coleman,"[0.47960000000000025, 0.6095121951219511, 0.25925925925925924, 0.24039999999999995, 0.5811627906976745]","[0.8, 1.5, 0.0, 0.0, 0.0]"
2557881.0,Tedric Thompson,"[0.045000000000000394, 0.4444444444444444, 0.02749999999999981, 0.1003333333333333, 0.26829268292682923, 0.29666666666666663, 0.24039999999999995, 0.5811627906976745]","[0.2, 0.1, 1.4000000000000001, 0.0, 0.6000000000000001, 0.1, 0.0, 0.0]"
2558259.0,Shaquill Griffin,"[0.37458333333333355, 0.48166666666666663, 0.3656097560975609, 0.24039999999999995, 0.5811627906976745]","[0.7000000000000001, 0.2, 1.1, 0.0, 0.0]"
2560728.0,Tre Flowers,"[1.0358928571428572, 0.6112962962962962, 0.1003333333333333, 0.8780487804878047, 0.25925925925925924, 0.24039999999999995]","[1.7000000000000002, 0.6000000000000001, 0.0, 2.2, 0.0, 0.0]"
2558925.0,Austin Calitro,"[0.37, 0.6112962962962962, 0.2105263157894734, 0.1003333333333333, 0.41439024390243884, 0.25925925925925924, 0.24039999999999995, 0.5811627906976745, 0.4659999999999999]","[0.5, 0.8, 1.5, 0.0, 1.1, 0.0, 0.0, 0.0, 0.6000000000000001]"
80431.0,Clay Matthews,"[0.5672972972972973, 0.27303030303030296, 0.2592592592592593, 0.2903225806451613, 0.476190476190476, 0.05128205128205128, 0.32432432432432423, 0.4444444444444444]","[0.1, 0.0, 0.30000000000000004, 0.0, 0.0, 0.0, 0.0, 0.0]"
2506789.0,Tramon Williams,"[0.5132432432432433, 0.5126923076923077, 0.27303030303030296, 0.2592592592592593, 0.35483870967741943, 0.43270270270270267, 0.19047619047619038, 0.23076923076923087, 0.24324324324324315, 0.4444444444444444, 0.6365909090909091]","[0.0, 0.2, 0.0, 0.5, 0.2, 0.2, 0.30000000000000004, 0.6000000000000001, 0.0, 0.0, 0.4]"
2555161.0,Blake Martinez,"[0.18181818181818177, 0.38613636363636367, 0.5268918918918919, 0.27303030303030296, 0.29666666666666675, 0.2903225806451613, 0.3783783783783783, 0.35714285714285715, 0.2048717948717949, 0.5672972972972972, 0.4724999999999999, 0.7272727272727273]","[0.30000000000000004, 0.0, 1.0, 0.0, 0.4, 0.0, 0.2, 1.1, 0.6000000000000001, 0.8, 0.1, 0.0]"
2555340.0,Kyler Fackrell,"[0.2903225806451613, 0.5678378378378378, 0.3843589743589743, 0.24324324324324315, 0.4444444444444444, 0.6590909090909091]","[0.0, 0.1, 0.7000000000000001, 0.0, 0.0, 0.4]"
2558119.0,Josh Jones,"[0.09950000000000005, 0.39933333333333326, 0.5559259259259259, 0.2903225806451613, 0.5945945945945947, 0.5952380952380951, 0.35897435897435903, 0.4862162162162162, 0.4444444444444444, 0.5454545454545454]","[0.30000000000000004, 0.2, 0.9, 0.0, 0.2, 1.6, 0.1, 0.0, 0.0, 0.0]"
2560755.0,Josh Jackson,"[0.2997999999999999, 0.27303030303030296, 0.037037037037037035, 0.6756756756756757, 0.23809523809523805, 0.05128205128205128, 0.43216216216216213, 0.7777777777777778, 0.5454545454545454]","[0.5, 0.0, 0.0, 0.0, 0.6000000000000001, 0.0, 0.6000000000000001, 0.8, 0.0]"
2560952.0,Jaire Alexander,"[0.7403703703703706, 0.6213513513513514, 0.7275757575757575, 0.037037037037037035, 0.2903225806451613, 0.35162162162162164, 0.4285714285714284, 0.05128205128205128, 0.24324324324324315, 0.4444444444444444, 0.5454545454545454]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.1, 1.1, 0.0, 0.0, 0.0, 0.0]"
2561207.0,Raven Greene,[0.27303030303030296],[0.0]
2540140.0,Barkevious Mingo,"[0.6670833333333331, 0.1003333333333333]","[0.1, 0.0]"
2555160.0,Antonio Morrison,"[0.08652173913043502, 0.45161290322580644, 0.47619047619047616, 0.3243243243243243]","[0.0, 0.2, 0.9, 0.2]"
2556537.0,Reggie Gilbert,"[0.4992857142857144, 0.4851515151515151]","[1.1, 0.4]"
2543571.0,Bashaud Breeland,"[0.8710000000000001, 0.27303030303030296, 0.6296296296296295, 0.2903225806451613]","[0.0, 0.0, 0.5, 0.0]"
2552605.0,Ibraheim Campbell,"[0.32432432432432434, 0.05128205128205128, 0.6365909090909091]","[0.1, 0.0, 0.2]"
2560982.0,Tony Brown,"[0.16666666666666666, 0.4444444444444444, 0.5454545454545454]","[0.4, 0.0, 0.0]"
2558274.0,Shalom Luani,[0.16648148148148123],[0.1]
2541832.0,Jeff Heath,"[0.6669696969696969, 0.5358928571428571, 0.5801999999999999, 0.754, 0.6774193548387096, 0.5643548387096774, 0.4642857142857143, 0.5625, 0.5003124999999999, 0.576060606060606, 0.3870967741935483, 0.31936170212765946, 0.6722413793103448, 0.5681818181818182, 0.7619047619047618, 0.37254901960784315]","[0.9, 0.0, 0.0, 0.0, 0.30000000000000004, 0.0, 0.2, 0.0, 0.0, 0.1, 0.1, 0.1, 0.0, 0.1, 0.1, 0.0]"
2552568.0,Byron Jones,"[0.65551724137931, 0.5358928571428571, 0.754, 0.5324193548387096, 0.5535714285714286, 0.5964912280701754, 0.1425, 0.5003124999999999, 0.576060606060606, 0.6722413793103448, 0.5681818181818182, 0.4444444444444444, 0.37254901960784315]","[1.1, 0.0, 0.0, 0.1, 0.2, 0.0, 0.30000000000000004, 0.0, 0.1, 0.0, 0.1, 0.0, 0.0]"
2555310.0,Jaylon Smith,"[0.5002631578947366, 0.6428571428571429, 0.82, 0.754, 0.5483870967741935, 0.5643548387096774, 0.6248214285714286, 0.640625, 0.1071428571428572, 0.5003124999999999, 0.3870967741935483, 0.7234042553191488, 0.6722413793103448, 0.6365909090909091, 0.37254901960784315]","[0.0, 0.2, 0.7000000000000001, 0.0, 0.1, 0.0, 1.2000000000000002, 0.4, 0.1, 0.0, 0.1, 1.1, 0.0, 0.30000000000000004, 0.0]"
2557840.0,Chidobe Awuzie,"[0.4027777777777777, 0.8571428571428571, 0.5643548387096774, 0.44625000000000004, 0.5625, 0.27181818181818196, 0.03571428571428571, 0.576060606060606, 0.3870967741935483, 0.6170212765957446, 0.8275862068965517, 0.5681818181818182, 0.7934920634920634]","[0.4, 0.6000000000000001, 0.0, 0.30000000000000004, 0.0, 0.0, 0.0, 0.1, 0.1, 0.0, 0.1, 0.1, 1.4000000000000001]"
2558159.0,Xavier Woods,"[0.8999999999999998, 0.8571428571428571, 0.754, 0.8227419354838711, 0.5643548387096774, 0.3569642857142856, 0.5625, 0.6458823529411762, 0.24964285714285722, 0.5003124999999999, 0.576060606060606, 0.3870967741935483, 0.7023404255319147, 0.6722413793103448, 0.5681818181818182, 0.5077777777777778, 0.4507843137254902]","[0.0, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9, 0.30000000000000004, 0.0, 0.1, 0.1, 0.0, 0.0, 0.1, 0.30000000000000004, 0.2]"
2560908.0,Leighton Vander Esch,"[0.6665151515151514, 0.5358928571428571, 0.7184375000000002, 0.754, 0.5645161290322581, 0.5643548387096774, 0.5712499999999999, 0.5625, 0.5003124999999999, 0.7878787878787878, 0.3870967741935483, 0.7023404255319149, 0.6722413793103448, 0.5681818181818182, 0.6665079365079364, 0.37254901960784315]","[0.2, 0.0, 0.4, 0.0, 0.2, 0.0, 0.9, 0.0, 0.0, 0.30000000000000004, 0.1, 0.1, 0.0, 0.1, 0.2, 0.0]"
2555531.0,Anthony Brown,"[0.754, 0.6290322580645161, 0.5643548387096774, 0.796875, 0.03571428571428571, 0.5003124999999999, 0.576060606060606, 0.6595744680851063, 0.6347619047619046, 0.37254901960784315]","[0.0, 0.4, 0.0, 0.9, 0.0, 0.0, 0.1, 0.9, 0.8, 0.0]"
