,name,reaction_rate,time_to_react
2495507.0,Richard Sherman,"[0.2626315789473685, 0.1003333333333333, 0.057142857142857016, 0.5736764705882351, 0.8195081967213114, 0.8198360655737704, 0.02199999999999993]","[0.30000000000000004, 0.0, 0.0, 0.0, 0.5, 0.2, 0.0]"
2499278.0,Malcolm Smith,"[0.20500000000000015, 0.4328333333333336, 0.6911764705882353]","[0.2, 0.1, 0.5]"
2543741.0,Jimmie Ward,"[0.26699999999999996, 0.37446428571428575, 0.057142857142857016, 0.37142857142857144, 0.5736764705882351, 0.37688524590163935, 0.6721311475409836, 0.4888888888888889]","[0.2, 0.30000000000000004, 0.0, 0.0, 0.0, 0.4, 0.0, 0.1]"
2550654.0,K'Waun Williams,"[0.1003333333333333, 0.08571428571428562, 0.5997142857142858, 0.5736764705882351, 0.3442622950819672, 0.3553333333333334]","[0.0, 0.1, 0.4, 0.0, 0.2, 0.8]"
2558157.0,Ahkello Witherspoon,"[0.38833333333333386, 0.6285714285714286, 0.37142857142857144, 0.8382352941176471, 0.3114754098360656, 0.6721311475409836, 0.09999999999999991]","[0.7000000000000001, 1.0, 0.0, 0.7000000000000001, 0.0, 0.0, 0.0]"
2560917.0,Fred Warner,"[0.49944444444444447, 0.04397058823529411, 0.05210526315789519, 0.2857142857142857, 0.6854285714285715, 0.5736764705882351, 0.5081967213114754, 0.6721311475409836, 0.4444444444444446]","[0.6000000000000001, 0.2, 0.2, 0.4, 0.8, 0.0, 0.2, 0.0, 0.1]"
2556655.0,Tyvis Powell,"[0.4285714285714286, 0.6766176470588234, 0.6721311475409836, 0.6219999999999999, 0.517241379310345]","[0.2, 0.30000000000000004, 0.0, 0.1, 1.0]"
496961.0,Dekoda Watson,"[0.31727272727272715, 0.37142857142857144, 0.3333333333333333]","[0.4, 0.0, 0.0]"
2495153.0,Marcus Gilchrist,"[0.6071428571428573, 0.2558139534883721, 0.5858571428571429, 0.6348076923076923, 0.7096774193548387]","[0.1, 0.0, 1.1, 1.1, 0.5]"
2507167.0,Reggie Nelson,"[-1.932331106718513e-16, 0.8142857142857143]","[0.1, 1.4000000000000001]"
2536032.0,Emmanuel Lamur,[0.6925000000000001],[1.1]
2555394.0,Daryl Worley,"[0.5798000000000001, 0.2626315789473683, 0.5495, 0.42857142857142855, 0.6226415094339622, 0.4807692307692308]","[1.1, 0.6000000000000001, 0.0, 0.4, 0.0, 0.4]"
2557972.0,Marquel Lee,"[0.41624999999999995, 0.06666666666666672, 0.5495, 0.6415094339622641]","[0.0, 0.2, 0.0, 0.1]"
2558062.0,Gareon Conley,"[0.5495, 0.9285714285714286, 0.660566037735849, 0.7692307692307693, 0.6449999999999999]","[0.0, 1.2000000000000002, 0.1, 1.4000000000000001, 0.6000000000000001]"
2532986.0,Tahir Whitehead,"[0.43333333333333335, 0.5495, -1.932331106718513e-16, 0.7287142857142856, 0.6226415094339622, 0.3463461538461538, 0.8387096774193549]","[0.7000000000000001, 0.0, 0.1, 0.8, 0.0, 0.1, 1.5]"
2495617.0,Leon Hall,"[0.5495, -1.932331106718513e-16, 0.6226415094339622]","[0.0, 0.1, 0.0]"
2555568.0,Erik Harris,"[0.23333333333333342, 0.5495, 0.6226415094339622, 0.44249999999999995, 0.7903225806451613]","[0.7000000000000001, 0.0, 0.0, 0.4, 0.1]"
2558121.0,Elijah Lee,"[0.2380952380952384, 0.37142857142857133, 0.37142857142857144, 0.6721311475409838, 0.6721311475409836, 0.5108888888888885]","[0.0, 0.6000000000000001, 0.0, 0.0, 0.0, 0.2]"
2555342.0,Karl Joseph,[],[]
2559054.0,Nicholas Morrow,"[0.8, 0.5858571428571429, 0.8387096774193549]","[2.1, 1.3, 0.0]"
2560819.0,Nick Nelson,[0.4199999999999999],[0.0]
2552684.0,Mark Nzeocha,[0.6470588235294117],[0.0]
2560850.0,D.J. Reed,[0.5336666666666667],[0.7000000000000001]
2561006.0,Marcell Harris,[0.6764705882352939],[1.2000000000000002]
2561117.0,Tarvarius Moore,[0.48310344827586205],[0.7000000000000001]
496727.0,Morgan Burnett,"[0.7142857142857141, 0.16666666666666666, 0.09090909090909091, 0.4, -2.0816681711721684e-19, 0.2003333333333333]","[1.3, 0.0, 0.0, 0.2, 0.2, 0.0]"
2532946.0,Coty Sensabaugh,"[-0.00043478260869579655, 0.16666666666666666, 0.4321621621621622, 0.21181818181818182, 0.1782142857142856, 0.3870967741935483, 0.4516129032258064, 0.1, -2.0816681711721684e-19, 0.2003333333333333]","[0.1, 0.0, 0.0, 0.4, 0.0, 0.1, 0.4, 0.0, 0.2, 0.0]"
2535613.0,L.J. Fort,"[0.33354166666666635, 0.25, 0.15121212121212116, 0.2003333333333334, 0.16039999999999993, 0.7333333333333333]","[0.5, 0.2, 0.2, 0.4, 0.30000000000000004, 0.0]"
2552289.0,Bud Dupree,"[0.2083333333333328, 0.09090909090909091, 0.1782142857142856, 0.3870967741935483, 0.1616129032258064]","[0.30000000000000004, 0.0, 0.0, 0.1, 0.0]"
2555386.0,Sean Davis,"[0.5000000000000002, 0.4321621621621622, 0.09090909090909091, 0.24964285714285708, 0.3870967741935483, 0.1616129032258064, 0.1, -2.0816681711721684e-19, 0.5]","[0.7000000000000001, 0.0, 0.0, 0.1, 0.1, 0.0, 0.0, 0.2, 0.5]"
2556559.0,Mike Hilton,"[0.03571428571428527, 0.4321621621621622, 0.09090909090909091, 0.1, 0.27999999999999997, 0.5]","[0.2, 0.0, 0.0, 0.0, 0.5, 0.7000000000000001]"
2558064.0,T.J. Watt,"[0.6666666666666664, 0.5132432432432432, 0.39285714285714274, 0.3870967741935483, 0.1616129032258064]","[1.1, 0.2, 0.5, 0.1, 0.0]"
2560712.0,Terrell Edmunds,"[0.3142857142857139, 0.21937499999999985, 0.5405405405405406, 0.18181818181818182, 0.1782142857142856, 0.3870967741935483, 0.1616129032258064, 0.1, 0.07999999999999989, 0.2003333333333333]","[0.0, 0.4, 0.2, 0.0, 0.0, 0.1, 0.0, 0.0, 0.2, 0.0]"
4365.0,Brandon Carr,"[0.04039999999999996, 0.38264705882352934, 0.4102564102564102, 0.2566666666666667, 0.6138636363636363, 0.5924074074074074, 0.8222222222222222, 0.5454545454545454, 0.854375, 0.45261904761904764, 0.21105263157894727, 0.5678378378378378]","[0.0, 0.2, 0.1, 0.5, 0.0, 0.1, 0.0, 0.4, 0.4, 0.1, 0.2, 0.0]"
2495775.0,Eric Weddle,"[0.2647058823529412, 0.3125, 0.5405405405405405, 0.28571428571428575, 0.358974358974359, 0.07717948717948715, 0.6138636363636363, 0.5553703703703703, 0.5113333333333333, 0.40931818181818175, 0.625, 0.4285714285714285, 0.3033333333333333, 0.702972972972973]","[0.1, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1, 0.4]"
2505660.0,Terrell Suggs,"[0.06218749999999987, 0.04039999999999996, 0.3125, 0.5405405405405405, 0.358974358974359, 0.3076923076923077, 0.6138636363636363, 0.6479629629629629, 0.625, 0.5002380952380951, 0.632105263157895, 0.5678378378378378]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.6000000000000001, 0.0, 0.2, 0.0, 0.2, 0.7000000000000001, 0.0]"
2508107.0,Jimmy Smith,"[0.853541666666667, 0.3125, 0.23809523809523808, 0.358974358974359, 0.07717948717948715, 0.3033333333333333]","[1.3, 0.0, 0.0, 0.0, 0.0, 0.1]"
2540164.0,Tony Jefferson,"[0.1612903225806449, 0.04039999999999996, 0.3125, 0.5405405405405405, 0.40476190476190477, 0.5384615384615384, 0.6138636363636363, 0.6849999999999999, 0.5113333333333333, 0.6820454545454545, 0.625, 0.8097619047619047, 0.6363636363636362, 0.027777777777777554, 0.5678378378378378]","[0.4, 0.0, 0.0, 0.0, 0.4, 0.4, 0.0, 0.4, 0.0, 0.9, 0.0, 0.7000000000000001, 0.1, 0.1, 0.0]"
2543464.0,C.J. Mosley,"[0.0967741935483869, 0.12039999999999985, 0.2944117647058824, 0.3125, 0.5405405405405405, 0.35714285714285715, 0.358974358974359, 0.3335897435897435, 0.6138636363636363, 0.6849999999999999, 0.5113333333333333, 0.40931818181818175, 0.625, 0.4285714285714285, 0.3333333333333332, 0.6842105263157896, 0.6756756756756757]","[0.2, 0.2, 0.1, 0.0, 0.0, 0.30000000000000004, 0.0, 0.9, 0.0, 0.30000000000000004, 0.0, 0.0, 0.0, 0.0, 0.1, 0.7000000000000001, 0.1]"
2555378.0,Tavon Young,"[0.12870967741935457, 0.04039999999999996, 0.6213513513513513, 0.07717948717948715, 0.9074074074074074, 0.5113333333333333, 0.40931818181818175]","[0.4, 0.0, 0.1, 0.0, 1.0, 0.0, 0.0]"
2556642.0,Patrick Onwuasor,"[0.09677419354838691, 0.3125, 0.6669047619047619, 0.3843589743589743, 0.20538461538461533]","[0.4, 0.0, 1.0, 0.1, 0.2]"
2539978.0,Jon Bostic,"[0.4321621621621622, 0.3870967741935483, 0.3870967741935484]","[0.0, 0.1, 0.4]"
2540221.0,Vince Williams,"[0.4, 0.4321621621621622, 0.5714285714285713, 0.3870967741935483, 0.1616129032258064]","[0.30000000000000004, 0.0, 0.8, 0.1, 0.0]"
496733.0,Joe Haden,"[0.16666666666666666, 0.3027272727272727, 0.1782142857142856, 0.742258064516129, 0.1616129032258064, 0.30033333333333334, -2.0816681711721684e-19, 0.4666666666666666]","[0.0, 0.1, 0.0, 0.9, 0.0, 0.4, 0.2, 0.5]"
2555505.0,Matt Judon,"[0.28619047619047616, 0.5405405405405405, 0.7275000000000001, 0.5924074074074074, 0.5113333333333333, 0.625, 0.3333333333333332, 0.7894736842105265, 0.6489189189189188]","[0.5, 0.0, 0.4, 0.1, 0.0, 0.0, 0.1, 0.7000000000000001, 0.30000000000000004]"
2558067.0,Marlon Humphrey,"[0.04999999999999982, 0.78125, 0.5405405405405405, 0.7383333333333331, 0.6138636363636363, 0.5113333333333333, 0.40931818181818175, 0.625, 0.4285714285714285, 0.4548484848484848, 0.4130434782608696, 0.5678378378378378]","[0.1, 0.6000000000000001, 0.0, 0.9, 0.0, 0.0, 0.0, 0.0, 0.0, 0.30000000000000004, 0.30000000000000004, 0.0]"
2560947.0,Kenny Young,"[0.3894444444444444, 0.23809523809523808, 0.7502272727272729, 0.9213157894736843, 0.5757575757575757]","[0.4, 0.30000000000000004, 0.4, 0.8, 0.9]"
2552279.0,Za'Darius Smith,"[0.3125, 0.42880952380952386, 0.5894871794871794, 0.3848717948717949, 0.6138636363636363, 0.8148148148148148, 0.5113333333333333, 0.625, 0.42105263157894735, 0.7567567567567568]","[0.0, 0.5, 0.4, 0.2, 0.0, 0.8, 0.0, 0.0, 0.4, 0.6000000000000001]"
2552266.0,Anthony Chickillo,"[0.4321621621621622, 0.1, -2.0816681711721684e-19, 0.2003333333333333]","[0.0, 0.0, 0.2, 0.0]"
2558166.0,Tyus Bowser,"[0.42880952380952386, 0.5454545454545454]","[0.6000000000000001, 0.4]"
2508004.0,Anthony Levine,"[0.7727272727272727, 0.6296296296296297, 0.6666666666666666, 0.4742105263157896]","[0.7000000000000001, 0.4, 0.1, 0.5]"
2558248.0,Chuck Clark,[0.3033333333333333],[0.1]
2560963.0,Anthony Averett,[],[]
2506268.0,Lorenzo Alexander,"[0.466, 0.7333333333333333, 0.5002083333333333, 0.3249999999999999, 0.4775, 0.7413793103448276, 0.11111111111111165, 0.4345652173913044, 0.375]","[0.6000000000000001, 0.30000000000000004, 0.0, 0.1, 0.1, 1.3, 0.5, 0.0, 0.1]"
