nflId,name,med_hrr,average_hrr,med_hrt,ave_hrt,position
79848.0,Malcolm Jenkins,0.4724999999999999,0.4541058213239249,0.0,0.198876404494382,SS
2552315.0,Jordan Hicks,0.4668888888888889,0.4480760554552549,0.0,0.21290322580645166,MLB
2552689.0,Ronald Darby,0.4907407407407407,0.4635585649493626,0.0,0.2710526315789473,CB
2555383.0,Jalen Mills,0.4259722222222222,0.43771963384605994,0.1,0.2447368421052632,CB
2539334.0,Desmond Trufant,0.4702941176470588,0.44829228719061104,0.1,0.25742574257425743,CB
2552301.0,Vic Beasley,0.5114701897018971,0.4784332027482157,0.1,0.2322580645161291,DE
2555255.0,De'Vondre Campbell,0.4638501742160279,0.4243608180045705,0.1,0.24666666666666665,OLB
2556445.0,Brian Poole,0.481111111111111,0.435898810434511,0.0,0.2291139240506329,CB
2539653.0,Robert Alford,0.4594594594594595,0.4509173239580889,0.0,0.2423529411764706,CB
2557967.0,Duke Riley,0.5145173453996983,0.4705088269164157,0.2,0.3383333333333333,OLB
2558184.0,Damontae Kazee,0.4333333333333333,0.40237875800325706,0.0,0.18172043010752686,SS
2539240.0,Micah Hyde,0.3727118644067797,0.3868305573129523,0.0,0.20759493670886076,SS
2539290.0,Jordan Poyer,0.4331919642857143,0.42041714092017607,0.0,0.2347826086956521,FS
2557867.0,Tre'Davious White,0.4142156862745098,0.38900834374000026,0.05,0.2616279069767442,CB
2557969.0,Matt Milano,0.4716981132075472,0.4568334360911955,0.2,0.3949367088607596,OLB
2560713.0,Tremaine Edmunds,0.4830989010989012,0.4593250997137716,0.2,0.41,LB
4365.0,Brandon Carr,0.4734210526315786,0.4502555504385192,0.1,0.2703703703703704,CB
2495775.0,Eric Weddle,0.40931818181818175,0.4168842084558773,0.0,0.17422680412371136,FS
2540164.0,Tony Jefferson,0.5148484848484847,0.4787123861199594,0.1,0.2781609195402299,SS
2543464.0,C.J. Mosley,0.5229230769230768,0.508479543415837,0.1,0.3917808219178083,ILB
2552279.0,Za'Darius Smith,0.4247356544165054,0.4469561592027259,0.1,0.2984375,OLB
2555378.0,Tavon Young,0.41801075268817206,0.4143723225389414,0.0,0.1903225806451613,CB
2558067.0,Marlon Humphrey,0.4419901960784314,0.45331251573892994,0.1,0.3075757575757576,CB
2505660.0,Terrell Suggs,0.4318181818181818,0.4449281540615877,0.0,0.21940298507462688,OLB
2555505.0,Matt Judon,0.4657002314814814,0.4864884492057176,0.1,0.30000000000000004,OLB
2552389.0,Damarious Randall,0.4940967607973421,0.44868388359998657,0.0,0.17279411764705882,CB
2555166.0,Joe Schobert,0.5559550561797753,0.5334018484713635,0.1,0.3029411764705883,MLB
2556475.0,Briean Boddy-Calhoun,0.4243690349946977,0.433483664283448,0.0,0.18529411764705886,CB
2557980.0,Jabrill Peppers,0.5129568106312292,0.4726385740129189,0.0,0.2093023255813954,FS
2560916.0,Denzel Ward,0.5161290322580645,0.4794601978514218,0.1,0.2815126050420169,CB
