,name,reaction_rate,time_to_react
496735.0,Kareem Jackson,"[0.8997499999999998, 0.47750000000000004, 0.3329629629629629, 0.6071428571428571, 0.3333333333333333, 0.5154545454545454, 0.6666666666666666]","[1.1, 1.3, 0.0, 0.1, 0.0, 0.0, 0.7000000000000001]"
2495872.0,Johnathan Joseph,"[0.29975, 0.7580645161290324]","[0.2, 0.5]"
2540180.0,Tyrann Mathieu,"[0.9193548387096774, 0.5911363636363636, 0.3329629629629629, 0.3333333333333333, 0.5154545454545454, 0.06633333333333333, 0.7706249999999999, 0.6444444444444444]","[2.2, 1.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2]"
2558094.0,Zach Cunningham,"[0.6813636363636365, 0.522857142857143, 0.5161290322580645, 0.6365909090909091]","[0.0, 0.7000000000000001, 0.2, 0.4]"
2558853.0,Mike Tyson,"[0.18342105263157882, 0.051578947368421335, 0.48387096774193544, 0.4318181818181818, 0.3329629629629629, 0.2857142857142857, 0.3333333333333333, 0.12416666666666705, 0.6039583333333333, 0.4444444444444444]","[0.2, 0.2, 0.0, 0.8, 0.0, 0.0, 0.0, 0.30000000000000004, 0.0, 0.0]"
2560851.0,Justin Reid,"[0.36736842105263146, 0.6354545454545454, 0.6291935483870968, 0.32352941176470584, 0.3329629629629629, 0.2857142857142857, 0.40033333333333326, 0.5154545454545454, 0.6039583333333333, 0.4444444444444444]","[0.6000000000000001, 0.8, 0.7000000000000001, 0.1, 0.0, 0.0, 0.2, 0.0, 0.0, 0.0]"
2552490.0,Benardrick McKinney,"[0.27425, 0.59, 0.48387096774193544, 0.4811111111111111, 0.2857142857142857, 0.40033333333333326, 0.5154545454545454, 0.12416666666666705]","[0.1, 0.9, 0.0, 0.1, 0.0, 0.2, 0.0, 0.30000000000000004]"
2533049.0,Whitney Mercilus,"[0.29522727272727267, 0.3329629629629629, 0.2857142857142857, 0.3333333333333333, 0.666969696969697]","[0.0, 0.0, 0.0, 0.0, 0.4]"
2560714.0,Duke Ejiofor,"[0.3516666666666667, 0.3329629629629629, 0.2857142857142857, 0.3333333333333333, 0.6039583333333333, 0.6224444444444444]","[0.30000000000000004, 0.0, 0.0, 0.0, 0.0, 0.7000000000000001]"
496739.0,Reshad Jones,"[0.0363636363636354, 0.49958333333333327, 0.6666666666666666, 0.8746875, 0.7115384615384616]","[0.0, 0.0, 0.0, 0.1, 0.0]"
2539309.0,T.J. McDonald,"[0.0363636363636354, 0.49958333333333327, 0.6003333333333333, 0.6246875, 0.7115384615384616]","[0.0, 0.0, 0.0, 0.0, 0.0]"
2539935.0,Kiko Alonso,"[0.0363636363636354, 0.6666666666666666, 0.6003333333333333, 0.6246875, 0.7115384615384616]","[0.0, 0.0, 0.0, 0.0, 0.0]"
2552434.0,Bobby McCain,"[0.49958333333333327, 0.6003333333333333, 0.6246875]","[0.0, 0.0, 0.0]"
2555539.0,Xavien Howard,"[0.0363636363636354, 0.49958333333333327, 0.6003333333333333, 0.7115384615384616]","[0.0, 0.0, 0.0, 0.0]"
2560966.0,Jerome Baker,"[0.49958333333333327, 0.7115384615384616]","[0.0, 0.0]"
2560759.0,Natrell Jamerson,"[0.2666666666666666, 0.041250000000000085, 0.3329629629629629, 0.2857142857142857, 0.6108333333333333, 0.6039583333333333, 0.6666666666666666]","[0.5, 0.1, 0.0, 0.0, 0.30000000000000004, 0.0, 0.5]"
2558070.0,Raekwon McMillan,"[0.6003333333333333, 0.6246875]","[0.0, 0.0]"
2560725.0,Minkah Fitzpatrick,"[0.6246875, 0.7115384615384616]","[0.0, 0.0]"
2553719.0,Josh Keyes,"[0.2857142857142857, 0.7, 0.5154545454545454]","[0.0, 0.1, 0.0]"
2560774.0,Peter Kalambayi,[],[]
2556673.0,Brennan Scarlett,"[0.6475925925925927, 0.6039583333333333, 0.8002222222222222]","[1.0, 0.0, 0.0]"
2535693.0,Johnson Bademosi,[0.6039583333333333],[0.0]
494259.0,Barry Church,"[0.11055555555555546, 0.54975, 0.5744680851063829, 0.375, 0.23255813953488363, 0.2802, 0.7931034482758621, 0.4918032786885246, 0.4163888888888889]","[0.30000000000000004, 0.0, 0.1, 0.1, 0.0, 0.0, 0.30000000000000004, 0.0, 0.0]"
2532848.0,Tashaun Gipson,"[0.31920000000000004, 0.29975, 0.5104255319148935, 0.23255813953488363, 0.2802, 0.6894827586206895, 0.4918032786885246, 0.4444444444444444]","[0.1, 0.4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1]"
2543711.0,Telvin Smith,"[0.49949999999999994, 0.5497500000000001, 0.7446808510638298, 0.375, 0.4, 0.7135714285714287, 0.5737704918032787, 0.4163888888888889]","[0.7000000000000001, 0.7000000000000001, 0.7000000000000001, 0.1, 0.1, 0.4, 0.30000000000000004, 0.0]"
