,name,reaction_rate,time_to_react
79848.0,Malcolm Jenkins,"[0.6095121951219511, 0.42833333333333323, 0.5217391304347826, 0.48837209302325574, 0.6170212765957447, 0.35738095238095235, 0.639344262295082, 0.68, 0.43499999999999994, 0.5769230769230769, 0.6808510638297872]","[0.0, 0.0, 0.0, 0.4, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2495613.0,Corey Graham,"[0.6095121951219511, 0.5238095238095238, 0.3488372093023255, 0.6664583333333333, 0.38095238095238093, 0.5769230769230769, 0.6808510638297872]","[0.0, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0]"
2534832.0,Rodney McLeod,"[0.42833333333333323, 0.5238095238095238, 0.5217391304347826, 0.5531914893617021, 0.6664583333333333, 0.6190476190476191, 0.639344262295082, 0.58, 0.43499999999999994, 0.6921153846153845, 0.6808510638297872]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.4, 0.0, 0.0, 0.0, 0.4, 0.0]"
2552315.0,Jordan Hicks,"[0.6095121951219511, 0.42833333333333323, 0.5238095238095238, 0.5217391304347826, 0.6746511627906976, 0.5531914893617021, 0.7081249999999999, 0.35738095238095235, 0.639344262295082, 0.58, 0.43499999999999994, 0.5769230769230769, 0.6808510638297872]","[0.0, 0.0, 0.0, 0.0, 0.1, 0.0, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2552689.0,Ronald Darby,"[0.6095121951219511, 0.42833333333333323, 0.5238095238095238, 0.3488372093023255, 0.5531914893617021, 0.6664583333333333, 0.35738095238095235, 0.639344262295082, 0.58, 0.8913043478260869, 0.5769230769230769, 0.6808510638297872]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9, 0.0, 0.0]"
2558175.0,Nate Gerry,"[0.6095121951219511, 0.5217391304347826, 0.6664583333333333, 0.35738095238095235]","[0.0, 0.0, 0.0, 0.0]"
2555383.0,Jalen Mills,"[0.3214285714285715, 0.6095121951219511, 0.5950000000000001, 0.5238095238095238, 0.5217391304347826, 0.3488372093023255, 0.851276595744681, 0.6664583333333333, 0.639344262295082, 0.58, 0.43499999999999994, 0.7305769230769232, 0.6808510638297872]","[0.6000000000000001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6000000000000001, 0.0, 0.0, 0.0, 0.0, 0.4, 0.0]"
2557958.0,Sidney Jones,"[0.4516129032258062, 0.5238095238095238, 0.4420930232558139, 0.5531914893617021, 0.58, 0.43499999999999994]","[0.4, 0.0, 0.2, 0.0, 0.0, 0.0]"
2539334.0,Desmond Trufant,"[0.14999999999999988, 0.45193548387096766, 0.48111111111111104, 0.52525, 0.6808510638297871, 0.20538461538461533, 0.561219512195122, 0.6272549019607844, 0.56, 0.34210526315789475, 0.09709677419354844, 0.5121951219512193, 0.4745000000000001, 0.08108108108108096]","[0.1, 0.4, 0.0, 0.0, 0.1, 0.0, 0.2, 0.5, 1.2000000000000002, 0.6000000000000001, 0.30000000000000004, 0.30000000000000004, 0.0, 0.0]"
2543850.0,Ricardo Allen,"[0.14999999999999988, 0.2261290322580645, 0.48111111111111104, 0.52525, 0.4736842105263157, 0.48914893617021266, 0.20538461538461533, 0.4880487804878048, 0.5488235294117646, 0.8202000000000002, 0.8423684210526318, 0.22580645161290328, 0.5121951219512193, 0.6907272727272726, 0.24068965517241409]","[0.1, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.2000000000000002, 1.1, 0.30000000000000004, 0.30000000000000004, 0.0, 0.6000000000000001]"
