,name,reaction_rate,time_to_react
79848.0,Malcolm Jenkins,"[0.6296296296296298, 0.12458333333333338, 0.6826829268292682, 0.7854761904761903, 0.6578947368421053, 0.6341463414634148, 0.5558333333333333, 0.6489189189189188]","[0.1, 0.0, 0.0, 0.2, 0.0, 0.1, 0.4, 0.9]"
2532800.0,Nigel Bradham,"[0.5739344262295082, 0.6419753086419752, 0.12458333333333338, 0.6826829268292682, 0.23785714285714277, 0.6578947368421053, 0.5137837837837838, 0.4636585365853658]","[0.0, 0.1, 0.0, 0.0, 0.6000000000000001, 0.0, 0.1, 0.0]"
2552315.0,Jordan Hicks,"[0.25774193548387114, 0.7213114754098361, 0.7654320987654322, 0.12458333333333338, 0.6826829268292682, 0.5473809523809523, 0.7368421052631579, 0.5137837837837838, 0.4636585365853658, 0.4444444444444444, 0.2975675675675675]","[0.1, 0.30000000000000004, 0.2, 0.0, 0.0, 1.0, 0.2, 0.1, 0.0, 0.30000000000000004, 0.0]"
2552689.0,Ronald Darby,"[0.5739344262295082, 0.48148148148148145, 0.6826829268292682, 0.19023809523809512, 0.6578947368421053, 0.5137837837837838, 0.4636585365853658, 0.33333333333333326, 0.2975675675675675]","[0.0, 0.2, 0.0, 0.6000000000000001, 0.0, 0.1, 0.0, 0.0, 0.0]"
2555383.0,Jalen Mills,"[0.24968750000000028, 0.639344262295082, 0.12458333333333338, 0.6826829268292682, 0.49976190476190463, 0.6578947368421053, 0.5137837837837838, 0.4169444444444444, 0.5137837837837838]","[0.0, 0.1, 0.0, 0.0, 0.4, 0.0, 0.1, 0.2, 0.5]"
2560795.0,Avonte Maddox,"[0.09343750000000009, 0.2777777777777778, 0.3333333333333334, 0.25741935483870987, 0.5137837837837838, 0.4636585365853658, 0.6111111111111112, 0.2975675675675675]","[0.0, 0.4, 0.1, 0.2, 0.1, 0.0, 0.6000000000000001, 0.0]"
2532875.0,Janoris Jenkins,"[0.00043478260869560156, 0.2680357142857142, 0.38944444444444426, 0.21739130434782608, 0.5717857142857142, 0.07692307692307675, 0.475952380952381, 0.24351351351351336, 0.5510204081632653, 0.3939393939393939, 0.3999999999999999, 0.16666666666666666, 9.912705577010326e-19]","[0.2, 0.0, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1, 0.2]"
2533534.0,Olivier Vernon,"[0.00043478260869560156, 0.46428571428571414, 0.21739130434782608, 0.5717857142857142, 0.475952380952381, 0.24351351351351336, 0.5510204081632653, 0.5714285714285714, 0.6288571428571428]","[0.2, 0.9, 0.0, 0.0, 0.0, 0.0, 0.0, 1.4000000000000001, 0.8]"
2539338.0,B.W. Webb,"[0.4352173913043476, 0.8214285714285714, 0.6399999999999998, 0.21739130434782608, 0.5717857142857142, 0.07692307692307675, 0.8651923076923077, 0.5678378378378378, 0.3939393939393939, 0.3999999999999999, 0.16666666666666666, 0.7717142857142858]","[0.4, 1.6, 0.1, 0.0, 0.0, 0.0, 0.2, 0.0, 0.0, 0.0, 0.1, 1.4000000000000001]"
2540143.0,Alec Ogletree,"[0.00043478260869560156, 0.533166666666667, 0.375, 0.23999999999999985, 0.21739130434782608, 0.5717857142857142, 0.423076923076923, 0.6921153846153845, 0.475952380952381, 0.4054054054054053, 0.6122448979591837, 0.5754545454545454, 0.6752499999999999, 0.6192857142857143]","[0.2, 0.7000000000000001, 0.1, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.30000000000000004, 0.4, 0.4, 0.6000000000000001, 1.4000000000000001]"
2553822.0,Curtis Riley,"[0.19999999999999984, 0.8070175438596494, 0.3930357142857141, 0.21739130434782608, 0.5717857142857142, 0.11576923076923076, 0.6921153846153845, 0.475952380952381, 0.7297297297297297, 0.6530612244897959, 0.6060606060606061, 0.3571428571428572, 0.2574285714285714]","[0.1, 0.1, 0.1, 0.0, 0.0, 0.1, 0.0, 0.0, 0.8, 0.1, 0.4, 0.1, 0.9]"
2555277.0,Eli Apple,"[0.8904687499999999, 0.6251785714285715, 0.5717857142857142, 0.8651923076923077, 0.6904761904761905, 0.6530612244897959, 0.6360606060606061, 0.3999999999999999, 0.3714285714285714]","[0.30000000000000004, 1.4000000000000001, 0.0, 0.2, 0.4, 0.30000000000000004, 0.7000000000000001, 0.0, 1.4000000000000001]"
2555522.0,B.J. Goodson,"[0.17391304347826045, 0.2500000000000001, 0.21739130434782608, 0.07692307692307675, 0.6921153846153845, 0.5238095238095238, 0.457142857142857]","[0.0, 0.2, 0.0, 0.0, 0.0, 0.9, 0.2]"
2556363.0,Kamu Grugier-Hill,"[0.5235714285714286, 0.5137837837837838]","[0.30000000000000004, 0.1]"
2552454.0,Landon Collins,"[0.9675806451612905, 0.49999999999999983, 0.022954545454545047, 0.5714285714285715, 0.21739130434782608, 0.07692307692307675, 0.6921153846153845, 0.475952380952381, 0.5678378378378378, 0.5510204081632653, 0.636060606060606, 0.42525, 0.8333333333333334, 0.20028571428571415]","[0.0, 0.1, 0.1, 0.30000000000000004, 0.0, 0.0, 0.0, 0.0, 0.8, 0.0, 0.0, 0.1, 0.6000000000000001, 0.4]"
2535687.0,Michael Thomas,"[0.8767692307692307, 0.2680357142857142, 0.5717857142857142, 0.4997619047619048, 0.3786486486486487, 0.3999999999999999]","[3.0, 0.0, 0.0, 0.1, 0.1, 0.0]"
2543738.0,Kareem Martin,"[0.6580833333333334, 0.5717857142857142, 0.07692307692307675, 0.6921153846153845, 0.3939393939393939, 0.47524999999999995, 0.48600000000000015]","[1.8, 0.0, 0.0, 0.0, 0.0, 0.2, 0.1]"
2561015.0,Lorenzo Carter,"[0.6427777777777777, 0.44660714285714276, 0.22166666666666668, 0.5717857142857142, 0.475952380952381, 0.37864864864864867, 0.575, 0.7619047619047619]","[1.3, 0.5, 0.4, 0.0, 0.0, 0.30000000000000004, 0.4, 1.4000000000000001]"
2557958.0,Sidney Jones,[0.8463461538461535],[0.2]
71197.0,Connor Barwin,"[0.5416666666666665, 0.475952380952381, 0.24351351351351336, 0.7499999999999999]","[0.9, 0.0, 0.0, 0.6000000000000001]"
2533459.0,Nate Stupar,"[0.475952380952381, 0.5510204081632653]","[0.0, 0.0]"
2558168.0,Rasul Douglas,"[0.6826829268292682, 0.3333333333333332, 0.6578947368421053, 0.4636585365853658, 0.33333333333333326, 0.2975675675675675]","[0.0, 0.7000000000000001, 0.0, 0.0, 0.0, 0.0]"
2541792.0,Ray-Ray Armstrong,[0.38833333333333336],[0.5]
2555366.0,Deiondre' Hall,[],[]
2559260.0,Tre Sullivan,[],[]
2539334.0,Desmond Trufant,"[0.3428125, 0.3870967741935484, 0.2803125000000001, 0.46633333333333327, 0.37074074074074065, 0.5551851851851851, 0.3333333333333333, 0.4827586206896552, 0.38142857142857134]","[1.0, 0.1, 0.30000000000000004, 0.0, 0.0, 0.5, 0.0, 0.1, 0.1]"
2539653.0,Robert Alford,"[1.1758823529411768, 0.8888888888888888, 0.5, 0.37074074074074065, 0.29592592592592587, 0.3333333333333333, 0.4486206896551723, 0.38142857142857134]","[1.1, 0.1, 0.1, 0.0, 0.0, 0.0, 0.0, 0.1]"
2552301.0,Vic Beasley,"[0.12437500000000004, 0.4486206896551723]","[0.1, 0.0]"
2555255.0,De'Vondre Campbell,"[0.5242500000000001, 0.22475, 0.4234615384615384, 0.2903225806451613, 0.46633333333333327, 0.29592592592592587, 0.4486206896551723, 0.38142857142857134]","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.1]"
2556445.0,Brian Poole,"[0.02062499999999995, 0.631578947368421, 0.46633333333333327, 0.37074074074074065, 0.3333333333333333, 0.38142857142857134]","[0.0, 1.0, 0.0, 0.0, 0.0, 0.1]"
2557967.0,Duke Riley,"[0.24968750000000012, 0.8995, 0.14617647058823535, 0.5862068965517241, 0.4285714285714285]","[0.0, 0.9, 0.0, 0.4, 0.1]"
2558184.0,Damontae Kazee,"[0.37375, 0.5161290322580645, 0.46633333333333327, 0.37074074074074065, 0.2959259259259259, 0.3333333333333333, 0.4486206896551723, 0.38142857142857134]","[1.0, 0.30000000000000004, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1]"
2552392.0,Jordan Richards,"[0.07370370370370356, 0.7096774193548389, 0.18750000000000003, 0.46633333333333327, 0.5185185185185184, 0.29592592592592587, 0.3333333333333333, 0.4486206896551723, 0.38142857142857134]","[0.2, 0.6000000000000001, 0.30000000000000004, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1]"
2506861.0,Brent Grimes,"[0.07692307692307682, 0.08571428571428572, 0.0005263157894736254, 0.16685185185185164, 0.46874999999999994, 0.20617647058823527, 0.1, 0.14676470588235285, 0.4074074074074074, 0.23857142857142852, 0.22727272727272718, 0.07407407407407407]","[0.1, 0.0, 0.2, 0.5, 0.30000000000000004, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1, 0.0]"
2552592.0,Kwon Alexander,"[0.08571428571428572, 0.0005263157894736254, 0.4289285714285714, 0.07370370370370356, 0.21875, 0.47058823529411764, 0.5, 0.2592592592592593, 0.23857142857142852, 0.2731818181818181, 0.07407407407407407]","[0.0, 0.2, 0.0, 0.1, 0.1, 0.6000000000000001, 0.6000000000000001, 0.1, 0.0, 0.1, 0.0]"
2555552.0,Ryan Smith,"[0.21052631578947367, 0.4289285714285714, 0.21875, 0.411764705882353, 0.1, 0.2647058823529412]","[0.30000000000000004, 0.0, 0.1, 0.4, 0.0, 0.30000000000000004]"
2557945.0,Justin Evans,"[0.08571428571428572, 0.0005263157894736254, 0.2258064516129032, 0.4289285714285714, 0.3235294117647059, 0.1, 0.14676470588235285, 0.1855555555555555, 0.23857142857142852, 0.07407407407407407]","[0.0, 0.2, 0.0, 0.0, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0]"
2560884.0,M.J. Stewart,"[0.4289285714285714, 0.1, 0.2058823529411764, 0.1855555555555555, 0.23857142857142852]","[0.0, 0.0, 0.2, 0.0, 0.0]"
2560930.0,Jordan Whitehead,"[0.1428571428571429, 0.0005263157894736254, 0.32142857142857145, 0.4289285714285714, 0.18518518518518495, 0.21875, 0.20617647058823527, 0.1, 0.47029411764705875, 0.1855555555555555, 0.23857142857142852, 0.07407407407407407]","[0.2, 0.2, 0.5, 0.0, 0.4, 0.1, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0]"
2532828.0,Lavonte David,"[0.08571428571428572, 0.0005263157894736254, 0.4642857142857143, 0.43781249999999994, 0.20617647058823527, 0.1, 0.1855555555555555, 0.23857142857142852, 0.07407407407407407]","[0.0, 0.2, 0.1, 0.30000000000000004, 0.0, 0.0, 0.0, 0.0, 0.0]"
2550565.0,Adarius Taylor,"[0.1428571428571429, 0.21875]","[0.2, 0.1]"
2541431.0,Kemal Ishmael,"[0.4615384615384616, 0.580967741935484]","[0.7000000000000001, 0.1]"
2561132.0,Foye Oluokun,"[0.37074074074074065, 0.29592592592592587, 0.4333333333333333]","[0.0, 0.0, 0.2]"
2556456.0,Andrew Adams,[0.5003333333333333],[1.2000000000000002]
2495136.0,Bruce Carter,"[0.4994444444444446, 0.3333333333333333]","[0.6000000000000001, 0.0]"
