,name,reaction_rate,time_to_react
2532848.0,Tashaun Gipson,"[0.2860714285714285, 0.5343103448275861, 0.3888888888888889, 0.2975675675675675, 0.4910526315789473, 0.5714285714285714, 0.6365909090909091, 0.51, 0.41979999999999995, 0.48911111111111105, 0.4775, 0.34285714285714275, 0.35294117647058826]","[0.5, 1.2000000000000002, 0.0, 0.0, 0.30000000000000004, 0.4, 0.1, 0.1, 0.0, 0.1, 0.1, 0.0, 0.0]"
2539237.0,D.J. Hayden,"[0.5003333333333333, 0.702972972972973, 0.32142857142857134, 0.41979999999999995, 0.48911111111111105, 0.4775, 0.35294117647058826]","[1.0, 0.6000000000000001, 0.1, 0.0, 0.1, 0.1, 0.0]"
2543711.0,Telvin Smith,"[0.6486486486486487, 0.2694230769230769, 0.6388888888888888, 0.2975675675675675, 0.49105263157894724, 0.32142857142857134, 0.24999999999999992, 0.4897959183673469, 0.48911111111111105, 0.4775, 0.7714285714285715]","[0.6000000000000001, 0.4, 0.6000000000000001, 0.0, 1.0, 0.1, 0.0, 0.2, 0.1, 0.1, 1.4000000000000001]"
2555280.0,Jalen Ramsey,"[0.4350000000000005, 0.4051351351351352, 0.8904687500000001, 0.7222222222222223, 0.5137837837837838, 0.3507017543859649, 0.4318181818181817, 0.4487755102040817, 0.41979999999999995, 0.7999999999999998, 0.4857142857142857, 0.35294117647058826]","[0.7000000000000001, 0.0, 1.9000000000000001, 0.7000000000000001, 0.7000000000000001, 0.8, 0.1, 0.0, 0.0, 0.9, 0.0, 0.0]"
2555329.0,Myles Jack,"[0.12086206896551724, 0.43381578947368427, 0.4051351351351352, 0.48542857142857115, 0.38888888888888895, 0.6138596491228069, 0.32142857142857134, 0.3863636363636363, 0.6326530612244898, 0.41979999999999995, 0.48911111111111105, 0.4775, 0.42857142857142855, 0.35294117647058826]","[0.1, 0.7000000000000001, 0.0, 0.2, 0.0, 1.5, 0.1, 0.4, 0.5, 0.0, 0.1, 0.1, 0.1, 0.0]"
2561008.0,Ronnie Harrison,"[0.1330000000000006, 0.4051351351351352, 0.499642857142857, 0.3888888888888889, 0.7297297297297297, 0.40333333333333327, 0.32142857142857134, 0.4318181818181818, 0.4487755102040817, 0.41979999999999995, 0.4775, 0.35294117647058826]","[0.30000000000000004, 0.0, 0.8, 0.0, 0.1, 1.1, 0.1, 0.5, 0.0, 0.0, 0.1, 0.0]"
2541162.0,A.J. Bouye,"[0.7222222222222225, 0.4051351351351352, 0.843, 0.5558333333333333, 0.2975675675675675, 0.7015789473684209, 0.32142857142857134, 0.4318181818181817, 0.6732653061224488, 0.6, 0.48911111111111105, 0.4775, 0.3999999999999999, 0.35294117647058826]","[0.1, 0.0, 1.5, 0.4, 0.0, 1.1, 0.1, 0.6000000000000001, 0.8, 0.5, 0.1, 0.1, 0.0, 0.0]"
2560758.0,Leon Jacobs,"[0.7029687500000006, 0.4051351351351352]","[1.1, 0.0]"
2354.0,Wesley Woodyard,"[0.2090697674418604, 0.17434782608695648, 0.15555555555555545, 0.8205128205128203, 0.4318181818181818, 0.7314634146341463, 0.6304347826086957, 0.5116279069767442, 0.7881818181818181]","[0.0, 0.2, 0.0, 0.0, 0.0, 0.0, 0.1, 0.0, 0.9]"
71423.0,Brian Orakpo,"[0.34860465116279066, -1.9089500511727385e-16, 0.3076923076923077, 0.1535897435897435, 0.4772727272727272, 0.6304347826086957, 0.5116279069767442, 0.45454545454545453, -1.2959404791120853e-16]","[0.5, 0.0, 0.0, 0.0, 0.1, 0.1, 0.0, 0.0, 0.0]"
496828.0,Derrick Morgan,"[0.4190322580645163, 0.19977777777777767, 0.3076923076923077, 0.23076923076923073, 0.560731707317073, 0.6304347826086957, 0.5116279069767442, 0.45454545454545453, 0.17391304347826073]","[0.6000000000000001, 0.1, 0.0, 0.0, 0.7000000000000001, 0.1, 0.0, 0.7000000000000001, 0.5]"
2539320.0,Kenny Vaccaro,"[-1.9089500511727385e-16, 0.24422222222222212, 0.3457692307692308, 0.6078431372549019, 0.2812499999999999, 0.11764705882352941, 0.4358974358974359, 0.4318181818181818, 0.17073170731707307, 0.29243902439024383, 0.6304347826086957, 0.5116279069767442, 0.1821212121212121, -1.2959404791120853e-16]","[0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1, 0.0, 0.1, 0.0, 0.0, 0.0]"
2540162.0,Logan Ryan,"[0.01750000000000006, 0.15555555555555545, 0.3076923076923077, 0.6078431372549019, 0.2812499999999999, 0.7058823529411765, 0.5641025641025639, 0.4772727272727272, 0.4634146341463414, 0.5363414634146342, 0.6304347826086957, 0.5760606060606062, 0.27620689655172415, 0.2613043478260868]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.1, 0.6000000000000001, 0.1, 1.3, 0.0, 0.1, 0.7000000000000001, 0.1, 0.4]"
2550613.0,Malcolm Butler,"[-1.9089500511727385e-16, 0.3076923076923077, 0.17617647058823524, 0.4318181818181818, 0.29243902439024383, 0.6304347826086957, 0.5116279069767442, 0.1821212121212121, 0.6249999999999999]","[0.0, 0.0, 0.2, 0.0, 0.0, 0.1, 0.0, 0.0, 0.7000000000000001]"
2555158.0,Kevin Byard,"[0.09645161290322594, 0.5652173913043478, 0.24422222222222212, 0.3076923076923077, 0.7845098039215688, 0.2812499999999999, 0.11764705882352941, 0.4099999999999999, 0.4318181818181818, 0.14634146341463414, 0.5121951219512195, 0.6304347826086957, 0.5116279069767442, 0.696969696969697, 0.4486206896551722]","[0.0, 0.6000000000000001, 0.30000000000000004, 0.0, 0.6000000000000001, 0.0, 0.0, 0.5, 0.0, 0.1, 0.5, 0.1, 0.0, 0.9, 0.1]"
2558005.0,Jayon Brown,"[0.24161290322580647, -1.9089500511727385e-16, 0.44444444444444436, 0.3076923076923077, 0.6078431372549019, 0.40593750000000006, 0.29382352941176465, 0.7176923076923076, 0.4318181818181818, 0.14634146341463414, 0.7314634146341464, 0.6304347826086957, 0.5116279069767442]","[0.0, 0.0, 0.2, 0.0, 0.0, 0.4, 0.0, 1.0, 0.0, 0.1, 0.8, 0.1, 0.0]"
2558065.0,Adoree' Jackson,"[0.6213513513513514, -1.9089500511727385e-16, 0.15555555555555545, 0.3076923076923077, 0.2812499999999999, 0.5588235294117647, 0.1794871794871794, 0.7045454545454545, 0.14634146341463414, 0.48756097560975614, 0.8837209302325582, 0.36363636363636365]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.8, 0.1, 0.9, 0.1, 0.6000000000000001, 0.4, 0.6000000000000001]"
2560718.0,Rashaan Evans,"[0.8232352941176472, -1.9089500511727385e-16, 0.6470588235294118, 0.2812499999999999, 0.5588235294117647, 0.21951219512195116, 0.07407407407407388]","[1.3, 0.0, 0.1, 0.0, 0.5, 0.2, 0.0]"
2561328.0,Sharif Finch,"[0.8138571428571432, 0.7256862745098038, 0.44088235294117645, 0.14634146341463414]","[2.5, 0.2, 0.8, 0.1]"
494277.0,Kendrick Lewis,[],[]
2555551.0,LeShaun Sims,[0.49968749999999984],[0.4]
2560784.0,Harold Landry,"[0.15555555555555545, 0.6078431372549019, 0.34343749999999995, 0.6590909090909091, 0.14634146341463414, 0.5116279069767442, 0.3939393939393939, 0.2592592592592591, 0.17391304347826073]","[0.0, 0.0, 0.0, 0.30000000000000004, 0.1, 0.0, 0.0, 0.4, 0.4]"
2561042.0,Nick DeLuca,[],[]
2540013.0,Will Compton,[0.14814814814814803],[0.4]
2495343.0,Buster Skrine,"[0.40656249999999994, 0.10344827586206896, 0.45742857142857135, 0.0776923076923076, 0.4862162162162162]","[0.0, 0.0, 0.1, 0.0, 0.0]"
2532877.0,Trumaine Johnson,"[0.6875000000000001, 0.40656249999999994, 0.6672222222222223, 0.10344827586206896, 0.45742857142857135, 0.34210526315789475, 0.3003333333333333, 0.4862162162162162]","[0.30000000000000004, 0.0, 1.6, 0.0, 0.1, 0.0, 0.0, 0.0]"
2533059.0,Morris Claiborne,"[0.4997368421052632, 0.0776923076923076, 0.3003333333333333]","[0.30000000000000004, 0.0, 0.0]"
2543597.0,Avery Williamson,"[0.40656249999999994, 0.37931034482758624, 0.45742857142857135, 0.34210526315789475, 0.0776923076923076, 0.3003333333333333, 0.4862162162162162]","[0.0, 0.7000000000000001, 0.1, 0.0, 0.0, 0.0, 0.0]"
2553353.0,Darryl Roberts,"[0.40656249999999994, 0.0604000000000001, 0.10344827586206896, 0.45742857142857135, 0.34210526315789475, 0.0776923076923076, 0.3003333333333333, 0.4862162162162162]","[0.0, 0.2, 0.0, 0.1, 0.0, 0.0, 0.0, 0.0]"
