,name,reaction_rate,time_to_react
2495108.0,Prince Amukamara,"[0.47619047619047616, 0.3997499999999999, 0.53125, 0.6902380952380951, 0.04949999999999995, 0.34596153846153843, 0.2980851063829786, 0.36557692307692297, 0.08163265306122448, 0.6078431372549019, 0.37735849056603765, 0.666842105263158, 0.6363636363636364]","[0.0, 0.0, 0.0, 0.7000000000000001, 0.0, 0.2, 0.0, 0.4, 0.1, 0.0, 0.0, 0.0, 0.1]"
2532961.0,Danny Trevathan,"[0.185185185185185, 0.4997619047619048, 0.55, 0.53125, 0.3092857142857143, 0.6995, 0.75, 0.5319148936170212, 0.7501923076923075, 0.4897959183673469, 0.6862745098039216, 0.39622641509433953, 0.666842105263158]","[0.5, 0.1, 0.5, 0.0, 0.9, 0.2, 1.2000000000000002, 0.9, 0.1, 0.8, 0.2, 0.1, 0.0]"
2543681.0,Kyle Fuller,"[0.7704054054054051, 0.6249999999999999, 0.53125, 0.16666666666666666, 0.04949999999999995, 0.5002083333333333, 0.6925000000000001, 0.5716326530612246, 0.7058823529411765, 0.666842105263158, 0.7272727272727273]","[0.0, 0.4, 0.0, 0.4, 0.0, 0.0, 0.7000000000000001, 0.0, 0.4, 0.0, 0.5]"
2552385.0,Adrian Amos,"[0.17647058823529407, 0.47619047619047616, 0.3997499999999999, 0.53125, 0.047619047619047616, 0.04949999999999995, 0.5002083333333333, 0.730576923076923, 0.2980851063829786, 0.7307692307692307, 0.4083673469387755, 0.7256862745098038, 0.37735849056603765, 0.666842105263158, 0.7998181818181818]","[0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1, 0.2, 0.4, 0.0, 0.0, 0.0]"
2553500.0,Bryce Callahan,"[0.7107894736842103, 0.6188095238095238, 0.4623076923076924, 0.04949999999999995, 0.5002083333333333, 0.49980769230769234, 0.5534042553191489, 0.5510204081632653, 0.6416981132075471, 0.666842105263158]","[0.0, 0.0, 0.2, 0.0, 0.0, 0.5, 0.0, 0.6000000000000001, 0.1, 0.0]"
2558176.0,Eddie Jackson,"[0.5002941176470588, 0.625, 0.53125, 0.38071428571428567, 0.04949999999999995, 0.5002083333333333, 0.7115384615384616, 0.4470212765957445, 0.6730769230769231, 0.5918367346938775, 0.6078431372549019, 0.37735849056603765, 0.666842105263158]","[0.2, 0.4, 0.0, 0.8, 0.0, 0.0, 1.2000000000000002, 0.1, 0.8, 0.0, 0.0, 0.0, 0.0]"
2560877.0,Roquan Smith,"[0.5385897435897434, 0.3997499999999999, 0.53125, 0.34448275862068983, 0.04949999999999995, 0.5002083333333333, 0.6730769230769231, 0.5096226415094339]","[0.4, 0.0, 0.0, 0.5, 0.0, 0.0, 1.7000000000000002, 0.1]"
2555285.0,Leonard Floyd,"[0.2292307692307696, 0.53125, 0.5002083333333333, 0.5959615384615385, 0.7886538461538461, 0.6470588235294118, 0.5660377358490564, 0.666842105263158]","[0.2, 0.0, 0.0, 1.0, 1.6, 0.2, 0.1, 0.0]"
71441.0,Glover Quin,"[0.21906250000000002, 0.21428571428571427, 0.05049999999999995, 0.10714285714285714, 0.06599999999999992, 0.7346938775510204, 0.6380851063829787, 0.5714285714285714, 0.5238095238095238, 0.4883720930232558, 0.1951219512195121]","[0.5, 0.0, 0.0, 0.0, 0.0, 0.1, 0.2, 0.0, 0.4, 0.0, 0.0]"
2540288.0,Darius Slay,"[0.3949999999999999, 0.21428571428571427, 0.10714285714285714, 0.06599999999999992, 0.4897959183673469, 0.574468085106383, 0.5714285714285714, 0.7776190476190478, 0.4883720930232558, 0.1951219512195121]","[0.6000000000000001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
