,name,reaction_rate,time_to_react
2533008.0,Demario Davis,"[0.10526315789473673, 0.0967741935483869, 0.7190624999999999, 0.29592592592592587]","[0.1, 0.2, 0.9, 0.0]"
2539982.0,A.J. Klein,"[0.10526315789473673, 0.375]","[0.1, 0.30000000000000004]"
2552484.0,P.J. Williams,"[0.5618750000000001, 0.10526315789473673, 0.407037037037037]","[0.7000000000000001, 0.1, 0.1]"
2555277.0,Eli Apple,"[0.25031249999999994, 0.29592592592592587]","[0.1, 0.0]"
2555530.0,Vonn Bell,"[0.10526315789473673, 0.25031249999999994, 0.3329629629629629]","[0.1, 0.1, 0.1]"
2558847.0,Marcus Williams,"[0.1562499999999998, 0.25031249999999994, 0.29592592592592587]","[0.1, 0.1, 0.0]"
2558061.0,Marshon Lattimore,"[0.22548387096774175, 0.4374999999999999]","[0.4, 0.5]"
2558163.0,Alex Anzalone,[0.29592592592592587],[0.0]
494261.0,Kurt Coleman,[],[]
2552568.0,Byron Jones,[],[]
2555310.0,Jaylon Smith,"[0.3157894736842105, 0.40540540540540543]","[0.0, 0.4]"
2555531.0,Anthony Brown,"[0.6578947368421053, 0.2975675675675675]","[1.0, 0.0]"
2557840.0,Chidobe Awuzie,"[0.3157894736842105, 0.2975675675675675]","[0.0, 0.0]"
2558159.0,Xavier Woods,"[0.3157894736842105, 0.26500000000000007]","[0.0, 0.30000000000000004]"
2560908.0,Leighton Vander Esch,[0.3157894736842105],[0.0]
2541832.0,Jeff Heath,"[0.3157894736842105, 0.2975675675675675]","[0.0, 0.0]"
2557920.0,Jourdan Lewis,[0.9560869565217394],[1.7000000000000002]
4365.0,Brandon Carr,"[0.23959999999999992, 0.41967741935483865]","[0.0, 0.1]"
2495775.0,Eric Weddle,"[0.5434782608695652, 0.5999999999999999, 0.6136363636363635, 0.23959999999999992, 0.041666666666666484, 0.3548387096774194, 0.05941176470588229]","[0.0, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0]"
2505660.0,Terrell Suggs,"[0.39130434782608686, 0.6136363636363635, 0.041666666666666484, 0.6774193548387096, 0.05941176470588229, 0.409090909090909]","[0.0, 0.0, 0.0, 0.8, 0.0, 0.1]"
2508107.0,Jimmy Smith,"[0.6282857142857141, 0.041666666666666484, 0.05941176470588229, 0.364090909090909]","[1.1, 0.0, 0.0, 0.1]"
2543464.0,C.J. Mosley,"[0.4347826086956521, 0.4102564102564102, 0.6136363636363635, 0.23959999999999992, 0.041666666666666484, 0.5161290322580645, 0.05941176470588229, 0.364090909090909]","[0.1, 0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.1]"
2552279.0,Za'Darius Smith,"[0.4784782608695652, 0.4358974358974356, 0.6136363636363635, 0.23959999999999992, 0.05941176470588229]","[0.4, 0.0, 0.0, 0.0, 0.0]"
2555378.0,Tavon Young,"[0.39130434782608686, 0.5899999999999999, 0.6136363636363635, 0.041666666666666484]","[0.0, 1.2000000000000002, 0.0, 0.0]"
2556642.0,Patrick Onwuasor,"[0.3333333333333334, 0.5333333333333333, 0.23959999999999992, 0.08291666666666657, 0.364090909090909]","[0.2, 0.1, 0.0, 0.1, 0.1]"
2555505.0,Matt Judon,"[0.6026923076923075, 0.6136363636363635, 0.12458333333333323, 0.3548387096774194, 0.364090909090909]","[1.3, 0.0, 0.0, 0.0, 0.1]"
2558248.0,Chuck Clark,"[0.5714285714285715, 0.09090909090909086, 0.39130434782608686, 0.6136363636363635, 0.23959999999999992, 0.2912499999999999, 0.3548387096774194, 0.05941176470588229, 0.4090909090909091]","[0.4, 0.30000000000000004, 0.0, 0.0, 0.0, 0.4, 0.0, 0.0, 0.0]"
2558067.0,Marlon Humphrey,"[0.2712857142857143, 0.39130434782608686, 0.6136363636363635, 0.23959999999999992, 0.3548387096774194, 0.05941176470588229, 0.364090909090909]","[0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1]"
2560947.0,Kenny Young,"[0.5405405405405406, 0.49999999999999994, 0.3548387096774194]","[1.5, 0.4, 0.0]"
2539334.0,Desmond Trufant,"[0.30000000000000016, 0.5660377358490566, 0.38205882352941184, 0.4, 0.3849999999999999, 0.3548387096774194, 0.28921052631578986, 0.5312499999999999]","[0.30000000000000004, 0.6000000000000001, 0.0, 0.0, 0.0, 0.0, 0.4, 0.8]"
2539653.0,Robert Alford,"[0.049499999999999954, 0.490566037735849, 0.38205882352941184, 0.9999999999999998]","[0.2, 0.6000000000000001, 0.0, 1.8]"
2552301.0,Vic Beasley,"[0.3849999999999999, 0.3548387096774194, 0.5312499999999999]","[0.0, 0.0, 0.8]"
2552392.0,Jordan Richards,"[0.35678571428571454, 0.6983018867924528, 0.4, 0.5312499999999999]","[0.4, 1.1, 0.0, 0.8]"
2555162.0,Deion Jones,"[0.3088095238095238, 0.5588235294117647, 0.4, 0.3849999999999999, 0.3548387096774194, 0.29950000000000027]","[0.8, 0.1, 0.0, 0.0, 0.0, 0.1]"
2555255.0,De'Vondre Campbell,"[0.28571428571428586, 0.4152830188679245, 0.4, 0.5773076923076923, 0.41967741935483865]","[0.30000000000000004, 0.30000000000000004, 0.0, 0.4, 0.2]"
2558184.0,Damontae Kazee,"[0.6666666666666666, 0.5000000000000001, 0.6226415094339622, 0.4, 0.3849999999999999, 0.3548387096774194, 0.5312499999999999]","[0.4, 0.6000000000000001, 0.9, 0.0, 0.0, 0.0, 0.8]"
2556445.0,Brian Poole,"[0.07407407407407422, 0.4716981132075471, 0.09900000000000005, 0.4, 0.3849999999999999, 0.4516129032258064, 0.5312499999999999]","[0.1, 0.30000000000000004, 0.0, 0.0, 0.0, 0.2, 0.8]"
2508004.0,Anthony Levine,"[0.23684210526315774, 0.05941176470588229]","[0.4, 0.0]"
2560963.0,Anthony Averett,[],[]
2506969.0,Sam Koch,[],[]
2508008.0,Morgan Cox,[],[]
2552402.0,Nick Boyle,[],[]
2552468.0,Maxx Williams,[],[]
2552631.0,Javorius Allen,[],[]
2555178.0,Maurice Canady,[],[]
2555209.0,Chris Moore,[0.7097368421052631],[0.30000000000000004]
2561301.0,Chris Board,[],[]
2558166.0,Tyus Bowser,"[0.3203999999999999, 0.2799999999999999, 0.05941176470588229]","[0.8, 0.1, 0.0]"
2556443.0,Sharrod Neasman,"[0.352941176470588, 0.461923076923077, 0.3548387096774194]","[0.0, 0.0, 0.0]"
2561132.0,Foye Oluokun,[0.5312499999999999],[0.8]
2533058.0,Vontaze Burfict,"[0.29124999999999995, 0.714126984126984, 0.5604545454545454, 0.7435897435897434, 0.6893243243243243]","[0.0, 0.5, 0.0, 0.6000000000000001, 0.1]"
2533060.0,Dre Kirkpatrick,"[0.6499999999999999, 0.6507936507936508, 0.8461538461538461, 0.4927536231884058]","[0.7000000000000001, 0.30000000000000004, 1.8, 0.1]"
2539233.0,Shawn Williams,"[0.5789473684210524, 0.29124999999999995, 0.6031746031746031, 0.5756060606060606, 0.8334615384615384, 0.6893243243243243, 0.6376811594202898]","[0.4, 0.0, 0.2, 0.1, 0.4, 0.1, 0.4]"
2543474.0,Darqueze Dennard,"[0.29124999999999995, 0.5553968253968253, 0.5604545454545454, 0.6893243243243243, 0.8117391304347826]","[0.0, 0.0, 0.0, 0.1, 0.6000000000000001]"
2556367.0,William Jackson,"[0.29124999999999995, 0.5604545454545454, 0.5129487179487179, 0.6893243243243243]","[0.0, 0.0, 0.1, 0.1]"
2560970.0,Jessie Bates,"[0.4893617021276589, 0.7934920634920634, 0.5604545454545454, 0.5641025641025641, 0.6893243243243243, 0.4637681159420289]","[0.9, 0.1, 0.0, 0.1, 0.1, 0.2]"
2558786.0,Brandon Wilson,[],[]
