,name,reaction_rate,time_to_react
2532861.0,Casey Hayward,"[0.3106896551724133, 0.40540540540540543, 0.7580645161290323, 0.6470588235294117, 0.00026315789473669806, 0.1111111111111111, 0.14285714285714285, 0.2178260869565217, 0.3686842105263157, 0.7231914893617022, 0.42499999999999993, 0.28571428571428575, 0.5175862068965518, 0.3663333333333333]","[0.5, 0.0, 0.1, 0.0, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.1, 0.4, 0.0]"
2541958.0,Jahleel Addae,"[0.30392857142857077, 0.40540540540540543, 0.7580645161290323, 0.6470588235294117, 0.52525, 0.00026315789473669806, 0.1111111111111111, 0.14285714285714285, 0.2178260869565217, 0.3686842105263157, 0.4255319148936171, 0.42499999999999993, 0.22828571428571431, 0.24172413793103445, 0.6330000000000001]","[0.4, 0.0, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1, 0.0, 0.30000000000000004, 0.0, 0.0, 0.0, 0.7000000000000001]"
2550842.0,Adrian Phillips,"[0.6878124999999993, 0.621891891891892, 0.822741935483871, 0.6470588235294117, 0.52525, 0.2368421052631578, 0.47222222222222243, 0.14285714285714285, 0.2178260869565217, 0.42131578947368414, 0.425531914893617, 0.42499999999999993, 0.6568571428571429, 0.24172413793103445, 0.5000000000000001]","[1.2000000000000002, 0.0, 0.2, 0.0, 0.0, 0.7000000000000001, 0.30000000000000004, 0.0, 0.1, 0.2, 0.30000000000000004, 0.0, 1.0, 0.0, 0.0]"
2556148.0,Jatavis Brown,"[0.6612903225806445, 0.40540540540540543, 0.6470588235294117, 0.52525, 0.26342105263157883, 0.14285714285714285, 0.3686842105263157, 0.574468085106383, 0.42499999999999993, 0.31399999999999995, 0.37931034482758635]","[1.1, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.1, 0.0, 0.2, 0.0]"
2557927.0,Desmond King,"[0.46699999999999936, 0.40540540540540543, 0.7580645161290323, 0.6470588235294117, 0.52525, 0.07894736842105259, 0.1111111111111111, 0.14285714285714285, 0.2178260869565217, 0.3686842105263157, 0.5]","[0.8, 0.0, 0.1, 0.0, 0.0, 0.30000000000000004, 0.0, 0.0, 0.1, 0.0, 0.4]"
2559164.0,Michael Davis,"[0.5002631578947366, 0.7297297297297297, 0.7580645161290323, 0.6470588235294117, 0.52525, 0.1111111111111111, 0.2178260869565217, 0.39473684210526305, 0.16999999999999998, 0.42499999999999993, 0.22828571428571431, 0.24172413793103445, 0.7333333333333333]","[0.8, 0.4, 0.1, 0.0, 0.0, 0.0, 0.1, 0.2, 0.2, 0.0, 0.0, 0.0, 0.0]"
2560760.0,Derwin James,"[0.7580645161290323, 0.52525, 0.4476315789473684, 0.4444444444444444, 0.22828571428571426, 0.26086956521739124, 0.10638297872340426, 0.42499999999999993, 0.28571428571428575, 0.24172413793103445, 0.29966666666666675]","[0.1, 0.0, 0.7000000000000001, 0.9, 0.30000000000000004, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0]"
2560826.0,Uchenna Nwosu,"[0.3421052631578948, 0.3686842105263157, 0.34285714285714286, 0.24172413793103445]","[0.1, 0.0, 0.30000000000000004, 0.0]"
2307.0,Orlando Scandrick,"[0.5436764705882355, 0.4186046511627907, 0.5113953488372094, 0.19974999999999993, 0.4361538461538461, 0.2975675675675676, 0.4888888888888888, 0.13513513513513514, 0.9255555555555556, 0.03225806451612903, 0.43902439024390233, 0.7058823529411765, 0.4]","[1.6, 0.1, 0.30000000000000004, 0.1, 0.0, 0.6000000000000001, 0.5, 0.0, 1.4000000000000001, 0.1, 0.0, 0.4, 0.0]"
496723.0,Eric Berry,"[0.42988372093023247, 0.8369767441860464, 0.743953488372093, 0.17499999999999988, 0.4361538461538461, 0.7297297297297297, 0.13513513513513514]","[0.30000000000000004, 1.1, 0.0, 0.0, 0.0, 1.0, 0.0]"
2495493.0,Justin Houston,"[0.7029687500000006, 0.3718604651162791, 0.4361538461538461, 0.3243243243243244, 0.22222222222222238, 0.13513513513513514, 0.46115384615384625, 0.6826829268292682, 0.43902439024390233, 0.4, 0.4996428571428571]","[1.1, 0.0, 0.0, 0.6000000000000001, 0.4, 0.0, 1.1, 0.0, 0.0, 0.0, 0.0]"
2543592.0,Anthony Hitchens,"[0.5585294117647063, 0.7674418604651163, 0.77475, 0.4361538461538461, 0.5999999999999998, 0.6826829268292682, 0.06451612903225795, 0.6829268292682928]","[1.3, 0.5, 0.0, 0.0, 0.7000000000000001, 0.0, 0.1, 0.1]"
2552265.0,Steven Nelson,"[0.26441176470588285, 0.4186046511627907, 0.17499999999999988, 0.2702702702702702, 0.6826829268292682, 0.03225806451612903, 0.4875609756097561, 0.4117647058823529, 0.4996428571428571]","[0.1, 0.0, 0.0, 0.8, 0.0, 0.1, 0.2, 0.0, 0.0]"
2555349.0,Kendall Fuller,"[0.6057575757575763, 0.45000000000000007, 0.7916666666666667, 0.5579069767441861, 0.17499999999999988, 0.5643589743589744, 0.3243243243243244, 0.24466666666666675, 0.13513513513513514, 0.6067857142857145, 0.6826829268292682, 0.03225806451612903, 0.4396, 0.4996428571428571]","[1.2000000000000002, 0.6000000000000001, 1.3, 0.2, 0.0, 0.1, 0.8, 0.7000000000000001, 0.0, 1.3, 0.0, 0.1, 0.1, 0.0]"
2560827.0,Dorian O'Daniel,"[0.6404687500000006, 0.4995000000000001, 0.4186046511627907, 0.34974999999999995, 0.5137837837837838, 0.5113333333333334, 0.3513513513513513, 0.6826829268292682, 0.4390243902439023, 0.4, 0.4996428571428571]","[1.1, 0.6000000000000001, 0.0, 0.5, 0.9, 0.7000000000000001, 0.30000000000000004, 0.0, 0.0, 0.0, 0.0]"
2530794.0,Ron Parker,"[0.4648837209302325, 0.17499999999999988, 0.4361538461538461, 0.4327027027027027, 0.4668888888888887, 0.2702702702702703, 0.40624999999999983, 0.6826829268292682, 0.7741935483870968, 0.43902439024390233, 0.7058823529411765, 0.4, 0.4996428571428571]","[0.2, 0.0, 0.0, 0.9, 1.4000000000000001, 0.0, 0.1, 0.0, 1.6, 0.0, 0.2, 0.0, 0.0]"
2550257.0,Daniel Sorensen,"[0.6495000000000001, 0.4888888888888887, 0.13513513513513514, 0.9226923076923078, 0.6826829268292682, 0.03225806451612903, 0.6829268292682927, 0.4, 0.4996428571428571]","[0.6000000000000001, 0.9, 0.0, 0.4, 0.0, 0.1, 0.0, 0.0, 0.0]"
2555169.0,Reggie Ragland,[0.5277777777777779],[0.9]
2560881.0,Breeland Speaks,[0.6590909090909093],[0.6000000000000001]
2555173.0,Eric Murray,"[0.4, 0.4996428571428571]","[0.0, 0.0]"
2533059.0,Morris Claiborne,"[0.5838333333333331, 0.4791666666666667, 0.1393023255813954, 0.23232558139534876, 0.26666666666666666, 0.4857142857142857]","[0.0, 0.0, 0.30000000000000004, 0.0, 0.0, 0.5]"
2543597.0,Avery Williamson,"[0.2142857142857142, 0.06533333333333324, 0.5113953488372095, 0.557906976744186, 0.29966666666666675]","[0.0, 0.9, 0.2, 0.2, 0.1]"
2553353.0,Darryl Roberts,"[0.31034482758620685, 0.16625000000000012, 0.2142857142857142, 0.11627906976744184, 0.23232558139534876, 0.26666666666666666]","[0.8, 0.30000000000000004, 0.0, 0.30000000000000004, 0.0, 0.0]"
2553657.0,Neville Hewitt,"[0.6071428571428571, 0.2683928571428571, 0.6153846153846154, 0.2616666666666666, 0.3486046511627906, 0.21781250000000002]","[0.30000000000000004, 0.6000000000000001, 1.1, 0.0, 0.4, 0.30000000000000004]"
2557979.0,Jamal Adams,"[0.7190624999999999, 0.3512962962962963, 0.33333333333333315, 0.5579069767441861, 0.6511627906976744, 0.26666666666666666]","[0.0, 0.0, 0.2, 0.1, 0.1, 0.0]"
2561366.0,Frankie Luvu,"[0.027027027027026983, 0.5113953488372094, 0.26666666666666666]","[0.1, 0.30000000000000004, 0.0]"
2495251.0,Shareece Wright,[0.2413793103448276],[0.0]
2495872.0,Johnathan Joseph,"[0.15000000000000002, 0.2413793103448276, 0.15307692307692317, 0.1782142857142856, 0.42857142857142855, 0.41935483870967744]","[0.2, 0.0, 0.0, 0.0, 0.0, 0.30000000000000004]"
2533049.0,Whitney Mercilus,"[0.24137931034482757, 0.1782142857142856, 0.38677419354838705]","[0.0, 0.0, 0.4]"
2540180.0,Tyrann Mathieu,"[0.15307692307692317, 0.1782142857142856, 0.42857142857142855, 0.22548387096774183]","[0.0, 0.0, 0.0, 0.0]"
2543874.0,Andre Hal,"[0.2413793103448276, 0.1782142857142856]","[0.0, 0.0]"
2558094.0,Zach Cunningham,"[0.04999999999999982, 0.15307692307692317, 0.3210714285714285, 0.42857142857142855]","[0.1, 0.0, 0.30000000000000004, 0.0]"
2560851.0,Justin Reid,"[0.5416666666666665, 0.2168333333333334, 0.2413793103448276, 0.15307692307692317, 0.1782142857142856, 0.42857142857142855]","[0.9, 0.6000000000000001, 0.0, 0.0, 0.0, 0.0]"
496735.0,Kareem Jackson,"[0.2413793103448276, 0.15307692307692317, 0.5353571428571426, 0.6568571428571428]","[0.0, 0.0, 0.4, 0.30000000000000004]"
2552490.0,Benardrick McKinney,"[0.39130434782608664, 0.15307692307692317, 0.4568571428571428]","[0.5, 0.0, 0.1]"
2559152.0,Dylan Cole,"[0.2413793103448276, 0.22681818181818186]","[0.0, 0.4]"
2532877.0,Trumaine Johnson,"[0.6999999999999998, 0.9139999999999998, 0.2142857142857142, 0.8747916666666667, 0.8139534883720931, 0.6276744186046512, 0.26666666666666666, 0.2568571428571429]","[1.3, 1.8, 0.0, 1.6, 1.2000000000000002, 0.1, 0.0, 0.0]"
2555256.0,Jordan Jenkins,"[0.34517241379310337, 0.2142857142857142]","[0.7000000000000001, 0.0]"
2495343.0,Buster Skrine,"[0.06743243243243245, 0.26666666666666666]","[0.2, 0.0]"
2543563.0,Kevin Pierre-Louis,[0.27883720930232564],[0.1]
2560714.0,Duke Ejiofor,"[0.3, 0.2413793103448276]","[0.30000000000000004, 0.0]"
2543501.0,Aaron Colvin,[],[]
2540287.0,Rontez Miles,[0.18750000000000003],[0.30000000000000004]
