nflId,name,YACNTR,Missed Opps,weeks
2539311,Jamie Collins,70.73,0,[3]
2543637,Terrance Mitchell,83.39,1,[3]
2552389,Damarious Randall,58.29,0,[3]
2555166,Joe Schobert,56.16,0,[3]
2557980,Jabrill Peppers,46.18,0,[3]
2560916,Denzel Ward,58.01,0,[3]
2495343,Buster Skrine,0,0,[3]
2533059,Morris Claiborne,15.72,0,[3]
2540219,J.J. Wilcox,5.31,0,[3]
2543597,Avery Williamson,34.28,0,[3]
2553353,Darryl Roberts,3.36,0,[3]
2555322,Darron Lee,31.34,0,[3]
2556617,Doug Middleton,19.7,0,[3]
2561366,Frankie Luvu,10.76,0,[3]
2550164,T.J. Carrie,56.56,0,[3]
2560964,Genard Avery,33.25,0,[3]
2555540,Derrick Kindred,34.12,0,[3]
2556489,James Burgess,6.64,0,[3]
2532877,Trumaine Johnson,28.26,1,[3]
2555256,Jordan Jenkins,20.81,0,[3]
2557979,Jamal Adams,24.63,0,[3]
2560822,Parry Nickerson,16.23,1,[3]
2539334,Desmond Trufant,98.44,1,[3]
2539653,Robert Alford,75.75,2,[3]
2543850,Ricardo Allen,77.97,0,[3]
2552301,Vic Beasley,95.63,0,[3]
2555255,De'Vondre Campbell,120.82,0,[3]
2557967,Duke Riley,75.31,2,[3]
2558184,Damontae Kazee,94.91,2,[3]
2556445,Brian Poole,66.09,0,[3]
2508084,Patrick Robinson,32.33,0,[3]
2533008,Demario Davis,110.18,2,[3]
2539982,A.J. Klein,83.82,1,[3]
2552484,P.J. Williams,18.22,1,[3]
2555530,Vonn Bell,70.39,2,[3]
2558061,Marshon Lattimore,56.97,1,[3]
2558847,Marcus Williams,73.97,0,[3]
2552392,Jordan Richards,30.79,1,[3]
2560830,Isaiah Oliver,15.55,0,[3]
494261,Kurt Coleman,34.94,0,[3]
2558163,Alex Anzalone,18.08,0,[3]
2561132,Foye Oluokun,34.41,0,[3]
2556735,Ken Crawley,38.83,1,[3]
494307,Darian Stewart,38.33,1,[3]
