nflId,name,YACNTR,Missed Opps,weeks
1037374,Sam Shields,74.91,0,[4]
2543492,Lamarcus Joyner,66.01,0,[4]
2552488,Marcus Peters,78.14,0,[4]
2556277,Marqui Christian,61.82,0,[4]
2556593,Cory Littleton,87.85,1,[4]
2558183,John Johnson,103.57,0,[4]
2558830,Samson Ebukam,52.48,0,[4]
2552320,Ramik Wilson,68.02,1,[4]
2553722,Matt Longacre,64.74,0,[4]
2540197,Nickell Robey-Coleman,77.5,0,[4]
2525323,Andrew Sendejo,112.9,0,[4]
2532948,Harrison Smith,90.55,2,[4]
2543459,Anthony Barr,121.63,0,[4]
2552312,Eric Kendricks,99.76,1,[4]
2552448,Trae Waynes,43.57,0,[4]
2560746,Mike Hughes,72.57,0,[4]
2540155,Xavier Rhodes,122.93,0,[4]
2555177,Mackensie Alexander,124.87,0,[4]
2560741,Holton Hill,13.31,0,[4]
2559012,Eric Wilson,1.96,0,[4]
2558033,Ben Gedeon,0,0,[4]
2555156,Jayron Kearse,9.63,1,[4]
2533060,Dre Kirkpatrick,73.72,1,[4]
2539233,Shawn Williams,56.66,1,[4]
2543474,Darqueze Dennard,24.33,1,[4]
2543814,Preston Brown,41.43,0,[4]
2555528,Nick Vigil,66.38,0,[4]
2556367,William Jackson,27.67,2,[4]
2560970,Jessie Bates,68.58,0,[4]
2539219,Blidi Wreh-Wilson,42.6,0,[4]
2539334,Desmond Trufant,60.03,1,[4]
2555255,De'Vondre Campbell,102.18,0,[4]
2556445,Brian Poole,80.62,1,[4]
2558184,Damontae Kazee,43.12,0,[4]
2560830,Isaiah Oliver,78.21,2,[4]
2539653,Robert Alford,43.64,2,[4]
2557967,Duke Riley,39.41,0,[4]
2558982,Hardy Nickerson,26.38,0,[4]
2558801,Jordan Evans,35.02,0,[4]
2552301,Vic Beasley,60.67,0,[4]
2552392,Jordan Richards,2.85,0,[4]
2561132,Foye Oluokun,2.36,0,[4]
2556817,Tony McRae,42.43,2,[4]
2555355,Clayton Fejedelem,5.74,1,[4]
2506861,Brent Grimes,53.84,1,[4]
2532828,Lavonte David,33.88,0,[4]
2552592,Kwon Alexander,73.45,1,[4]
2556567,Isaiah Johnson,51.3,1,[4]
2557945,Justin Evans,65.64,2,[4]
2560884,M.J. Stewart,35.67,0,[4]
2561039,Carlton Davis,76.6,5,[4]
2550565,Adarius Taylor,13.72,0,[4]
2532961,Danny Trevathan,52.23,0,[4]
2543681,Kyle Fuller,38.2,1,[4]
2552385,Adrian Amos,49.93,1,[4]
2553500,Bryce Callahan,44.8,1,[4]
2555285,Leonard Floyd,34.4,0,[4]
2558176,Eddie Jackson,34.65,3,[4]
2560877,Roquan Smith,49.8,0,[4]
2560901,Kevin Toliver,8.31,0,[4]
494289,Sherrick McManis,8.52,1,[4]
2555552,Ryan Smith,0,0,[4]
2555288,Nick Kwiatkoski,0.79,0,[4]
2550605,Marcus Williams,19.57,0,[4]
2555155,Deon Bush,0,0,[4]
2555381,DeAndre Houston-Carson,0,0,[4]
2560750,Joel Iyiegbuniwe,0,0,[4]
2541832,Jeff Heath,44.22,0,[4]
2552568,Byron Jones,41.02,0,[4]
2552686,Damien Wilson,9,0,[4]
2555310,Jaylon Smith,26.7,0,[4]
2558159,Xavier Woods,25.72,0,[4]
2560908,Leighton Vander Esch,25.45,0,[4]
2557840,Chidobe Awuzie,83.69,0,[4]
71441,Glover Quin,55.03,1,[4]
2540288,Darius Slay,65.65,0,[4]
2543869,Devon Kennard,36.21,0,[4]
2543872,Nevin Lawson,26.2,0,[4]
2550572,Christian Jones,55.04,1,[4]
2552262,Quandre Diggs,49.04,0,[4]
2556641,Romeo Okwara,61.01,0,[4]
2557855,Jarrad Davis,72.68,0,[4]
2558821,Jamal Agnew,31.13,2,[4]
2555531,Anthony Brown,40.7,1,[4]
2550262,Joe Thomas,33.3,0,[4]
2557920,Jourdan Lewis,34.63,0,[4]
2556588,Eric Lee,0.63,0,[4]
