nflId,name,YACNTR,Missed Opps,weeks
496735,Kareem Jackson,37.07,1,[8]
2495872,Johnathan Joseph,14.07,0,[8]
2540180,Tyrann Mathieu,64.76,4,[8]
2558094,Zach Cunningham,19.44,0,[8]
2558853,Mike Tyson,42.55,1,[8]
2560851,Justin Reid,38.56,0,[8]
2552490,Benardrick McKinney,49.83,1,[8]
2533049,Whitney Mercilus,37.75,0,[8]
2560714,Duke Ejiofor,10.92,0,[8]
496739,Reshad Jones,72.89,1,[8]
2539309,T.J. McDonald,80.67,1,[8]
2539935,Kiko Alonso,83.75,0,[8]
2552434,Bobby McCain,60.11,0,[8]
2555539,Xavien Howard,74.64,1,[8]
2560725,Minkah Fitzpatrick,5.53,1,[8]
2560966,Jerome Baker,29.88,1,[8]
2560759,Natrell Jamerson,39.52,1,[8]
2558070,Raekwon McMillan,85.02,0,[8]
2553719,Josh Keyes,20.99,2,[8]
2560774,Peter Kalambayi,21.39,0,[8]
2556673,Brennan Scarlett,2.14,0,[8]
2535693,Johnson Bademosi,0,0,[8]
494259,Barry Church,81.87,0,[8]
2532848,Tashaun Gipson,91.07,0,[8]
2543711,Telvin Smith,52.73,1,[8]
2555280,Jalen Ramsey,93.76,3,[8]
2555329,Myles Jack,88.77,1,[8]
2560808,Quenton Meeks,89,2,[8]
2561340,Tre Herndon,33.26,0,[8]
79848,Malcolm Jenkins,90.26,2,[8]
2532800,Nigel Bradham,79.66,0,[8]
2552315,Jordan Hicks,102.66,0,[8]
2552689,Ronald Darby,66.98,2,[8]
2555383,Jalen Mills,36.56,1,[8]
2556363,Kamu Grugier-Hill,0.04,0,[8]
2560758,Leon Jacobs,4.82,0,[8]
2543608,Dexter McDougle,84.52,0,[8]
2560795,Avonte Maddox,39.78,0,[8]
2556711,Jarrod Wilson,8.18,0,[8]
2558241,Blair Brown,3.97,0,[8]
2558168,Rasul Douglas,35.98,1,[8]
2561008,Ronnie Harrison,8.56,0,[8]
2539662,Lerentee McCray,0,0,[8]
2559260,Tre Sullivan,24.93,0,[8]
2505708,Mike Adams,30.79,0,[8]
2506352,Thomas Davis,33.56,2,[8]
2533056,Luke Kuechly,47.82,0,[8]
2540152,Eric Reid,21.43,0,[8]
2552447,Shaq Thompson,42.92,0,[8]
2555175,James Bradberry,45.55,0,[8]
2560753,Donte Jackson,33.26,0,[8]
80668,Captain Munnerlyn,35.28,2,[8]
4365,Brandon Carr,34.77,0,[8]
2495775,Eric Weddle,15.61,1,[8]
2505660,Terrell Suggs,22.78,0,[8]
2508107,Jimmy Smith,20.81,2,[8]
2540164,Tony Jefferson,51.83,2,[8]
2543464,C.J. Mosley,46.78,2,[8]
2555505,Matt Judon,27.74,1,[8]
2556642,Patrick Onwuasor,13.69,1,[8]
2560947,Kenny Young,11.23,0,[8]
2552279,Za'Darius Smith,21.2,1,[8]
2558248,Chuck Clark,0.21,0,[8]
2508004,Anthony Levine,4.77,0,[8]
2555378,Tavon Young,8.13,1,[8]
2557841,Tim Williams,4.65,0,[8]
496814,Albert McClellan,1.75,1,[8]
2558990,Patrick Ricard,0,0,[8]
2499257,Colin Jones,0.11,0,[8]
2561093,Jermaine Carter,0.16,0,[8]
2495343,Buster Skrine,67.33,1,[8]
2543597,Avery Williamson,95.34,0,[8]
2553353,Darryl Roberts,73.02,1,[8]
2555322,Darron Lee,22.93,0,[8]
2557979,Jamal Adams,80.98,0,[8]
2557995,Marcus Maye,67.41,0,[8]
2533059,Morris Claiborne,79.32,1,[8]
2495108,Prince Amukamara,23.41,1,[8]
2532961,Danny Trevathan,29.76,1,[8]
2543681,Kyle Fuller,9.27,0,[8]
2552385,Adrian Amos,28.16,0,[8]
2555285,Leonard Floyd,17.82,0,[8]
2558176,Eddie Jackson,23.34,0,[8]
2560877,Roquan Smith,20.68,0,[8]
2553500,Bryce Callahan,19.99,0,[8]
2560724,Kylie Fitts,2.51,0,[8]
2559287,Isaiah Irving,1.01,0,[8]
2555546,Rashard Robinson,0,0,[8]
2558165,Tarell Basham,4.51,0,[8]
2555256,Jordan Jenkins,14.02,0,[8]
494289,Sherrick McManis,5.57,0,[8]
2506861,Brent Grimes,41.26,0,[8]
2532828,Lavonte David,42.28,0,[8]
2557945,Justin Evans,37.35,0,[8]
2560884,M.J. Stewart,16.2,1,[8]
2560930,Jordan Whitehead,16.1,0,[8]
2561039,Carlton Davis,33.71,1,[8]
2533060,Dre Kirkpatrick,73.56,3,[8]
2543814,Preston Brown,78.13,1,[8]
2556367,William Jackson,45.66,1,[8]
2558801,Jordan Evans,42.17,1,[8]
2560839,Darius Phillips,59.31,0,[8]
2560970,Jessie Bates,52.82,0,[8]
2539233,Shawn Williams,86.75,4,[8]
2550565,Adarius Taylor,37.35,0,[8]
2556567,Isaiah Johnson,12.77,1,[8]
2556456,Andrew Adams,8.71,0,[8]
2507843,Vincent Rey,18.86,0,[8]
2558982,Hardy Nickerson,11.16,0,[8]
2555547,KeiVarae Russell,1.5,0,[8]
2555355,Clayton Fejedelem,0,0,[8]
2555307,Devante Bond,0.22,0,[8]
2556833,De'Vante Harris,1.4,0,[8]
71441,Glover Quin,36.41,2,[8]
2535609,DeShawn Shead,0.14,0,[8]
2540288,Darius Slay,43.91,1,[8]
2543869,Devon Kennard,10.07,0,[8]
2543872,Nevin Lawson,15.56,0,[8]
2552262,Quandre Diggs,28.7,2,[8]
2552494,Eli Harold,0.14,0,[8]
2556641,Romeo Okwara,28.56,0,[8]
2557855,Jarrad Davis,39.16,1,[8]
2534830,Tavon Wilson,11.82,1,[8]
2550572,Christian Jones,6.49,0,[8]
2495252,K.J. Wright,53.68,0,[8]
2532966,Bobby Wagner,76.75,1,[8]
2539243,Bradley McDougald,82.73,0,[8]
2553637,Justin Coleman,69.48,1,[8]
2557881,Tedric Thompson,39.94,1,[8]
2558259,Shaquill Griffin,85.98,0,[8]
2540140,Barkevious Mingo,14.71,0,[8]
2560728,Tre Flowers,37.73,0,[8]
2558077,Delano Hill,0.72,0,[8]
2557955,Teez Tabor,10.01,0,[8]
2553456,Akeem King,0,0,[8]
2530794,Ron Parker,30.26,1,[8]
2543592,Anthony Hitchens,50.01,3,[8]
2552265,Steven Nelson,35.99,2,[8]
2555169,Reggie Ragland,35.99,1,[8]
2555542,Jordan Lucas,0.3,0,[8]
2560881,Breeland Speaks,45.72,0,[8]
2555349,Kendall Fuller,38.26,1,[8]
2495202,Von Miller,70.23,0,[8]
2530510,Chris Harris,78.89,0,[8]
2543505,Bradley Roby,20.61,0,[8]
2550930,Todd Davis,61.68,0,[8]
2555550,Justin Simmons,51.14,1,[8]
2560763,Josey Jewell,50.37,0,[8]
2556278,Will Parks,79.02,1,[8]
