nflId,name,YACNTR,Missed Opps,weeks
494307,Darian Stewart,0.73,0,[7]
2495202,Von Miller,16.13,0,[7]
2532898,Brandon Marshall,22.08,0,[7]
2543505,Bradley Roby,26.17,1,[7]
2550930,Todd Davis,17.66,0,[7]
2555550,Justin Simmons,27.61,0,[7]
2495504,Patrick Peterson,46.31,0,[7]
2495807,Antoine Bethea,38.55,0,[7]
2530491,Josh Bynes,50.26,0,[7]
2543855,Bene' Benwikere,32.34,0,[7]
2557887,Haason Reddick,51.38,0,[7]
2558174,Rudy Ford,29.08,0,[7]
2558009,Budda Baker,55.92,1,[7]
2530510,Chris Harris,12.43,0,[7]
2556278,Will Parks,2.35,0,[7]
2550541,Shaquil Barrett,0.48,0,[7]
2539932,Jamar Taylor,0,0,[7]
2507917,Tramaine Brock,6.37,1,[7]
2560763,Josey Jewell,3.67,0,[7]
2539937,Shamarko Thomas,8.27,1,[7]
2560946,Isaac Yiadom,0.18,0,[7]
2532861,Casey Hayward,62.19,0,[7]
2541958,Jahleel Addae,38.51,0,[7]
2550842,Adrian Phillips,44.79,0,[7]
2556828,Trevor Williams,58.32,0,[7]
2558182,Rayshawn Jenkins,6.63,0,[7]
2560760,Derwin James,85.24,0,[7]
2552296,Kyle Emanuel,23.79,0,[7]
2552310,Denzel Perryman,53.58,0,[7]
2556148,Jatavis Brown,42.21,1,[7]
2557927,Desmond King,22.47,0,[7]
2354,Wesley Woodyard,72.91,0,[7]
71423,Brian Orakpo,38.92,0,[7]
494277,Kendrick Lewis,86.22,2,[7]
2555158,Kevin Byard,67.29,1,[7]
2555339,Kamalei Correa,62.71,0,[7]
2558065,Adoree' Jackson,44.45,0,[7]
2560718,Rashaan Evans,52.18,0,[7]
2540162,Logan Ryan,25.65,0,[7]
2550613,Malcolm Butler,13,0,[7]
2558005,Jayon Brown,27.1,0,[7]
2561328,Sharif Finch,6.56,0,[7]
2560784,Harold Landry,4.87,0,[7]
2532870,Melvin Ingram,5,0,[7]
2560826,Uchenna Nwosu,1.45,0,[7]
2559164,Michael Davis,0,0,[7]
4365,Brandon Carr,34.4,3,[7]
2495775,Eric Weddle,31.48,1,[7]
2505660,Terrell Suggs,32.42,1,[7]
2508107,Jimmy Smith,28.5,1,[7]
2540164,Tony Jefferson,15.55,0,[7]
2543464,C.J. Mosley,26.7,0,[7]
2552279,Za'Darius Smith,14.33,0,[7]
2555378,Tavon Young,12.93,0,[7]
2556642,Patrick Onwuasor,6.46,0,[7]
2555505,Matt Judon,18.91,0,[7]
2508004,Anthony Levine,7.29,0,[7]
494261,Kurt Coleman,16.67,0,[7]
2533008,Demario Davis,32.57,1,[7]
2539277,Manti Te'o,45.82,0,[7]
2539982,A.J. Klein,30.25,0,[7]
2556735,Ken Crawley,36.85,2,[7]
2558061,Marshon Lattimore,42.97,1,[7]
2558847,Marcus Williams,41.19,1,[7]
2552484,P.J. Williams,70.41,1,[7]
2557841,Tim Williams,0,0,[7]
2560947,Kenny Young,6.71,0,[7]
2555530,Vonn Bell,51.89,2,[7]
496814,Albert McClellan,0,0,[7]
2558163,Alex Anzalone,45.91,0,[7]
2555380,Cyrus Jones,0,0,[7]
2495108,Prince Amukamara,22.32,0,[7]
2532961,Danny Trevathan,77.95,0,[7]
2543681,Kyle Fuller,68.91,2,[7]
2552385,Adrian Amos,57.82,0,[7]
2553500,Bryce Callahan,91.15,0,[7]
2558176,Eddie Jackson,68.41,0,[7]
2560877,Roquan Smith,19.82,0,[7]
2555285,Leonard Floyd,17.27,0,[7]
71251,Patrick Chung,81.52,1,[7]
89756,Jason McCourty,52.01,1,[7]
494287,Devin McCourty,30.1,1,[7]
2533062,Stephon Gilmore,43.33,1,[7]
2543699,Kyle Van Noy,46.82,0,[7]
2552255,Eric Rowe,25.8,0,[7]
