nflId,name,YACNTR,Missed Opps,weeks
496733,Joe Haden,24.76,0,[10]
2532946,Coty Sensabaugh,50.37,2,[10]
2539978,Jon Bostic,50.13,0,[10]
2540221,Vince Williams,30.59,1,[10]
2552289,Bud Dupree,37.26,0,[10]
2555386,Sean Davis,14.11,0,[10]
2556559,Mike Hilton,12.41,0,[10]
2560712,Terrell Edmunds,12.28,0,[10]
2558064,T.J. Watt,3.83,0,[10]
80668,Captain Munnerlyn,105.62,1,[10]
2505708,Mike Adams,133,0,[10]
2506352,Thomas Davis,109.06,0,[10]
2533056,Luke Kuechly,129.63,0,[10]
2555175,James Bradberry,92.19,1,[10]
2560753,Donte Jackson,58.5,0,[10]
2540152,Eric Reid,63.55,0,[10]
2552447,Shaq Thompson,22.43,0,[10]
496727,Morgan Burnett,26.92,0,[10]
2552266,Anthony Chickillo,10.92,0,[10]
2535613,L.J. Fort,3.72,0,[10]
2560775,Rashaan Gaulden,10.6,0,[10]
2499257,Colin Jones,0,0,[10]
2555171,Tyler Matakevich,1.12,1,[10]
2555344,Artie Burns,0,0,[10]
71441,Glover Quin,88.81,0,[10]
2534830,Tavon Wilson,118.29,0,[10]
2535609,DeShawn Shead,59.69,2,[10]
2543869,Devon Kennard,105.1,0,[10]
2543872,Nevin Lawson,112.55,1,[10]
2550572,Christian Jones,110.27,0,[10]
2552262,Quandre Diggs,38.64,0,[10]
2556641,Romeo Okwara,85.1,0,[10]
2557855,Jarrad Davis,111.62,0,[10]
2532961,Danny Trevathan,66.8,0,[10]
2543681,Kyle Fuller,60.04,0,[10]
2552385,Adrian Amos,69.13,0,[10]
2553500,Bryce Callahan,41.44,1,[10]
2555285,Leonard Floyd,24.48,0,[10]
2558176,Eddie Jackson,43.01,0,[10]
2560877,Roquan Smith,66.01,0,[10]
2495108,Prince Amukamara,71.12,1,[10]
2557955,Teez Tabor,2.1,0,[10]
2560913,Tracy Walker,1.13,0,[10]
494289,Sherrick McManis,13.51,0,[10]
2559287,Isaiah Irving,13.03,0,[10]
2533060,Dre Kirkpatrick,65.27,1,[10]
2539233,Shawn Williams,75.82,3,[10]
2543814,Preston Brown,80.97,0,[10]
2555355,Clayton Fejedelem,48.6,0,[10]
2556367,William Jackson,48.26,0,[10]
2558801,Jordan Evans,79.15,1,[10]
2560970,Jessie Bates,60.29,0,[10]
2560839,Darius Phillips,27.25,0,[10]
2533008,Demario Davis,59.36,0,[10]
2539982,A.J. Klein,52.22,0,[10]
2552484,P.J. Williams,65.44,0,[10]
2555277,Eli Apple,67.3,0,[10]
2555530,Vonn Bell,75.28,0,[10]
2558061,Marshon Lattimore,73.25,0,[10]
2558847,Marcus Williams,73.11,0,[10]
494261,Kurt Coleman,14.62,0,[10]
