nflId,name,YACNTR,Missed Opps,weeks
2532966,Bobby Wagner,45.94,2,[11]
2539243,Bradley McDougald,26.26,1,[11]
2553637,Justin Coleman,53.3,2,[11]
2557881,Tedric Thompson,30.3,0,[11]
2558259,Shaquill Griffin,33.06,0,[11]
2560728,Tre Flowers,29.98,2,[11]
2558925,Austin Calitro,28.59,0,[11]
2553456,Akeem King,2.84,0,[11]
80431,Clay Matthews,21.79,1,[11]
2506789,Tramon Williams,30.04,1,[11]
2555161,Blake Martinez,43.35,2,[11]
2555340,Kyler Fackrell,29.77,1,[11]
2558119,Josh Jones,39.41,1,[11]
2560755,Josh Jackson,37.35,2,[11]
2560952,Jaire Alexander,13.68,0,[11]
2561207,Raven Greene,9.06,0,[11]
2540140,Barkevious Mingo,5.34,0,[11]
2543571,Bashaud Breeland,12.8,0,[11]
2555160,Antonio Morrison,20.13,2,[11]
2556537,Reggie Gilbert,12.7,0,[11]
2552605,Ibraheim Campbell,2.39,0,[11]
2560982,Tony Brown,7.62,0,[11]
2558274,Shalom Luani,2.39,0,[11]
2541832,Jeff Heath,49.87,0,[11]
2552568,Byron Jones,55.86,0,[11]
2555310,Jaylon Smith,77.5,0,[11]
2555531,Anthony Brown,38.87,0,[11]
2557840,Chidobe Awuzie,53.26,1,[11]
2560908,Leighton Vander Esch,71.36,0,[11]
2558159,Xavier Woods,41.43,0,[11]
2539334,Desmond Trufant,60.37,0,[11]
2539653,Robert Alford,34.13,0,[11]
2552301,Vic Beasley,21.87,0,[11]
2555255,De'Vondre Campbell,21.1,0,[11]
2556445,Brian Poole,36.29,0,[11]
2557967,Duke Riley,32.91,0,[11]
2558184,Damontae Kazee,28.23,0,[11]
2541431,Kemal Ishmael,2.64,0,[11]
2556443,Sharrod Neasman,16.53,0,[11]
2561132,Foye Oluokun,56.33,0,[11]
2552392,Jordan Richards,33.81,0,[11]
2495136,Bruce Carter,9.75,0,[11]
2552686,Damien Wilson,9.03,0,[11]
2555536,Kavon Frazier,0,0,[11]
2560830,Isaiah Oliver,0,0,[11]
4365,Brandon Carr,36.72,1,[11]
2495775,Eric Weddle,32.47,0,[11]
2505660,Terrell Suggs,42.97,0,[11]
2508107,Jimmy Smith,21.91,0,[11]
2540164,Tony Jefferson,53.92,1,[11]
2543464,C.J. Mosley,58.32,0,[11]
2552279,Za'Darius Smith,27.77,0,[11]
2555378,Tavon Young,13.18,0,[11]
2556642,Patrick Onwuasor,11.21,0,[11]
2555505,Matt Judon,18.15,0,[11]
2558067,Marlon Humphrey,37.01,1,[11]
2558248,Chuck Clark,15.82,0,[11]
2533058,Vontaze Burfict,5.44,0,[11]
2533060,Dre Kirkpatrick,35.41,0,[11]
2539233,Shawn Williams,20.63,0,[11]
2543474,Darqueze Dennard,19.86,1,[11]
2556367,William Jackson,9.17,0,[11]
2558982,Hardy Nickerson,24.41,0,[11]
2560970,Jessie Bates,22.31,0,[11]
2558801,Jordan Evans,15.89,0,[11]
2508004,Anthony Levine,10.08,0,[11]
2558166,Tyus Bowser,3.12,0,[11]
2560947,Kenny Young,33.82,0,[11]
2507843,Vincent Rey,8.42,0,[11]
2560745,Sam Hubbard,2.07,0,[11]
2560839,Darius Phillips,5.13,0,[11]
2532961,Danny Trevathan,62.78,0,[11]
2543681,Kyle Fuller,46.39,1,[11]
2552385,Adrian Amos,37.15,1,[11]
2553500,Bryce Callahan,41.97,0,[11]
2555285,Leonard Floyd,42.85,0,[11]
2558176,Eddie Jackson,39.85,0,[11]
2560877,Roquan Smith,50.81,0,[11]
2532948,Harrison Smith,53.55,1,[11]
2540155,Xavier Rhodes,53.29,0,[11]
2552312,Eric Kendricks,57.24,0,[11]
2552448,Trae Waynes,49.96,0,[11]
2553655,Anthony Harris,48.05,0,[11]
2555177,Mackensie Alexander,54.79,0,[11]
2559012,Eric Wilson,33.75,0,[11]
2495108,Prince Amukamara,42.3,2,[11]
494289,Sherrick McManis,0,0,[11]
2555156,Jayron Kearse,0.73,0,[11]
2558033,Ben Gedeon,36.3,0,[11]
2559287,Isaiah Irving,13.51,0,[11]
71441,Glover Quin,85.4,0,[11]
2535609,DeShawn Shead,65.02,0,[11]
2540288,Darius Slay,107.68,1,[11]
2543869,Devon Kennard,115.41,0,[11]
2543872,Nevin Lawson,128.29,1,[11]
2552262,Quandre Diggs,102.37,0,[11]
2556641,Romeo Okwara,27.7,0,[11]
2557855,Jarrad Davis,116.14,0,[11]
2561527,Mike Ford,7.64,0,[11]
2550572,Christian Jones,13.59,0,[11]
2534830,Tavon Wilson,46.61,0,[11]
2560913,Tracy Walker,102.37,1,[11]
2505708,Mike Adams,44.24,0,[11]
2506352,Thomas Davis,39.48,1,[11]
2533056,Luke Kuechly,61.81,1,[11]
2540152,Eric Reid,63.29,0,[11]
2552447,Shaq Thompson,38.11,0,[11]
2560753,Donte Jackson,36.78,1,[11]
2555175,James Bradberry,46.76,0,[11]
80668,Captain Munnerlyn,10.06,0,[11]
2561009,Marquis Haynes,5.28,0,[11]
2557955,Teez Tabor,7.45,0,[11]
2530474,Mario Addison,0,0,[11]
2543811,Pierre Desir,22.95,1,[11]
2552386,Clayton Geathers,14.36,0,[11]
2558851,Anthony Walker,16.15,2,[11]
2558976,Kenny Moore,19.48,0,[11]
2560789,Darius Leonard,10.13,0,[11]
2561131,George Odum,7.33,0,[11]
2561149,Matthew Adams,4.44,0,[11]
238227,Mike Mitchell,16.1,1,[11]
2557961,Quincy Wilson,8.44,1,[11]
2354,Wesley Woodyard,64.67,1,[11]
71423,Brian Orakpo,17.49,0,[11]
496828,Derrick Morgan,30.58,0,[11]
2539320,Kenny Vaccaro,56.58,0,[11]
2540162,Logan Ryan,63.14,1,[11]
2550613,Malcolm Butler,23.09,0,[11]
2555158,Kevin Byard,45.29,0,[11]
2558005,Jayon Brown,14.3,0,[11]
2558065,Adoree' Jackson,54.1,2,[11]
2560718,Rashaan Evans,40.04,0,[11]
2555339,Kamalei Correa,23.38,0,[11]
2560784,Harold Landry,19.82,0,[11]
2560816,Skai Moore,2.55,0,[11]
2561328,Sharif Finch,0,0,[11]
2553817,Corey Moore,1.09,0,[11]
2506861,Brent Grimes,80.19,1,[11]
