nflId,name,YACNTR,Missed Opps,weeks
2495507,Richard Sherman,47.2,1,[9]
2499278,Malcolm Smith,22.4,0,[9]
2543741,Jimmie Ward,26.69,0,[9]
2550654,K'Waun Williams,36.14,1,[9]
2556655,Tyvis Powell,50.28,0,[9]
2558157,Ahkello Witherspoon,16.94,0,[9]
2560917,Fred Warner,48.21,0,[9]
496961,Dekoda Watson,10.64,0,[9]
2495153,Marcus Gilchrist,119.37,0,[9]
2507167,Reggie Nelson,14.63,0,[9]
2536032,Emmanuel Lamur,61.49,0,[9]
2555394,Daryl Worley,122.94,0,[9]
2557972,Marquel Lee,72.49,0,[9]
2558062,Gareon Conley,97.4,1,[9]
2532986,Tahir Whitehead,60.5,0,[9]
2495617,Leon Hall,62.05,0,[9]
2555568,Erik Harris,88.45,2,[9]
2558121,Elijah Lee,25.66,0,[9]
2555342,Karl Joseph,0,0,[9]
2559054,Nicholas Morrow,40.42,0,[9]
2560986,Jason Cabinda,7.53,0,[9]
2560819,Nick Nelson,1.8,0,[9]
2552684,Mark Nzeocha,0.53,0,[9]
2560850,D.J. Reed,0.79,0,[9]
2561117,Tarvarius Moore,0.79,0,[9]
496733,Joe Haden,54.02,1,[9]
2532946,Coty Sensabaugh,22.81,0,[9]
2535613,L.J. Fort,29.04,0,[9]
2552289,Bud Dupree,23.13,0,[9]
2555386,Sean Davis,26.3,0,[9]
2556559,Mike Hilton,37.56,1,[9]
2558064,T.J. Watt,51.45,0,[9]
2560712,Terrell Edmunds,36.09,0,[9]
4365,Brandon Carr,43.69,4,[9]
2495775,Eric Weddle,22.9,1,[9]
2505660,Terrell Suggs,40.52,0,[9]
2508107,Jimmy Smith,10.33,0,[9]
2540164,Tony Jefferson,69.07,0,[9]
2543464,C.J. Mosley,68.98,0,[9]
2552279,Za'Darius Smith,51.64,0,[9]
2555378,Tavon Young,47.38,2,[9]
2556642,Patrick Onwuasor,9.4,0,[9]
2539978,Jon Bostic,12.3,1,[9]
2540221,Vince Williams,9.3,0,[9]
496727,Morgan Burnett,44.14,1,[9]
2555505,Matt Judon,30.46,0,[9]
2558067,Marlon Humphrey,43.37,0,[9]
2560947,Kenny Young,42.25,0,[9]
2552266,Anthony Chickillo,3.24,0,[9]
2558166,Tyus Bowser,5.65,0,[9]
2508004,Anthony Levine,6.57,0,[9]
2558248,Chuck Clark,0,0,[9]
2560963,Anthony Averett,0,0,[9]
2506268,Lorenzo Alexander,8.35,0,[9]
2535867,Julian Stanford,18.44,2,[9]
2539240,Micah Hyde,8.38,0,[9]
2539290,Jordan Poyer,11.98,0,[9]
2543851,Phillip Gaines,4.94,0,[9]
2557867,Tre'Davious White,15.48,1,[9]
2557969,Matt Milano,11.69,0,[9]
2495108,Prince Amukamara,71.59,1,[9]
2532961,Danny Trevathan,64.69,0,[9]
2543681,Kyle Fuller,84.79,1,[9]
2553500,Bryce Callahan,93.39,1,[9]
2555285,Leonard Floyd,66.83,0,[9]
2558176,Eddie Jackson,71.45,0,[9]
2560877,Roquan Smith,32.62,0,[9]
2552385,Adrian Amos,64.88,0,[9]
2560766,Taron Johnson,10.19,0,[9]
2560724,Kylie Fitts,23.41,0,[9]
2559287,Isaiah Irving,27.14,0,[9]
494289,Sherrick McManis,3.66,0,[9]
2507817,Rafael Bush,0,0,[9]
2555155,Deon Bush,2.39,0,[9]
2555288,Nick Kwiatkoski,0.45,0,[9]
2555381,DeAndre Houston-Carson,1.62,0,[9]
2560901,Kevin Toliver,6.3,0,[9]
