nflId,name,YACNTR,Missed Opps,weeks
2533008,Demario Davis,42.07,0,[13]
2539982,A.J. Klein,31.34,0,[13]
2552484,P.J. Williams,45.27,1,[13]
2555277,Eli Apple,58.9,0,[13]
2555530,Vonn Bell,39.4,0,[13]
2558847,Marcus Williams,23.05,0,[13]
2558061,Marshon Lattimore,17.76,0,[13]
2558163,Alex Anzalone,36.61,0,[13]
494261,Kurt Coleman,2.65,0,[13]
2541832,Jeff Heath,12.02,0,[13]
2552568,Byron Jones,23.51,2,[13]
2555531,Anthony Brown,24.16,1,[13]
2557840,Chidobe Awuzie,26.93,1,[13]
2558159,Xavier Woods,10.84,0,[13]
2560908,Leighton Vander Esch,34.48,0,[13]
2555310,Jaylon Smith,20.02,0,[13]
2557920,Jourdan Lewis,9.16,1,[13]
2552686,Damien Wilson,4.08,0,[13]
4365,Brandon Carr,1.12,0,[13]
2495775,Eric Weddle,18.89,0,[13]
2505660,Terrell Suggs,24.19,0,[13]
2508107,Jimmy Smith,12.9,0,[13]
2543464,C.J. Mosley,17.97,0,[13]
2552279,Za'Darius Smith,25.52,0,[13]
2555378,Tavon Young,17.82,0,[13]
2556642,Patrick Onwuasor,16.6,0,[13]
2555505,Matt Judon,21.96,0,[13]
2558248,Chuck Clark,10.3,0,[13]
2558067,Marlon Humphrey,7.75,0,[13]
2560947,Kenny Young,1.15,0,[13]
2539334,Desmond Trufant,21.32,0,[13]
2539653,Robert Alford,15.34,1,[13]
2552301,Vic Beasley,7.15,0,[13]
2552392,Jordan Richards,22.58,0,[13]
2555162,Deion Jones,25.81,0,[13]
2555255,De'Vondre Campbell,13.14,0,[13]
2558184,Damontae Kazee,7.53,0,[13]
2556445,Brian Poole,6.81,0,[13]
2508004,Anthony Levine,5.72,0,[13]
2560963,Anthony Averett,0,0,[13]
2552418,Justin Hardy,0,0,[13]
2557967,Duke Riley,0.37,0,[13]
2558166,Tyus Bowser,3.77,0,[13]
2556443,Sharrod Neasman,0,0,[13]
2561132,Foye Oluokun,21.18,0,[13]
2533058,Vontaze Burfict,1.73,0,[13]
2533060,Dre Kirkpatrick,27.41,0,[13]
2539233,Shawn Williams,23.55,0,[13]
2543474,Darqueze Dennard,29.09,2,[13]
2556367,William Jackson,20.31,0,[13]
2560970,Jessie Bates,17.88,0,[13]
2558786,Brandon Wilson,0,0,[13]
494307,Darian Stewart,48.57,0,[13]
2495202,Von Miller,30.14,0,[13]
2530510,Chris Harris,0.82,0,[13]
2543505,Bradley Roby,41.91,2,[13]
2550930,Todd Davis,61.63,0,[13]
2555550,Justin Simmons,54.55,0,[13]
2560763,Josey Jewell,0,0,[13]
2556278,Will Parks,25.38,1,[13]
2560946,Isaac Yiadom,57.26,1,[13]
2559200,Joe Jones,10.31,0,[13]
2555528,Nick Vigil,12.49,1,[13]
2555345,Su'a Cravens,39.47,0,[13]
2558982,Hardy Nickerson,10.11,0,[13]
2558801,Jordan Evans,1.12,0,[13]
71441,Glover Quin,18.15,0,[13]
2540288,Darius Slay,19.3,1,[13]
2543869,Devon Kennard,11.92,0,[13]
2543872,Nevin Lawson,45.28,2,[13]
2550572,Christian Jones,26.7,0,[13]
2552262,Quandre Diggs,29,0,[13]
2557855,Jarrad Davis,25.21,1,[13]
2535609,DeShawn Shead,13.5,1,[13]
2560913,Tracy Walker,10.19,0,[13]
2561527,Mike Ford,37.6,1,[13]
1302,Aqib Talib,25.23,0,[13]
2532789,Mark Barron,25.24,0,[13]
2540197,Nickell Robey-Coleman,46.91,2,[13]
2543492,Lamarcus Joyner,27.2,0,[13]
2552488,Marcus Peters,14.46,0,[13]
2556593,Cory Littleton,53.88,0,[13]
2558183,John Johnson,45.79,1,[13]
2556277,Marqui Christian,10.98,0,[13]
2558830,Samson Ebukam,21.8,0,[13]
2556641,Romeo Okwara,8.59,0,[13]
2553722,Matt Longacre,3.43,0,[13]
2552494,Eli Harold,7.11,0,[13]
2553536,Troy Hill,15.32,0,[13]
1037374,Sam Shields,9.02,1,[13]
2557924,Jalen Reeves-Maybin,0,0,[13]
2495504,Patrick Peterson,42.75,0,[13]
2495807,Antoine Bethea,51.32,0,[13]
2539293,Gerald Hodges,56.55,0,[13]
2540170,David Amerson,56.57,1,[13]
2543830,Tre Boston,38.95,0,[13]
2557887,Haason Reddick,50.19,0,[13]
2558009,Budda Baker,55.01,1,[13]
80431,Clay Matthews,10.46,0,[13]
2506789,Tramon Williams,19.39,0,[13]
2552605,Ibraheim Campbell,10.67,1,[13]
2555161,Blake Martinez,12.85,0,[13]
2555340,Kyler Fackrell,11.18,0,[13]
2558119,Josh Jones,7.31,0,[13]
2560755,Josh Jackson,16.93,0,[13]
2560982,Tony Brown,0,0,[13]
2560952,Jaire Alexander,14.24,0,[13]
2555160,Antonio Morrison,14.89,0,[13]
2556537,Reggie Gilbert,2.57,0,[13]
2532878,Leonard Johnson,9.87,0,[13]
2560984,Oren Burks,0,0,[13]
2532928,Eddie Pleasant,0.86,0,[13]
2552273,Markus Golden,1.97,0,[13]
2539311,Jamie Collins,46.16,2,[13]
2550164,T.J. Carrie,22.46,2,[13]
2552389,Damarious Randall,33.77,0,[13]
2555166,Joe Schobert,32.36,0,[13]
2556475,Briean Boddy-Calhoun,17.66,0,[13]
2557980,Jabrill Peppers,20.13,0,[13]
2560916,Denzel Ward,27.46,0,[13]
2560964,Genard Avery,29.32,0,[13]
2555540,Derrick Kindred,25.46,0,[13]
2558289,Tanner Vallejo,7.12,0,[13]
496735,Kareem Jackson,104.08,0,[13]
2495872,Johnathan Joseph,0.97,0,[13]
2533049,Whitney Mercilus,70.04,0,[13]
2540180,Tyrann Mathieu,100.83,1,[13]
2552490,Benardrick McKinney,32.73,1,[13]
2558094,Zach Cunningham,85.27,0,[13]
2560851,Justin Reid,80.99,1,[13]
2543851,Phillip Gaines,16.63,0,[13]
2495251,Shareece Wright,113.44,1,[13]
2543874,Andre Hal,18.33,0,[13]
2543501,Aaron Colvin,92.9,0,[13]
2543456,Jadeveon Clowney,2.29,0,[13]
2559152,Dylan Cole,12.97,0,[13]
2535693,Johnson Bademosi,23.54,0,[13]
2552730,Brian Peters,9.75,0,[13]
2558853,Mike Tyson,8.92,0,[13]
2543811,Pierre Desir,43.35,0,[13]
2552386,Clayton Geathers,54.21,1,[13]
2557961,Quincy Wilson,38.31,0,[13]
2558060,Malik Hooker,32.48,0,[13]
2558851,Anthony Walker,27.52,0,[13]
2558976,Kenny Moore,45.06,2,[13]
2560789,Darius Leonard,50.14,0,[13]
2532848,Tashaun Gipson,31.78,0,[13]
2539237,D.J. Hayden,42.03,1,[13]
2541162,A.J. Bouye,26.08,0,[13]
2543711,Telvin Smith,25.15,0,[13]
2555280,Jalen Ramsey,28.54,0,[13]
2555329,Myles Jack,41.05,0,[13]
2561008,Ronnie Harrison,10.36,0,[13]
238227,Mike Mitchell,35.6,0,[13]
2560758,Leon Jacobs,0.04,0,[13]
2561149,Matthew Adams,0,0,[13]
2539240,Micah Hyde,14.96,1,[13]
2539290,Jordan Poyer,24.33,1,[13]
2557969,Matt Milano,28.47,0,[13]
2560713,Tremaine Edmunds,23.8,0,[13]
2560766,Taron Johnson,14.12,1,[13]
2560914,Levi Wallace,12.23,1,[13]
2557867,Tre'Davious White,9.22,0,[13]
2506268,Lorenzo Alexander,12.52,0,[13]
496739,Reshad Jones,58.95,1,[13]
2539309,T.J. McDonald,28.36,1,[13]
2552434,Bobby McCain,21.93,0,[13]
2555539,Xavien Howard,54.22,1,[13]
