nflId,name,YACNTR,Missed Opps,weeks
2532848,Tashaun Gipson,54.61,0,[14]
2539237,D.J. Hayden,24.2,0,[14]
2543711,Telvin Smith,65.53,0,[14]
2555280,Jalen Ramsey,55.19,1,[14]
2555329,Myles Jack,62.94,0,[14]
2561008,Ronnie Harrison,55.84,0,[14]
2541162,A.J. Bouye,76.09,1,[14]
2560758,Leon Jacobs,36.86,0,[14]
2354,Wesley Woodyard,17.89,1,[14]
71423,Brian Orakpo,20.67,0,[14]
496828,Derrick Morgan,29.31,0,[14]
2539320,Kenny Vaccaro,18.04,2,[14]
2540162,Logan Ryan,34.45,1,[14]
2550613,Malcolm Butler,13.55,0,[14]
2555158,Kevin Byard,33.91,1,[14]
2558005,Jayon Brown,19.58,0,[14]
2558065,Adoree' Jackson,36.45,1,[14]
2560718,Rashaan Evans,18.73,0,[14]
2560784,Harold Landry,5.38,0,[14]
2561328,Sharif Finch,3.69,0,[14]
494277,Kendrick Lewis,0,0,[14]
2555551,LeShaun Sims,5.44,0,[14]
2561042,Nick DeLuca,0,0,[14]
2540013,Will Compton,11.82,0,[14]
2495343,Buster Skrine,47.23,1,[14]
2533059,Morris Claiborne,22.59,0,[14]
2543597,Avery Williamson,41.01,0,[14]
2553353,Darryl Roberts,23.96,0,[14]
2553657,Neville Hewitt,31.38,1,[14]
2555256,Jordan Jenkins,15.87,0,[14]
2557979,Jamal Adams,43.77,0,[14]
2532877,Trumaine Johnson,29.69,0,[14]
2543717,Jeremiah Attaochu,0.15,0,[14]
2561366,Frankie Luvu,9.09,0,[14]
2507817,Rafael Bush,38.42,0,[14]
2539240,Micah Hyde,6.51,0,[14]
2539290,Jordan Poyer,22.9,1,[14]
2557867,Tre'Davious White,21.29,2,[14]
2557969,Matt Milano,20.86,0,[14]
2560713,Tremaine Edmunds,34.91,0,[14]
2560914,Levi Wallace,26.91,1,[14]
2506268,Lorenzo Alexander,7.75,0,[14]
2543563,Kevin Pierre-Louis,1.74,0,[14]
2559208,Ryan Lewis,1.17,0,[14]
2555546,Rashard Robinson,0.26,0,[14]
2532789,Mark Barron,22.55,0,[14]
2540197,Nickell Robey-Coleman,18.35,0,[14]
2543492,Lamarcus Joyner,9.91,0,[14]
2552488,Marcus Peters,8.87,0,[14]
2556593,Cory Littleton,25.04,0,[14]
2558183,John Johnson,20.34,0,[14]
1302,Aqib Talib,24.58,1,[14]
2495108,Prince Amukamara,34.23,0,[14]
2532961,Danny Trevathan,38.17,0,[14]
2543681,Kyle Fuller,35.81,1,[14]
2552385,Adrian Amos,25.23,0,[14]
2553500,Bryce Callahan,5.48,0,[14]
2558176,Eddie Jackson,39.52,0,[14]
2560877,Roquan Smith,47.87,1,[14]
2556277,Marqui Christian,3,0,[14]
2558830,Samson Ebukam,2.46,0,[14]
2555285,Leonard Floyd,17.49,0,[14]
494289,Sherrick McManis,2.27,0,[14]
2560901,Kevin Toliver,0.25,0,[14]
2535964,Josh Bellamy,0,0,[14]
2541544,Benny Cunningham,1.08,0,[14]
2553900,Daniel Brown,0,0,[14]
2555288,Nick Kwiatkoski,3.61,0,[14]
2555381,DeAndre Houston-Carson,2.97,0,[14]
2556478,Ben Braunecker,0,0,[14]
2558250,Tarik Cohen,0,0,[14]
2559287,Isaiah Irving,1.68,0,[14]
2560750,Joel Iyiegbuniwe,0.52,0,[14]
2543650,Aaron Lynch,13.06,0,[14]
2539311,Jamie Collins,88.79,1,[14]
2543637,Terrance Mitchell,98.28,3,[14]
2550164,T.J. Carrie,66.8,1,[14]
2555166,Joe Schobert,76.91,0,[14]
2556475,Briean Boddy-Calhoun,70.14,0,[14]
2557980,Jabrill Peppers,33.75,0,[14]
2560964,Genard Avery,57.89,0,[14]
2552389,Damarious Randall,43.91,0,[14]
2505708,Mike Adams,14.61,1,[14]
2506352,Thomas Davis,47.55,1,[14]
2533056,Luke Kuechly,32.58,0,[14]
2540152,Eric Reid,26.46,2,[14]
2552447,Shaq Thompson,13.48,0,[14]
2555175,James Bradberry,41.51,1,[14]
2555540,Derrick Kindred,46.07,0,[14]
80668,Captain Munnerlyn,17.62,0,[14]
2560753,Donte Jackson,13.66,1,[14]
2560775,Rashaan Gaulden,0,0,[14]
2558289,Tanner Vallejo,4.21,1,[14]
80431,Clay Matthews,26.14,0,[14]
2506789,Tramon Williams,16.02,0,[14]
2555160,Antonio Morrison,0,0,[14]
2555161,Blake Martinez,32.35,0,[14]
2555340,Kyler Fackrell,17.46,0,[14]
2558119,Josh Jones,23.75,0,[14]
2560755,Josh Jackson,9.23,0,[14]
2560982,Tony Brown,25.88,1,[14]
2556480,Kentrell Brice,14.31,0,[14]
2560952,Jaire Alexander,22.79,1,[14]
2539653,Robert Alford,26.07,1,[14]
2552301,Vic Beasley,28.68,0,[14]
2552392,Jordan Richards,3.9,0,[14]
2555162,Deion Jones,72.48,0,[14]
2555255,De'Vondre Campbell,55.91,1,[14]
2556445,Brian Poole,46.59,0,[14]
2558184,Damontae Kazee,40.17,0,[14]
2539334,Desmond Trufant,59.35,1,[14]
2561132,Foye Oluokun,15.8,0,[14]
2556443,Sharrod Neasman,28.55,0,[14]
2560830,Isaiah Oliver,25.98,0,[14]
2532928,Eddie Pleasant,0.07,0,[14]
2543571,Bashaud Breeland,16.3,0,[14]
2556537,Reggie Gilbert,16.31,0,[14]
496735,Kareem Jackson,54.85,2,[14]
2495251,Shareece Wright,14.74,1,[14]
2495872,Johnathan Joseph,25.9,0,[14]
2540180,Tyrann Mathieu,59.99,1,[14]
2558094,Zach Cunningham,36.8,2,[14]
2560851,Justin Reid,26.82,0,[14]
2543811,Pierre Desir,58.53,0,[14]
2552386,Clayton Geathers,58.5,1,[14]
2558060,Malik Hooker,48.06,1,[14]
2558851,Anthony Walker,66.13,0,[14]
2558976,Kenny Moore,52.35,0,[14]
2561149,Matthew Adams,33.54,0,[14]
2560789,Darius Leonard,48.72,0,[14]
2557961,Quincy Wilson,28.55,0,[14]
2533049,Whitney Mercilus,32.53,0,[14]
2552490,Benardrick McKinney,33.64,0,[14]
2561131,George Odum,6.5,0,[14]
2543874,Andre Hal,7.09,0,[14]
2560714,Duke Ejiofor,0,0,[14]
4365,Brandon Carr,109.46,0,[14]
2505660,Terrell Suggs,49.21,0,[14]
2552279,Za'Darius Smith,91.8,0,[14]
2555505,Matt Judon,34.06,0,[14]
2495493,Justin Houston,8.56,0,[14]
2530794,Ron Parker,25.48,1,[14]
2543592,Anthony Hitchens,17.26,1,[14]
2550257,Daniel Sorensen,10.64,1,[14]
2555169,Reggie Ragland,7.18,0,[14]
2555349,Kendall Fuller,23.12,0,[14]
2508004,Anthony Levine,38.33,1,[14]
