nflId,name,YACNTR,Missed Opps,weeks
4365,Brandon Carr,70.82,0,[2]
2495775,Eric Weddle,65.26,0,[2]
2505660,Terrell Suggs,50.41,0,[2]
2540164,Tony Jefferson,76.07,1,[2]
2552279,Za'Darius Smith,36.99,0,[2]
2555378,Tavon Young,17.89,1,[2]
2558067,Marlon Humphrey,71.84,1,[2]
2560947,Kenny Young,76.05,0,[2]
2533060,Dre Kirkpatrick,102.64,1,[2]
2539233,Shawn Williams,48.02,0,[2]
2543474,Darqueze Dennard,76.43,1,[2]
2555528,Nick Vigil,82.43,0,[2]
2556367,William Jackson,44.02,0,[2]
2558982,Hardy Nickerson,90.62,0,[2]
2555505,Matt Judon,46.82,0,[2]
2556642,Patrick Onwuasor,32.16,0,[2]
2558248,Chuck Clark,0,0,[2]
2558166,Tyus Bowser,0.45,0,[2]
2508004,Anthony Levine,5.87,0,[2]
2558801,Jordan Evans,9.87,0,[2]
2560970,Jessie Bates,65.45,0,[2]
2557841,Tim Williams,5.36,0,[2]
2555355,Clayton Fejedelem,17.43,0,[2]
2558990,Patrick Ricard,0,0,[2]
2556817,Tony McRae,0,0,[2]
2560745,Sam Hubbard,1.02,0,[2]
2539334,Desmond Trufant,70.38,0,[2]
2543850,Ricardo Allen,75.1,1,[2]
2552392,Jordan Richards,84.01,0,[2]
2555255,De'Vondre Campbell,93.18,0,[2]
2557967,Duke Riley,46.46,0,[2]
2561132,Foye Oluokun,33,0,[2]
80668,Captain Munnerlyn,39.09,0,[2]
2495339,Da'Norris Searcy,22.15,0,[2]
2533056,Luke Kuechly,88.76,0,[2]
2552447,Shaq Thompson,58.96,1,[2]
2555175,James Bradberry,41.16,0,[2]
2560753,Donte Jackson,39.83,0,[2]
2505708,Mike Adams,68.19,0,[2]
2553441,David Mayo,26.37,0,[2]
2539653,Robert Alford,44.41,0,[2]
2552301,Vic Beasley,16.76,0,[2]
2556445,Brian Poole,51.59,0,[2]
2558184,Damontae Kazee,0,0,[2]
2561009,Marquis Haynes,26.32,0,[2]
2499257,Colin Jones,10.62,0,[2]
2560775,Rashaan Gaulden,30.88,0,[2]
2558171,Corn Elder,10,0,[2]
2534741,Keith Tandy,0,0,[2]
2539219,Blidi Wreh-Wilson,0,0,[2]
79901,Vontae Davis,40.61,0,[2]
