nflId,name,YACNTR,Missed Opps,weeks
2532861,Casey Hayward,27.2,0,[15]
2541958,Jahleel Addae,26.65,0,[15]
2550842,Adrian Phillips,92.21,1,[15]
2556148,Jatavis Brown,64.57,1,[15]
2557927,Desmond King,70.6,0,[15]
2559164,Michael Davis,65,0,[15]
2560760,Derwin James,42.28,0,[15]
2560826,Uchenna Nwosu,1.85,0,[15]
2307,Orlando Scandrick,53.91,1,[15]
496723,Eric Berry,16.26,3,[15]
2495493,Justin Houston,59.44,0,[15]
2530794,Ron Parker,63.38,1,[15]
2552265,Steven Nelson,27.09,1,[15]
2555349,Kendall Fuller,49.82,2,[15]
2560827,Dorian O'Daniel,37.53,1,[15]
2550257,Daniel Sorensen,28.96,1,[15]
2543592,Anthony Hitchens,41.19,0,[15]
2555169,Reggie Ragland,19.57,1,[15]
2560881,Breeland Speaks,7.24,0,[15]
2555173,Eric Murray,3.37,0,[15]
2533059,Morris Claiborne,41.6,2,[15]
2543597,Avery Williamson,54.5,0,[15]
2553353,Darryl Roberts,53.46,1,[15]
2553657,Neville Hewitt,51.72,1,[15]
2557979,Jamal Adams,69.83,1,[15]
2561366,Frankie Luvu,13.25,0,[15]
2495251,Shareece Wright,4.92,0,[15]
2495872,Johnathan Joseph,36.14,0,[15]
2533049,Whitney Mercilus,15.76,0,[15]
2540180,Tyrann Mathieu,34.24,0,[15]
2543874,Andre Hal,8.84,1,[15]
2558094,Zach Cunningham,17.23,0,[15]
2560851,Justin Reid,26.39,1,[15]
496735,Kareem Jackson,25.09,1,[15]
2552490,Benardrick McKinney,20.28,0,[15]
2559152,Dylan Cole,1.04,0,[15]
2532877,Trumaine Johnson,64.65,2,[15]
2555256,Jordan Jenkins,51.51,0,[15]
2495343,Buster Skrine,18.27,0,[15]
2543563,Kevin Pierre-Louis,0.88,0,[15]
2560714,Duke Ejiofor,3.5,0,[15]
2543501,Aaron Colvin,0,0,[15]
2540287,Rontez Miles,9.83,0,[15]
2539311,Jamie Collins,58.13,1,[15]
2543637,Terrance Mitchell,50.9,0,[15]
2550164,T.J. Carrie,42.71,0,[15]
2552389,Damarious Randall,39.66,0,[15]
2555166,Joe Schobert,56.8,0,[15]
2556475,Briean Boddy-Calhoun,79.06,2,[15]
2557980,Jabrill Peppers,43.61,0,[15]
2560964,Genard Avery,64.33,0,[15]
494307,Darian Stewart,36.04,1,[15]
2495202,Von Miller,17.77,0,[15]
2507917,Tramaine Brock,12.81,0,[15]
2532898,Brandon Marshall,6.22,1,[15]
2543505,Bradley Roby,15.74,1,[15]
2550930,Todd Davis,2.19,0,[15]
2556278,Will Parks,17.37,0,[15]
2555550,Justin Simmons,19.99,0,[15]
2555540,Derrick Kindred,19.28,0,[15]
2558289,Tanner Vallejo,1.02,0,[15]
2559293,Dymonte Thomas,0.13,0,[15]
2560743,Jeff Holland,6.33,0,[15]
2560763,Josey Jewell,3.84,0,[15]
2495504,Patrick Peterson,36.96,0,[15]
2495807,Antoine Bethea,47.07,0,[15]
2539293,Gerald Hodges,47,0,[15]
2543830,Tre Boston,43.88,0,[15]
2557887,Haason Reddick,36.69,0,[15]
2558009,Budda Baker,44.22,1,[15]
2540170,David Amerson,2.51,0,[15]
2539334,Desmond Trufant,59.54,0,[15]
2539653,Robert Alford,21.28,0,[15]
2552392,Jordan Richards,16.3,1,[15]
2555162,Deion Jones,34.99,0,[15]
2558184,Damontae Kazee,56.95,0,[15]
2561132,Foye Oluokun,45.11,0,[15]
2552301,Vic Beasley,42.75,0,[15]
2555255,De'Vondre Campbell,37.73,0,[15]
2556445,Brian Poole,47.48,1,[15]
2556443,Sharrod Neasman,42.56,0,[15]
2543769,Deone Bucannon,24.7,0,[15]
2556371,Brandon Williams,46.78,0,[15]
2557967,Duke Riley,21.44,0,[15]
2560830,Isaiah Oliver,10.08,2,[15]
2541431,Kemal Ishmael,10.99,0,[15]
4365,Brandon Carr,9.13,0,[15]
2495775,Eric Weddle,21.95,1,[15]
2505660,Terrell Suggs,8.35,0,[15]
2508107,Jimmy Smith,4.67,0,[15]
2540164,Tony Jefferson,26.49,0,[15]
2543464,C.J. Mosley,27.91,1,[15]
2552279,Za'Darius Smith,9.44,0,[15]
2556642,Patrick Onwuasor,0,0,[15]
2506861,Brent Grimes,19.97,1,[15]
2532828,Lavonte David,23.57,1,[15]
2552259,Josh Shaw,12.76,0,[15]
2556456,Andrew Adams,24.19,0,[15]
2556934,Javien Elliott,17.52,0,[15]
2560930,Jordan Whitehead,9.9,1,[15]
2508004,Anthony Levine,11.54,0,[15]
2555505,Matt Judon,7.69,0,[15]
2558067,Marlon Humphrey,4.28,0,[15]
2555307,Devante Bond,5.39,0,[15]
2555552,Ryan Smith,3.08,0,[15]
2558923,Riley Bullough,8.13,0,[15]
2555378,Tavon Young,26.91,2,[15]
2561039,Carlton Davis,9.06,0,[15]
2560947,Kenny Young,0,0,[15]
2558166,Tyus Bowser,6.31,0,[15]
2556567,Isaiah Johnson,2.04,0,[15]
71441,Glover Quin,5.25,0,[15]
2540288,Darius Slay,34.43,1,[15]
2543869,Devon Kennard,26.65,0,[15]
2543872,Nevin Lawson,38.8,1,[15]
2550572,Christian Jones,37.68,0,[15]
2552262,Quandre Diggs,28.09,1,[15]
2556641,Romeo Okwara,20.14,0,[15]
2561527,Mike Ford,10.25,0,[15]
2552494,Eli Harold,0.91,0,[15]
2557855,Jarrad Davis,24.92,1,[15]
2507817,Rafael Bush,35.16,0,[15]
2539290,Jordan Poyer,7.49,0,[15]
2557867,Tre'Davious White,16.18,0,[15]
2560713,Tremaine Edmunds,24.16,1,[15]
2560914,Levi Wallace,22.65,0,[15]
2543503,Trent Murphy,1.61,0,[15]
2560913,Tracy Walker,12.11,0,[15]
2535609,DeShawn Shead,0,0,[15]
2561107,Corey Thompson,0,0,[15]
2534830,Tavon Wilson,0,0,[15]
80431,Clay Matthews,62.27,0,[15]
