nflId,name,YACNTR,Missed Opps,weeks
2543637,Terrance Mitchell,38.57,0,[17]
2550164,T.J. Carrie,46.3,1,[17]
2552389,Damarious Randall,44.77,0,[17]
2555166,Joe Schobert,47.93,0,[17]
2556475,Briean Boddy-Calhoun,10.65,0,[17]
2557980,Jabrill Peppers,28.24,0,[17]
2560964,Genard Avery,8.78,0,[17]
2539311,Jamie Collins,52.77,0,[17]
2555540,Derrick Kindred,17.88,0,[17]
2495775,Eric Weddle,50.14,0,[17]
2505660,Terrell Suggs,31.83,1,[17]
2508004,Anthony Levine,13.01,0,[17]
2508107,Jimmy Smith,11.74,0,[17]
2540164,Tony Jefferson,81.56,1,[17]
2543464,C.J. Mosley,93.69,1,[17]
2552279,Za'Darius Smith,72.35,0,[17]
2555378,Tavon Young,37.1,1,[17]
2555505,Matt Judon,18.9,0,[17]
2556642,Patrick Onwuasor,36.51,0,[17]
2558067,Marlon Humphrey,34.56,1,[17]
2541792,Ray-Ray Armstrong,19.37,0,[17]
4365,Brandon Carr,19.73,0,[17]
2558166,Tyus Bowser,15.99,0,[17]
2560947,Kenny Young,15.27,1,[17]
2552697,Jermaine Whitehead,4.63,0,[17]
496739,Reshad Jones,61.22,1,[17]
2539935,Kiko Alonso,60.69,0,[17]
2552434,Bobby McCain,66.71,0,[17]
2558070,Raekwon McMillan,46.06,1,[17]
2560725,Minkah Fitzpatrick,71.83,0,[17]
2560966,Jerome Baker,43.27,1,[17]
2559053,Torry McTyer,21.77,0,[17]
2561316,Jalen Davis,61.81,0,[17]
2561147,Cornell Armstrong,24.98,0,[17]
2506268,Lorenzo Alexander,57.61,0,[17]
2507817,Rafael Bush,78.68,0,[17]
2539240,Micah Hyde,36.74,0,[17]
2539290,Jordan Poyer,42.13,0,[17]
2560713,Tremaine Edmunds,68.88,0,[17]
2560914,Levi Wallace,44.3,0,[17]
2557867,Tre'Davious White,35.8,0,[17]
2561107,Corey Thompson,27.05,0,[17]
2556652,Lafayette Pitts,13.19,0,[17]
2559058,Maurice Smith,18.56,0,[17]
2552317,Mike Hull,17.59,1,[17]
2543724,Walt Aikens,0,0,[17]
2552321,Stephone Anthony,4.73,0,[17]
71441,Glover Quin,9.31,1,[17]
2534830,Tavon Wilson,3.3,0,[17]
2540288,Darius Slay,4.54,0,[17]
2543869,Devon Kennard,3.23,0,[17]
2552262,Quandre Diggs,12.29,0,[17]
2557855,Jarrad Davis,18.2,0,[17]
2557955,Teez Tabor,11.16,0,[17]
2560913,Tracy Walker,6.58,0,[17]
2561527,Mike Ford,6.04,1,[17]
80431,Clay Matthews,62.46,0,[17]
2506789,Tramon Williams,88.92,0,[17]
2555161,Blake Martinez,89.38,1,[17]
2555340,Kyler Fackrell,29.63,0,[17]
2556480,Kentrell Brice,83.42,0,[17]
2558119,Josh Jones,14.18,0,[17]
2560755,Josh Jackson,84.54,1,[17]
2560982,Tony Brown,87.43,0,[17]
2550572,Christian Jones,5.59,0,[17]
2543571,Bashaud Breeland,85.41,2,[17]
2556537,Reggie Gilbert,49.03,0,[17]
2552494,Eli Harold,0.44,0,[17]
2555160,Antonio Morrison,5.54,0,[17]
2532928,Eddie Pleasant,66.99,0,[17]
2560759,Natrell Jamerson,0,0,[17]
2556641,Romeo Okwara,3.58,0,[17]
2560984,Oren Burks,0.43,0,[17]
2541202,Marcus Cooper,0,0,[17]
2532848,Tashaun Gipson,44.3,0,[17]
2539237,D.J. Hayden,54.86,1,[17]
2543711,Telvin Smith,45.45,0,[17]
2555280,Jalen Ramsey,49.14,2,[17]
2555329,Myles Jack,37.53,0,[17]
2561340,Tre Herndon,36.87,0,[17]
496735,Kareem Jackson,24.54,1,[17]
2495251,Shareece Wright,7.67,0,[17]
2540180,Tyrann Mathieu,14.45,0,[17]
2543874,Andre Hal,14.54,0,[17]
2558094,Zach Cunningham,11.37,1,[17]
2560851,Justin Reid,10.58,1,[17]
2533049,Whitney Mercilus,19.1,0,[17]
2561042,Nick DeLuca,18.99,0,[17]
2556711,Jarrod Wilson,32.19,0,[17]
2552490,Benardrick McKinney,19.68,1,[17]
2543456,Jadeveon Clowney,0,0,[17]
2559152,Dylan Cole,9.49,0,[17]
2532974,Kyle Wilber,58.6,0,[17]
2532986,Tahir Whitehead,115.55,0,[17]
2541200,Rashaan Melvin,106.83,1,[17]
2555342,Karl Joseph,47.57,0,[17]
2555568,Erik Harris,93.35,0,[17]
2558062,Gareon Conley,94.91,0,[17]
2559054,Nicholas Morrow,91.91,0,[17]
2495153,Marcus Gilchrist,27.27,0,[17]
2495493,Justin Houston,2.63,0,[17]
2543592,Anthony Hitchens,18.87,0,[17]
2550257,Daniel Sorensen,11.14,0,[17]
2552265,Steven Nelson,14.2,0,[17]
2555349,Kendall Fuller,11.43,1,[17]
2555542,Jordan Lucas,1.66,1,[17]
2560827,Dorian O'Daniel,7.09,0,[17]
2561417,Charvarius Ward,11.39,1,[17]
2555169,Reggie Ragland,1.37,0,[17]
2555173,Eric Murray,14.13,1,[17]
2560881,Breeland Speaks,0,0,[17]
